,Unnamed: 0,text_id,text,task_1,task_2,task_3,label
2514,2514,hasoc_en_2515,So from next match onwards other country’s players will wear military and police logo of their country and then cricket will be a great war without balls and bats... Totally disgusting #dhonigloves #DhoniKeepsTheGlove,NOT,NONE,NONE,2
2426,2426,hasoc_en_2427,Going to war. Hey these other countries pd traitor Trump and kush. Now they are making it happen. Right from the start ,HOF,OFFN,TIN,1
4866,4866,hasoc_en_4867,"@LongBeachPost I still don’t understand how this #murderer was arrested so peacefully! Had it been,,,,,, never mind! Rest In Peace officer #respect",HOF,HATE,TIN,0
4598,4598,hasoc_en_4599,See who funded the #AbortionBan! You may be surprised. https://t.co/VRPVMQ1j3K via @sludge #AbortionRights #FuckTrump,HOF,PRFN,TIN,1
5575,5575,hasoc_en_5576,"I don't know of too many people who need to #UnfollowTrump bc they never followed him in the first place, so may I suggest adding #BlockTrump to the equation? And when he tweets something idiotic use screencap instead of RT...don't give him that satisfaction bc #TrumpIsATraitor",HOF,HATE,TIN,0
2746,2746,hasoc_en_2747,@SadiqKhan @CrimestoppersUK Their blood is on YOUR hands! You are as guilty for their murder as those that held the knife and gun! #Murderer,HOF,HATE,TIN,0
706,706,hasoc_en_707,Future Doctors for our politicians  #DoctorsFightBack https://t.co/psC2LmxlMw,NOT,NONE,NONE,2
5505,5505,hasoc_en_5506,#GandiNaaliAbuse  How can a PM of a country be abused like this.?Gande keede hi Gande Nale ki baat karenge,HOF,OFFN,TIN,1
647,647,hasoc_en_648,@realDonaldTrump @GStephanopoulos @ABC Yeah that will help you. Let's get some More lies on tape.  #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TrumpIsARacist   #TrumpIsANationalSecurityThreat   #TrumpIsACriminal,NOT,NONE,NONE,2
2716,2716,hasoc_en_2717,"It has always rained in England during chmpions trophy and other major tournaments. Such poor scheduling of cwc 19 , no reserve day , poor ground conditions, poor preparations. #ShameOnICC",HOF,HATE,TIN,0
1232,1232,hasoc_en_1233,@ANI @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/QYuuYcV85O,NOT,NONE,NONE,2
5378,5378,hasoc_en_5379,Next time you know what to do.  #ShameOnICC #ICCWorldCup2019 #ICCWC2019 #ICC #Crow #INDvNZ #RainStopsMatch #Worldcup19 https://t.co/5IyB32LM5o,HOF,HATE,TIN,0
2844,2844,hasoc_en_2845,"#GandiNaaliInsult #GandiNaaliAbuse @sambitswaraj @ARanganathan72 @ArnabGoswamiRtv The ppl who have dirtied Ma Ganga over d years deliberately r today abusing @narendramodi just coz he has taken it upon himself 2 clean up d mess. @INCIndia, how long your neech behavior? Get real",HOF,HATE,TIN,0
3542,3542,hasoc_en_3543,"@realDonaldTrump Same BS from your mouth, different day. Do your job and quit whining. #moroninchief #IdiotInChief #idiotTrump #MoronPresident #lyingTrump #DerangedDonald #DerangedDonnie #crybaby https://t.co/r7GWw6WYsc",HOF,PRFN,TIN,1
1500,1500,hasoc_en_1501,Saw this earlier. I'd just like to confirm to the world that Brock Turner (#BrockTurner) is indeed still a rapist (#rapist) https://t.co/4tMujZ6oMn,HOF,OFFN,TIN,1
5488,5488,hasoc_en_5489,Fuck sake. Mums got a sore throat and she came to me and goes the doctor says I have an inflamed vulva I THINK YOU MEAN UVULA MUM  pic.twitter.com/gLuv1Gjrc0,HOF,PRFN,TIN,1
3536,3536,hasoc_en_3537,How to fuck your footie career before its even started #dickhead https://t.co/LlUzAdLdVL,HOF,PRFN,TIN,1
544,544,hasoc_en_545,A new survey shows how economic policy divides the GOP and unites Democrats #Resist #ResistTrump #FuckTrump https://t.co/IZ1orEthmR,NOT,NONE,NONE,2
2087,2087,hasoc_en_2088,Jab “Balidaan” likha hi nahi hai toh why the unwanted controversy. So #DhoniKeepsTheGlove but drops the  #logo. https://t.co/gD1CFRO7FC,NOT,NONE,NONE,2
2776,2776,hasoc_en_2777,@ABCNetwork You could make a drinking game every time Hannah jumps up on one of the bachelor's and wraps her legs around him. #barf #bachelorette #TheBachelorette @Andy @TMZ @HarveyLevinTMZ   #lukep #lukepisadick #kicklukepout #dickhead #fakeasfuck,HOF,PRFN,TIN,1
5842,5842,hasoc_en_5843,"The US-Mexican border, where established moral leadership and national pride descends and falls into the hades abyss and mixes with dragon dung, rises with the stench of #TrumpIsATraitor , and compels the decent folk to spew their soul. https://t.co/Dm23579Twr",HOF,HATE,TIN,0
4875,4875,hasoc_en_4876,Please sign my name  to the card and a small message saying #fucktrump! https://t.co/Dyr18ufXOR,HOF,PRFN,TIN,1
1369,1369,hasoc_en_1370,@IndiaToday @MamataOfficial   @PMOIndia : Why are you silent ?  #DoctorsFightBack   #DoctorStrike   #DoctorsProtest   #DoctorsUnderOppression   #doctor   #doctors_against_assualt,NOT,NONE,NONE,2
3337,3337,hasoc_en_3338,@BCCI you contribute around 30% of the total @ICC 's revenue. Despite this you are acting helpless.              Take a stand. Be brutal when it comes to our Indian Para Forces.   #BalidaanBadge is our national pride.  #DhoniKeepsTheGlove    Thank you @msdhoni  @iam_dhoni,NOT,NONE,NONE,2
1906,1906,hasoc_en_1907,@MSNBC No worries. I hear HELL is pretty negative.  #MURDERER,NOT,NONE,NONE,2
3182,3182,hasoc_en_3183,"#ShameOnICC    Chii Chii.... Waiting for 4 years for such a grand tournament and see the condition... Shame on you ICC, from next time focus on the venue instead of wicketkeeper's gloves 😡😡",NOT,NONE,NONE,2
1917,1917,hasoc_en_1918,@reliancejio @jio_money @JioCare @JioChat @JioCinema   Uploaded 100GB of files. Thank you.  #HappyBirthdayNBK #India #ICCWorldCup2019 #BringTheCupHome #jio #IndvAus #keepthegloves #Dhoni #DhoniKeepsTheGlove #BalidanBadge #googlephotos #Balakrishna #Balayya #NandamuriBalakrishna https://t.co/LqGjnZEZuZ,NOT,NONE,NONE,2
2998,2998,hasoc_en_2999,By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that this is not related to any political/religious/racial activities    This is about our #NationalPride    #DhoniKeepsTheGlove,NOT,NONE,NONE,2
1324,1324,hasoc_en_1325,Episode 10: Fuck off Tommy! Molly-Mae has every right to be fuming!! You’re literally going round to all the boys saying your head has turned but yet you was like to Lucie and Molly-Mae no girl who walks in the Villa will turn my head! 🙄 pathetic #LoveIsIand #dickhead,HOF,PRFN,TIN,1
4323,4323,hasoc_en_4324,#ShameOnICC  ICC guys before planning WC https://t.co/KTAAsnxP3g,HOF,HATE,TIN,0
4297,4297,hasoc_en_4298,"So if this can happen, I'm guessing that unicorns should exist.    They are both impossibly inexplicable scenarios     @Conservatives you need to be aware of public opinion, and I don't believe it's in favour of Boris.    #BorisJohnsonShouldNotBePM https://t.co/KS5STSlvtL",HOF,HATE,TIN,0
4136,4136,hasoc_en_4137,This never gets old. Fuck you you tired sick piece of shit LOSER #FUCKTRUMP https://t.co/dmhBU2T0i8,HOF,PRFN,UNT,1
2912,2912,hasoc_en_2913,#GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics.,HOF,HATE,TIN,0
1532,1532,hasoc_en_1533,#IAgreeWithRory @RoryStewartUK #BorisJohnsonShouldNotBePM #C4debate #BritishandAshamed so sorry @AgnesCPoirier #YellowRose 💛 from #BritInFrance 💐 https://t.co/6OKwenJKwe,NOT,NONE,NONE,2
5393,5393,hasoc_en_5394,"TMC-MLA Abu Taher Khan threatens protesting medical students with rape and murder on camera.  @ttindia @MyAnandaBazar @abpanandatv @abpanandafeed, if you're done licking buttholes you can start doing your jobs   #DoctorsStrike #DoctorsFightBack #DoctorsUnderOppression",HOF,HATE,TIN,0
4917,4917,hasoc_en_4918,Impose #PresidentsRule in West Bengal before situation gets fully out of control. @MamataOfficial needs immediate medical help as she has lost her balance of mind. #DoctorsFightBack,HOF,HATE,TIN,0
4217,4217,hasoc_en_4218,3.5 lakh doctors to participate in nationwide strike on 17th june... this is not good. #DoctorsProtest #DoctorsStrike #DoctorsFightBack https://t.co/StwumF2QmX,HOF,HATE,TIN,0
5068,5068,hasoc_en_5069,Damn it!  Blocked by another 'Patriot'...  and I was just getting started! #fucktrump,HOF,OFFN,TIN,1
5577,5577,hasoc_en_5578,Happy John McCain day #fucktrump,HOF,PRFN,TIN,1
267,267,hasoc_en_268,"Now we can add #FlagRapist to the resume of #Traitor, #Pedophile, #Racist, #Rapist and serial sexual predator of women @RealDonaldtRump! https://t.co/2nBGNxGIsi via @HuffPostPol #MeToo",HOF,OFFN,TIN,1
4740,4740,hasoc_en_4741,@realDonaldTrump The US military is not briefing the Deranged Donald Trump on major cyber warfare operations against a hostile foreign power because they do not trust the president not to betray those operations to that hostile foreign power. #TrumpIsTheEnemyOfThePeople #TrumpIsATraitor #MAGA,NOT,NONE,NONE,2
3000,3000,hasoc_en_3001,This is what happens in this world today and it’s so fucked up this was all so uncalled for. So for this I say once again.... #FUCKTHEPOLICE #FUCKTRUMP #FUCKTHEGOVERNMENT https://t.co/aUM4aL9gAN,HOF,HATE,UNT,0
3227,3227,hasoc_en_3228,@realDonaldTrump I’m definitely feeling harassed by you at this point. So we finally agree on something! #PresidentialHarassment #MyPresidentIsHarassingMe #FuckTrump #WhoseTheCreeperInTheWhiteHouse,NOT,NONE,NONE,2
4576,4576,hasoc_en_4577,"@JamesCleverly @Conservatives With an eye on a job in a Johnson cabinet, Cleverly positions himself as a thoroughly decent chap to deflect attention from Johnson’s cowardice which is plain to see. #BorisJohnsonShouldNotBePM #PutRoryThrough",HOF,OFFN,TIN,1
5510,5510,hasoc_en_5511,This Pathans n Srivastavs will never learn their lesson but what right they hv to abuse the President n the democratically elected PM... shame shame shame \n#GandiNaaliAbuse,HOF,OFFN,TIN,1
4332,4332,hasoc_en_4333,"@PalmerReport Whoever came up with the idea of declaring today #JohhMcCainDay was genius!  👏👏👏👏👏    By the way, #FuckTrump  I hope #FatNixon has his worst and last birthday of his empty, miserable life.",HOF,PRFN,TIN,1
3413,3413,hasoc_en_3414,We need to claim “Love it or leave it” as ours.  Say it to people who support the treason traitor occupying the White House.  #loveitorleaveit #ImpeachmentHearingsNow #TrumpIsATraitor,HOF,OFFN,TIN,1
2914,2914,hasoc_en_2915,"#GandiNaaliAbuse | I don't think anyone will sympathise with the comment he has made, every time Congress has made these statements, BJP has been at an advantage: Asif Bhamla, Political Commentator & President- Bhamla Foundation ",HOF,HATE,TIN,0
4782,4782,hasoc_en_4783,@mitchellvii @gatewaypundit @MittRomney is a pathetic #Douchebag  The sooner he voted out the better,HOF,PRFN,TIN,1
8,8,hasoc_en_9,"Thanks for your support! Wow 600k. Graffiti has a massive impact nowadays, do not forget to show your own opinion!     #AllColorsAreBeautiful   #PowerToThePeople  #FuckRacism   #FuckTrump   #MakeLoveNotWar… https://t.co/4hc5UiDgLj",NOT,NONE,NONE,2
5492,5492,hasoc_en_5493, adult sharing video oral sex articles cat fuck gay video oral sex oral doctor usa video xxx dating uniform fucked daddy real online sex fuck bisexual oral translate india sex video pic.twitter.com/mF0rUSLuWe,HOF,PRFN,TIN,1
4792,4792,hasoc_en_4793,"Dear World,  Meet @BorisJohnson.  Cowardice personified  A fraud  Like the man behind the curtain  In the Wizard of Oz  A master of manipulation, lies and deceit  May his grasp on @10DowningStreet be short-lived  @Number10cat deserves better  We all do.    #BorisJohnsonShouldNotBePM https://t.co/Uq66f6vwU5",HOF,OFFN,TIN,1
4373,4373,hasoc_en_4374,"#Brittania Khao, WorldCup Jao...  Waha Baarish Hogi, to fir Brittania Khao...    #ShameOnICC",HOF,HATE,TIN,0
3998,3998,hasoc_en_3999,@edgonzal1976 @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,HOF,OFFN,TIN,1
3991,3991,hasoc_en_3992,@TheRealOJ32 #Murderer isn’t it time for you to violate your parole again?,HOF,OFFN,TIN,1
3790,3790,hasoc_en_3791,@TheRealOJ32 @KrisJenner Because this is what everyone needed you to put to rest. Thanks for the clarification OJ. #murderer #gimmeabreak #theglovedidfitbeforethebloodshrankit,NOT,NONE,NONE,2
2308,2308,hasoc_en_2309,Please RT. #BorisJohnsonShouldNotBePM https://t.co/t4ID5sAXdt,NOT,NONE,NONE,2
5234,5234,hasoc_en_5235,"Fuck republicans the biggest snowflakes ever🙄Funny how that list of words describes the fat, racist, ignorant, hideous moron absolutely PERFECTLY. PLEASE get rid of this fucking demented, delusional criminal!! #FuckTrump #ArrestTrump #ImpeachTheMFTraitor #ImpeachDonaldTrumpNOW https://t.co/7RDbLRWAQP",HOF,HATE,TIN,0
4608,4608,hasoc_en_4609,@labourpress Great parliamentary quotes of our times. #BorisJohnsonShouldNotBePM https://t.co/Dj0gj6FPE4,HOF,HATE,TIN,0
2528,2528,hasoc_en_2529,"I have wonderful doctors, who have gone beyond the call of duty to support me during difficult times.   #ILoveMyDoctor    #SaveTheSaviour   #DoctorsFightBack   #DoctorsProtest   #SaveBengal   #SaveBengalFromTMC   #doctors_against_assualt",NOT,NONE,NONE,2
4864,4864,hasoc_en_4865,My new @PopSockets came today 😚😊😁  🖕🖕Trump #FuckTrump https://t.co/HT6B6OJhIK,HOF,PRFN,TIN,1
4012,4012,hasoc_en_4013,"#CWC19 @ICC @ECB_cricket @CWC2O19 what a disappointment u guys are @ICC from now on let sub continents host the matches. #ShameOnICC @BCCI @TheRealPCB @OfficialSLC @BCBtigers #rainyworldcup @ECB_cricket below par organization skills, #fansletdown",HOF,HATE,TIN,0
3345,3345,hasoc_en_3346,@TomthunkitsMind Stuck his foot in his traitorous mouth! Everyone knows you can't serve more than 2 and he won't serve more than 1! #Resistance #ImpeachTrumpNow #TrumpIsATraitor,NOT,NONE,NONE,2
3195,3195,hasoc_en_3196,"@MattHancock Your vision and BoJos are seemingly poles apart!  He is not One Nation, he’s dangerous and not bothered about anything or anyone except #Boris. Have you sold out for a promise you can keep your job?  #noprinciples #sellout #BorisJohnsonShouldNotBePM",NOT,NONE,NONE,2
4999,4999,hasoc_en_5000,"I think @gilly381 had donned gloves to support McGrath Cancer foundation for a noble cause. Not sure why @ICC is prohibiting @msdhoni to wear the gloves for the Noble cause he supports.  Bizarre, illogical and insensitive!  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  #DhoniKeepTheGloves",HOF,HATE,TIN,0
5009,5009,hasoc_en_5010,"@realDonaldTrump Let’s be grateful for one thing: the more this idiot tweets, the more *unified* the opposition &amp; #TheResistance becomes against him. I have never more motivated in my life to remove a president from office ASAP. #TrumpMustGo #TrumpIsATraitor",HOF,HATE,TIN,0
2837,2837,hasoc_en_2838,"#GandiNaaliAbuse  Another Congressmen Adhir R Choudhary  in race to influence Gandhi family by Abusing Modi , Its well known fact Sonia Gandhis Hate for PM Modi & Amit Shah, which has developed into Congress Culture, its still not in corrective mode but  self destructive",HOF,HATE,TIN,0
5260,5260,hasoc_en_5261,"The tragedy of the world right now is that a number of countries are buying into fucking idiot leaders, selling them shitty explanations, about why their lives are so shitty. And that they have the solution #TrumpIsATraitor",HOF,PRFN,TIN,1
2533,2533,hasoc_en_2534,#Peace and #Liberty for #Uyhgur !  #PleaseHelp #FreeUyghur #SaveUyghur #MeTooUyghur #PrayForUyghur #EastTurkistan #FreedomForEastTurkistan #Turkistan #Freedom #HumanRights #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina #ウイグル #RT  https://t.co/NqNqUGAQ7l,NOT,NONE,NONE,2
5072,5072,hasoc_en_5073,"@realDonaldTrump A poll has already been done on the most dishonest president in the history of USA, and YOU are IT. #TrumpIsAConMan #TrumpIsACriminal #TrumpIsAMoron #TrumpIsADisgrace #TrumpIsANationalSecurityThreat #TrumpIsATraitor #TrumpIsAFraud",HOF,HATE,TIN,0
5017,5017,hasoc_en_5018,@kylegriffin1 This criminal just doesn’t get it. You don’t handle a foreign entities interference in our election on a case by case basis.  It’s ALWAYS illegal to accept help from them. Damn he’s an idiot! #IdiotTrump,HOF,OFFN,TIN,1
2280,2280,hasoc_en_2281,#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u,NOT,NONE,NONE,2
1161,1161,hasoc_en_1162,Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #dickhead https://t.co/Ens564GEm5,NOT,NONE,NONE,2
4209,4209,hasoc_en_4210,This is a VILE and REPULSIVE woman 🤬 Killing an endangered or threatened species is SICK and I feel she deserves whatever bad karma may come her way. Only trash does this then gloats over it. #disgusting #murderer #noheart #SaveEndangeredAnimals #StopExoticHunting https://t.co/WQklnF0RMZ,HOF,HATE,TIN,0
5047,5047,hasoc_en_5048,@DevinCow @RepMikeJohnson I think the entire GOP are using ghost traders &amp; reaping millions from trumps phoney tariff nonsense. #insidertrumping  #TrumpTraitor   #Fucktrump  #trumpdeathcamps,HOF,HATE,TIN,0
4732,4732,hasoc_en_4733,The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan https://t.co/jdxN2VyO6x,HOF,HATE,TIN,0
3364,3364,hasoc_en_3365,Fucking #Trump is ruining everything!!!! My poor #smallbusiness 😿 #fucktrump #TrumpResignNOW https://t.co/TrRwNf8XzI,HOF,PRFN,TIN,1
203,203,hasoc_en_204,Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3,NOT,NONE,NONE,2
4014,4014,hasoc_en_4015,@AprilDRyan Isn’t that MURDERERs 15 minutes over already?? #OJisaKiller #murderer,HOF,OFFN,UNT,1
310,310,hasoc_en_311,I support #DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeSaathDesh #DhoniAtCWC19 #DhoniVsICC https://t.co/gQP93Mz2xE,NOT,NONE,NONE,2
2631,2631,hasoc_en_2632,Is today’s rising #xenophobia a product of Iceland’s racist past? #Islamophobia #antimuslim https://t.co/8QPDU2kd0D,HOF,HATE,TIN,0
2817,2817,hasoc_en_2818,Picture from future... #IndvsPak #shameonICC https://t.co/8Umpc15ra5,HOF,HATE,TIN,0
5186,5186,hasoc_en_5187,@Im_Pakistanii @ZKhanOfficial @RashkEHina10 @suchitrav @BDUTT @VORdotcom but not listen on #internationalLevel share #internationallevel like #kathua  One religion Spoils by people but same people quit particular  Religion spred #Terrioust  When that religion come that gives #Invitation #Terrioust #Rapist #Voience #TerroristReligion that ✔️with #Examples,HOF,HATE,UNT,0
1107,1107,hasoc_en_1108,If ICC allowed Dhoni to wear military  insignia in his Gloves then Fakhar should  be allowed to put a photo of ABhinandan  on his Helmet on 16th June.  #PAKvIND #Savage  #DhoniKeepsTheGlove   #Copied,NOT,NONE,NONE,2
1891,1891,hasoc_en_1892,"#trump is the most narcissistic man alive, his purposeful ignorance is stunning #impeach #trumpisatraitor",HOF,OFFN,TIN,1
116,116,hasoc_en_117,@DesiCryptoHodlr In #India the severity of punishment for Holding just #bitcoin is equivalent the crime done by a #Rapist or a #Murderer Or #money Launderer or extortionist.   Really amazed to see where we are Heading.,NOT,NONE,NONE,2
5133,5133,hasoc_en_5134,Now  @MamataOfficial  will recruit BANGALI BAABA CHAND DAWAKHANA to treat her pissful   patient #DoctorsFightBack,NOT,NONE,NONE,2
4687,4687,hasoc_en_4688,@SumitkadeI @ICC Boycott ICC World Cup 2019 #shameonicc @ICC mean for international chutiyapa council,HOF,HATE,TIN,0
1920,1920,hasoc_en_1921,We will never give up   #DoctorsUnderOppression  #DUO  #Doctors_are_oppressed_in_Morocco  #medicalstudentsstrike  #DoctorsFightBack  #Medical_students_are_mad  #DOCTORS_SEEKJUSTICE  #the_healing_hand_shouldnt_be_bleeding https://t.co/De56lkaRDp,NOT,NONE,NONE,2
2927,2927,hasoc_en_2928,Why the fuck are California legislators consulting actresses like Jessica Biel about vaccines when they should be listening to doctors!,HOF,PRFN,TIN,1
1715,1715,hasoc_en_1716,Virat asked Indians fans to applaud Steve |MS dhoni sixes |gestures https://t.co/XgvTJTEoVb via @YouTube #ICCWC2019 #DhoniKeepsTheGlove,NOT,NONE,NONE,2
4338,4338,hasoc_en_4339,"@MLB I love how he pulls that bush league shit but remembers to thank his lord and savior before he crosses the plate. 🙄 #SpareMe, #douchebag.    #SanFrancisco @SFGiants #LosAngeles @Dodgers @MLB",HOF,HATE,TIN,0
3738,3738,hasoc_en_3739,"#DoctorsProtest #doctorsstrike #DoctorsFightBack     SAME COUNTRY, DIFFERENT STATE, DIFFERENT POLITICAL PARTY, SAME TREATMENT WITH #Doctors      #DoctorsFightBack IN #WestBengal     SHOULD HAVE FOUGHT BACK IN #UttarPradesh TOO    https://t.co/yTM9H6CsH4",NOT,NONE,NONE,2
1075,1075,hasoc_en_1076,Spectacular Win over Australia #TeamIndia   The captain and players has worked hard to defeat the Australian Team.  Also #DhoniKeepsTheGlove!!  #INDvAUS #CWC19 #WorldCup2019 #ViratKohli #ICCWorldCup2019     @BCCI @ICC @cricketworldcup,NOT,NONE,NONE,2
4410,4410,hasoc_en_4411,"@JamesBlunt hey James your music still sucks, anyone can come up with that “your beautiful” hahaha #dickhead #lol",HOF,OFFN,TIN,1
1945,1945,hasoc_en_1946,"#DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NRS Hospital refuting Mamata Banerjee's claims    https://t.co/rp4zoCyTaj",NOT,NONE,NONE,2
2852,2852,hasoc_en_2853,"@PhilipRucker We've seen the first ladies tits more the @realDonaldTrump has told the truth. Which, yeah isn't hard to do when #TraitorTrump can't tell what's true af this point. #TrumpDerangementSyndrome #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpIsUnhinged",HOF,HATE,TIN,0
5083,5083,hasoc_en_5084,If any other mob had attacked doctors @MamataOfficial’s @WBPolice would have beat them up.    But since it was Mamata’s special community she attacked the doctors instead. Perfect exemplar of Indian secularism.    #DoctorsFightBack   #SaveBengal https://t.co/s6pajJh1Bz,HOF,HATE,TIN,0
5366,5366,hasoc_en_5367,"If you are Non-Bengali, your life is in danger!  You may be killed by @MamataOfficial goon at any time!    @rashtrapatibhvn @BBCHindi @PMOIndia @DDNewsLive #DoctorsFightBack #BengalBurning   #MannKiBaat  https://t.co/z4mwm7iIDi",HOF,HATE,TIN,0
3622,3622,hasoc_en_3623,@BigCRock101 The first thing you should have learned is that NO means NO #rapist,HOF,HATE,TIN,0
3450,3450,hasoc_en_3451,"I have more respect &amp; like the US mil more than Trump for which I’ll be a Statist for a minute to wish the 4 branches a Happy Birthday. As an #Ancap-yes, that saying a lot. #fucktrump #tlot #anarchy https://t.co/oPmCH1Wcni",NOT,NONE,NONE,2
4171,4171,hasoc_en_4172,Ok Mr....it is not a disaster because you cannot get the internet in the coffee shop #dickhead,HOF,PRFN,UNT,1
4717,4717,hasoc_en_4718,@Shehzad_Ind @RahulGandhi This is reality of punjab m also in punjab in amritsar Ares and here is always this problems where is @sherryontopp jo har relly mein chilllata tha #same   #Punjab   #CongressMukTBharat,HOF,HATE,TIN,0
4519,4519,hasoc_en_4520,Mr. 'No-Collusion' confessed that he thinks Collusion is OK. #TrumpIsATraitor https://t.co/Xshh1cAYBF,HOF,HATE,TIN,0
2693,2693,hasoc_en_2694,"@cricketnext @ICC @msdhoni @BCCI under this new administration has been toothless. Whats the point of holding all the power ? ICC feared d previous regimes of BCCI, not so much anymre. Srinivasan wud hv ensured dat ICC bows to #BCCI 's demand. #DhoniKeepsTheGlove #Dhoni @imVkohli @msdhoni @RaviShastriOfc",NOT,NONE,NONE,2
5045,5045,hasoc_en_5046,"@crampell Oohhhh, now that Trump is done with Pence, he’s thrown out with the garbage. #TrumpIsATraitor #TrumpIsATraitor #TrumpCriminalInvestigations",HOF,OFFN,TIN,1
3200,3200,hasoc_en_3201,"@realDonaldTrump You won't be available after 2020, you'll be busy in court and then in prison for the rest of your miserable little life. #KarmaIsComingForYou #HellAwaitsTrump #LOCKHIMUP #LockUpTrump #TraitorTrump #TrumpCrimeFamily #SexualAssault #Rapist #Liar https://t.co/DpCYnM4dE2",HOF,HATE,TIN,0
263,263,hasoc_en_264,I am not satisfy this verdict.   We want more than this... #Rapist https://t.co/VD0wo8sC5w,NOT,NONE,NONE,2
1042,1042,hasoc_en_1043,Proud of paramilitary forces and proud of Dhoni  #DhoniKeepsTheGlove https://t.co/EJbKeLitfp,NOT,NONE,NONE,2
4952,4952,hasoc_en_4953,"Dear @ICC, we see better rains here. You show us what you are meant for! #CWC19   @cricketworldcup   #ShameOnICC",HOF,HATE,TIN,0
4163,4163,hasoc_en_4164,"@realDonaldTrump ORANGE HITLER TRUMP CALL FOR MORE HATE SPEECH.    TRUMP LOVES TO SEE FULL TILT CRAZY CRAP FROM THE KKK, NAZIS, GOP,  QANON    TRUMBO SEZ HATE SPEECH US GREAT SPEECH  #FUCKTRUMP #TRUMP2020 https://t.co/GI7BeY2AhE",HOF,OFFN,TIN,1
3080,3080,hasoc_en_3081,@svershbow @billmaher  continues to try sooooo hard to remain relevant. #MSM is the only one who cares #LowRatings #LowIQ #DrugAddict #SexFiend #DoucheBag,HOF,OFFN,TIN,1
4067,4067,hasoc_en_4068,Prominent Cong &amp; JDS leaders names have figured in both Wakf Property encroachment scandal &amp;  #IMAfraud worth thosaunds of Crores.      The so called watch dogs of Secularism brazenly looting Poor Muslims life time investment through various dubious ways.  https://t.co/suoFu2tcTh,NOT,NONE,NONE,2
4177,4177,hasoc_en_4178,COME ON BORIS ! LAY US AN EGG !!#borisdoesnotrepresentme #BorisJohnsonShouldNotBePM #chicken #leadership #ToryDrugOff #BritainsNextPM #Brexit https://t.co/nXC8RIuXHt,HOF,HATE,TIN,0
278,278,hasoc_en_279,@MrsGandhi @harish_purohit @MamataOfficial #DoctorStrike   #DoctorsFightBack   Vs  Aparna Sen and Kaushik Sen intellectuals gangs in #WestBengal     Explained such way   👇👇👇 https://t.co/O2u0KmA1sn,NOT,NONE,NONE,2
5024,5024,hasoc_en_5025,#ShameOnICC @ECB_cricket hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion. https://t.co/yLRpNKoASZ,HOF,HATE,TIN,0
1736,1736,hasoc_en_1737,#DoctorsFightBack  demand the cctv footage of that day things will be clear .Make public the name of accuse who have been arrested. Enquiry should be set up into reluctance of police .How two trucks of goon were allowed inside the hospital campus,NOT,NONE,NONE,2
5192,5192,hasoc_en_5193,From our Latino friends. #Liar #fucksarahsanders #fucktrump #VoteBlueNoMatterWho2020 https://t.co/bvqU7aKvIB,HOF,PRFN,TIN,1
692,692,hasoc_en_693,@christopherhope If you see a Conservative Party leadership candidate fitting this description... #BorisJohnsonShouldNotBePM #PutRoryThrough https://t.co/bKYBxaXhPm,NOT,NONE,NONE,2
5386,5386,hasoc_en_5387,'Past visits by Johnson to Ireland don´t exactly inspire confidence.'  #BorisJohnsonShouldNotBePM   https://t.co/BSFYymt6A0,HOF,HATE,TIN,0
5719,5719,hasoc_en_5720,"Hi @BorisJohnson, what a coincidence, the majority of Scottish people think that self-serving compulsive liars like yourself should not be allowed to be prime minister. #BorisJohnsonShouldNotBePM https://t.co/gDqO5O67lH",HOF,OFFN,TIN,1
