,Unnamed: 0,text_id,text,task_1,task_2,task_3,label
1675,1675,hasoc_en_1676,Tree symbolizing Trump-Macron friendship <SWEAR-2> # Resist # ResistTrump # FuckTrump https : //t.co/hEHwwgowi3,NOT,NONE,NONE,2
1676,1676,hasoc_en_1677,# ShameOnICC 1 . ICC on Dhoni 's gloves . 2 . ICC planing of other matches https : //t.co/bjhysij4JF,NOT,NONE,NONE,2
1677,1677,hasoc_en_1678,"Hello @ ICC , You can stop @ msdhoni from wearing army symbols in his gloves , but you ca n't stop his fans🇮🇳 # INDvAUS # WorldCup2019 # Dhoni # DhoniAtCWC19 # DhoniKeepsTheGlove # India https : //t.co/5tNyl3i5fq",NOT,NONE,NONE,2
1678,1678,hasoc_en_1679,"Wayyy past time for # DonTheCon to face # ImpeachmentHearingsNow . # TrumpIsAWannabeDictator , # TrumpIsATraitor , # TrumpIsACriminal , # TrumpIsAFraud , & amp ; # TrumpObstructedJustice . What more do Dems need to # LockHimUp ? https : //t.co/bpB0xfQDaN",HOF,OFFN,TIN,1
1679,1679,hasoc_en_1680,"Let 's go congress , do your job ! # PutinsGOP # FuckTrump https : //t.co/tL1CqWz4H2",NOT,NONE,NONE,2
1680,1680,hasoc_en_1681,@ SadiqKhan what the <SWEAR-2> ate tou doing you smug <SWEAR-2> . Why the <SWEAR-2> are you not enforcing more <SWEAR-2> police on the streets of London ? ? ? ? ? # <SWEAR-0> # NewmMayorNeeded,HOF,PRFN,TIN,1
1681,1681,hasoc_en_1682,Great thread about WHY an # ImpeachmentInquiryNow is necessary . @ SpeakerPelosi please read . # democracydependsonit # TrumpIsATraitor https : //t.co/6bARkZyJR6,NOT,NONE,NONE,2
1682,1682,hasoc_en_1683,2023 Cricket World Cup https : //t.co/iWFQBextAg via @ @ spozom # INDvAUS # cbhaveyoursay # iccversusindia # dhonikeepstheglove # msdhoni,NOT,NONE,NONE,2
1683,1683,hasoc_en_1684,Who is gon na win tomorrow ? # INDvsPAK # IndvsPak rain # ausvspak # CWC19 # CWC # RainStopsMatch # ICCCricketWorldCup # ICCWorldCup2019 # ShameOnICC,NOT,NONE,NONE,2
1684,1684,hasoc_en_1685,"Whenever I hear # Airplane sound , I feel Airdrop is coming 🤔 # PUBGeffect # PUBG # PUBG_MOBILE # PUBGclips # PUBG_DMM # PUBGモバイル @ PUBGMOBILE @ PUBG @ PUBGpartners @ thetanmay @ msdhoni @ ImRo45 @ MdShami11 @ BhuviOfficial # IndiaWithDhoni # DhoniKeepTheGlove # DhoniKeepsTheGlove # Dhoni",NOT,NONE,NONE,2
1685,1685,hasoc_en_1686,How frightening # BorisJohnsonShouldNotBePM https : //t.co/ee5mW9liQJ,NOT,NONE,NONE,2
1686,1686,hasoc_en_1687,Analysis : Sarah Sanders ' audience of one # Resist # ResistTrump # FuckTrump https : //t.co/WRUvaPGsG6,NOT,NONE,NONE,2
1687,1687,hasoc_en_1688,Happy birthday mr. President # FuckTrump https : //t.co/E0UQW5Fesu,NOT,NONE,NONE,2
1688,1688,hasoc_en_1689,"# DoctorsFightBack 75 year old Mohammad Shahid <SWEAR-2> in hospital , his relatives came truckload & amp ; beat up doctors . One doctor is critical as he got skull fracture from brick hurled . Why no action against those people ? Why politicisation ? Where BJP/RSS is to be blamed ? https : //t.co/78EiYliTj9",NOT,NONE,NONE,2
1689,1689,hasoc_en_1690,Hey creepy old <SWEAR-0> if you approach my daughter again you ’ re gon na get punched in the throat ! # <SWEAR-0>,HOF,PRFN,TIN,1
1690,1690,hasoc_en_1691,Her freedom of speech is very important because she 's his spokeswoman . Completely unethical ! ! ! ! ! # TrumpIsATraitor # JohnMcCainDay # JohnMcCainDay # JohnMcCainDay # JohnMcCainDay # JohnMcCainDayJune14th https : //t.co/Vbfndwo2nY,NOT,NONE,NONE,2
1691,1691,hasoc_en_1692,. # BorisJohnsonShouldNotBePM he won ’ t have had a national mandate only the <SWEAR-1> get a say how is that democracy ? https : //t.co/fq6mi8Uxfy,NOT,NONE,NONE,2
1692,1692,hasoc_en_1693,# DoctorsFightBack | Here 's the number of resignations from medical colleges as agitating doctors place 6 demands and seek an apology from WB CM Mamata Banerjee to end their strike https : //t.co/ROY0hXnQ8z,NOT,NONE,NONE,2
1693,1693,hasoc_en_1694,@ RidemDoc @ RickyRebelRocks I still feel the same . # FuckTrump,NOT,NONE,NONE,2
1694,1694,hasoc_en_1695,These depictions of Noah ’ s Ark are accidentally gay—and people are here for it # Resist # ResistTrump # FuckTrump https : //t.co/n4Inw90fuc,NOT,NONE,NONE,2
1695,1695,hasoc_en_1696,water have no <SWEAR-2> but gloves does have that is why @ ICC saw dhoni 's glove not the water . # ShameOnICC,NOT,NONE,NONE,2
1696,1696,hasoc_en_1697,Stop <SWEAR-1> on doctors . Take action to save the saviour @ MamataOfficial @ CMOWestBengal @ MoHFW_INDIA # DoctorsFightBack # SAVETHESAVIOUR # Savethedoctors .,NOT,NONE,NONE,2
1697,1697,hasoc_en_1698,Yesterday match # AUSvWI Gayle got out by lbw in no ball..ICC @ ICC Do n't have time to fine umpires for poor umpiring . But they have time to say remove the balidan symbol from dhoni gloves😡😡 it 's ridiculous 😡 # DhoniKeepsTheGlove https : //t.co/8FMr3JHFqt,NOT,NONE,NONE,2
1698,1698,hasoc_en_1699,https : //t.co/ZrtOAP86md I 'm gon na go their own route and say all homophobic religious nuts should drink poisoned Kool-Aid . 🏳️‍🌈 # LGBTEquality # LGBTQ # FuckTrump,HOF,HATE,TIN,0
1699,1699,hasoc_en_1700,@ PressSec @ realDonaldTrump Good riddance and # FUCKTRUMP,NOT,NONE,NONE,2
1700,1700,hasoc_en_1701,"Dear @ narendramodi sir , Please look into the current medical situation in West Bengal.Many of the innocent patients are losing their lives due to some adverse decisions by CM ... it is all her ego.. ... . # SaveBengal # Savethedoctors # DoctorsFightBack # MamataLosingControl",NOT,NONE,NONE,2
1701,1701,hasoc_en_1702,@ GOP @ realDonaldTrump is a # traitor to # America ! # FuckTrump # TrumpMustResign # TrumpMustBeLockedUp # AmericansForImpeachment # TrumpIsATraitor # Treason https : //t.co/kbaW8VjwKN,HOF,OFFN,TIN,1
1702,1702,hasoc_en_1703,". @ FOXFOOTY “ just let people sit there and watch the footy ” ? ? ? Yeah , <SWEAR-2> we ’ ll ignore the behaviour the drove Goodesy out of the game just to make you feel more comfortable ? # douchebag",NOT,NONE,NONE,2
1703,1703,hasoc_en_1704,"Dear ICC , this is also a political symbol of your country , than what is it doing on England 's jersey.. Why such hipocrisy ? ? # ShameonICC # NationWithDhoni https : //t.co/5JQ3MKlX3R",NOT,NONE,NONE,2
1704,1704,hasoc_en_1705,"Hey @ BJP4India Voted to use your power , not sit quite . # Article356 No one is tweeting about # DoctorsFightBack # DoctorsStrike Ca n't tolerate this <SWEAR-2> govt for next 5 years .",NOT,NONE,NONE,2
1705,1705,hasoc_en_1706,# GOPCorruption # GOPTraitors # GOPTreason # FuckTrump # FuckGOP # GOPSaleOut & amp ; GOPSaleOut,NOT,NONE,NONE,2
1706,1706,hasoc_en_1707,Here is Yoga for Women ... Read more ... <SWEAR-2> Young and Fit with Yoga and know more benefits . # WorldBloodDonorDay # ShameOnICC # SaveBengal # FridayFeeling # SCOSummit2019 # MenInBlackReview # TheUnmissableMeeting # doctorsstrike # ENGvWI https : //t.co/xdvyFE5fYj,NOT,NONE,NONE,2
1707,1707,hasoc_en_1708,@ WIONews @ KP24 Will Rain win the World Cup # ShameOnICC,NOT,NONE,NONE,2
1708,1708,hasoc_en_1709,4 matches were ca n't play due to rain and many more will be not played fir the same reason . Conclusion this world cup is no more world cup . # ShameOnICC # RainCup,NOT,NONE,NONE,2
1709,1709,hasoc_en_1710,Actual match scheduled of ICC worldcup 2019 and also ICC increased prize money because of rain playing extraordinary game # ShameOnICC https : //t.co/Gpv5Zp4Pek,NOT,NONE,NONE,2
1710,1710,hasoc_en_1711,# huckabeesdaughterlies # huckabeesdaughterlies ... . your daughter <SWEAR-2> <SWEAR-2> much you cant tell the difference betwern her and # trumpisatraitor https : //t.co/oUUHNifisx,NOT,NONE,NONE,2
1711,1711,hasoc_en_1712,@ DAZN_USA @ EddieHearn @ stephenasmith @ Andy_destroyer1 Stephen is nothing but a complete clueless # douchebag,NOT,NONE,NONE,2
1712,1712,hasoc_en_1713,"@ nielslesniewski If you were his children , would you want to spend the day with him ? NOT . # TrumpIsADisgrace # TrumpIsAFraud # TrumpIsAMoron # TrumpIsATraitor # TrumpIsCrazy",HOF,OFFN,TIN,1
1713,1713,hasoc_en_1714,@ cher We love you Cher . # FuckTrump,NOT,NONE,NONE,2
1714,1714,hasoc_en_1715,"# LoserTrump is <SWEAR-2> his own pollsters , which show him running behind across the board . That , while he invites foreign powers to interfere with the # 2020Election . # TrumpIsATraitor # TrumpIsTheEnemyOfThePeople # TrumpIsANationalSecurityThreat https : //t.co/V6yvi9quHt",HOF,OFFN,TIN,1
1715,1715,hasoc_en_1716,Virat asked Indians fans to applaud Steve |MS dhoni sixes |gestures https : //t.co/XgvTJTEoVb via @ YouTube # ICCWC2019 # DhoniKeepsTheGlove,NOT,NONE,NONE,2
1716,1716,hasoc_en_1717,ICC turns down # BCCI 's request to allow @ msdhoni to continue wearing the army insignia on his wicket-keeping gloves ; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment . # DhoniKeepsTheGlove https : //t.co/pm1WrtGKB2,NOT,NONE,NONE,2
1717,1717,hasoc_en_1718,"Ok <SWEAR-2> the conclusion is : rules should be the same for all teams , we have seen Pakistani players do namaz on the field and English players having some nationalistic logo on their jersey . # DhoniKeepTheGlove # DhoniKeepsTheGlove # DhoniKeSaathDesh",NOT,NONE,NONE,2
1718,1718,hasoc_en_1719,@ RudyGiuliani @ realDonaldTrump Many people are saying that # DonTheCon # TrumpIsATraitor https : //t.co/NcVbEApwlO https : //t.co/SpxdqUYNO5,NOT,NONE,NONE,2
1719,1719,hasoc_en_1720,"@ ACTBrigitte well clutch my pearls ... OMG you have feelings and support Trump ? Sorry , I dont believe you ! # TrumpIsATraitor",NOT,NONE,NONE,2
1720,1720,hasoc_en_1721,@ DebRule65 <SWEAR-2> Nelson ’ s life . He made the decision to <SWEAR-2> Mylan . He needs to face his consequences for his actions . If Nelson wants sympathy he can find it in the dictionary between the words <SWEAR-2> and YOU ! ! ! # RotInACell # <SWEAR-2>,HOF,PRFN,TIN,1
1721,1721,hasoc_en_1722,@ cricketworldcup @ ICC can see @ msdhoni badge but does n't see the ground was not covered . Most developed Country in 🌏 and call 🏏 as the national sports Yet ca n't do anything for the biggest tournament . Learn something from # EdenGarden # ShameOnICC # WorldCup2019 # iccraincup2019 # CricketKaCrown https : //t.co/EifEy0e2NU,NOT,NONE,NONE,2
1722,1722,hasoc_en_1723,@ DrShyamKK It is huge mistake of @ narendramodi it is primary responsibility to save the truth not supporting <SWEAR-2> it must be legally to take action for the doctor who resigned # DoctorsFightBack # doctors # standwithNRS,NOT,NONE,NONE,2
1723,1723,hasoc_en_1724,When keeping symbol on the glove shows the respect to them then why dont you Put a tatoo on your hand instead.This is a publicity stunt by @ msdhoni # dhonikeepstheglove,NOT,NONE,NONE,2
1724,1724,hasoc_en_1725,@ BillCosby They let you tweet from prison ? ! ? ! ? # <SWEAR-0>,NOT,NONE,NONE,2
1725,1725,hasoc_en_1726,Who 's # RetirementPlanning will hurt you most ! If any other players na please leave in comments . . . - Tags to avoid - # YuvrajSingh # India # ICCCricketWorldCup2019 # DhoniKeepsTheGlove # DhoniKeepTheGlove # Dhoni # kohli # SachinTendulkar # SachinOpensAgain,NOT,NONE,NONE,2
1726,1726,hasoc_en_1727,@ realDonaldTrump What rhymes with witch ? If the broom fits ... # FUCKTRUMP https : //t.co/JNx97D7KTc,NOT,NONE,NONE,2
1727,1727,hasoc_en_1728,@ CNN Love this and # FuckTrump,NOT,NONE,NONE,2
1728,1728,hasoc_en_1729,@ ICC while all cricket board finalising the # CWC2019 venues in @ ECB_cricket # ShameOnICC # WrostWorldcupEver @ StarSportsIndia @ BCCI https : //t.co/hTVpb3Ra7U,NOT,NONE,NONE,2
1729,1729,hasoc_en_1730,Fixed it for you 😏 # Boris # BorisJohnsonShouldNotBePM https : //t.co/fALyOK9HDq,NOT,NONE,NONE,2
1730,1730,hasoc_en_1731,The junior doctors ' strike called in West Bengal has not just affected services in the state-government run hospitals there but also in other parts of India . @ aiims_newdelhi # doctorstrike # doctorsfightback # savedoctors # standwithNRS https : //t.co/dBeL7paS2X,NOT,NONE,NONE,2
1731,1731,hasoc_en_1732,@ ICC Why did n't it rain here ? Are you indirectly supporting # England ? # ShameOnICC,NOT,NONE,NONE,2
1732,1732,hasoc_en_1733,@ TIME Oh yeah because he ’ s an honest guy ... # <SWEAR-2> # <SWEAR-1> # evil # despicable,NOT,NONE,NONE,2
1733,1733,hasoc_en_1734,Dear army man @ msdhoni please do n't remove the pride and glory from your keeping gloves . No body got any right to raise any question on our army . 💪👍🇮🇳❤️ the whole country Is with you ❤️ Wear your pride with full confidence # JaiHind 🇮🇳 # DhoniKeepsTheGlove,NOT,NONE,NONE,2
1734,1734,hasoc_en_1735,# DoctorsUnderOppression # DoctorsFightBack # DoctorsStrike The minister : tries to oppress us Me and the boyz : https : //t.co/NJqoN3jdEX,NOT,NONE,NONE,2
1735,1735,hasoc_en_1736,Ex- # Student # <SWEAR-2> # College Over Fate of # Alleged # <SWEAR-0> https : //t.co/imF97KRUDD https : //t.co/Zbd7RHUnJB,NOT,NONE,NONE,2
1736,1736,hasoc_en_1737,# DoctorsFightBack demand the cctv footage of that day things will be clear .Make public the name of accuse who have been arrested . Enquiry should be set up into reluctance of police .How two trucks of goon were allowed inside the hospital campus,NOT,NONE,NONE,2
1737,1737,hasoc_en_1738,@ adam_ni This is what your country will soon look like if you EVER let # China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it ’ s 99 year lease-this is no longer the # HongKong we knew ! 💔💔💔 # BoycottChina🇨🇳,NOT,NONE,NONE,2
1738,1738,hasoc_en_1739,"@ SethAbramson “ In real life , every congressman colludes with foreign powers all the time . <SWEAR-2> whatever I did is ok. Coz real life. ” # FUCKTRUMP",NOT,NONE,NONE,2
1739,1739,hasoc_en_1740,"# DhoniKeepsTheGlove I do n't understand , how armed forces insignia is said to be connected to religion /cause as per ICC🤔",NOT,NONE,NONE,2
1740,1740,hasoc_en_1741,# IdiotTrump # NoRespectForALoser @ realDonaldTrump # ResignOrBeImpeached Watch 'Trump Demands That Other Countries Treat Him With Respect During Twitter Tantrum ' on YouTube https : //t.co/48qbseyRCi,NOT,NONE,NONE,2
1741,1741,hasoc_en_1742,@ realDonaldTrump does n't give a <SWEAR-2> if your poor and ca n't buy food for your family ! He 's got tons of money he can buy ALL the food he wants ! Trump is saying <SWEAR-2> THE POOR ! # FUCKTRUMP # TrumpResign # ResignTrump @ realDonaldTrump # BlueWave2020 # IMPEACHBARR # ImpeachTrump https : //t.co/Uf3la319C5,HOF,PRFN,TIN,1
1742,1742,hasoc_en_1743,@ juhi2606 Give good treatment # DoctorsFightBack # doctors # DoctorsProtest,NOT,NONE,NONE,2
1743,1743,hasoc_en_1744,"@ bbc5live @ JohnnyMercerUK @ Emmabarnett Imagine if this was Corbyn ! ! All the Johnson fans would be exploding with rage , then add the <SWEAR-2> , cheating etc they would be asking for his arrest . The tories have utterly lost any moral high ground by going for a completely immoral man # BorisJohnsonShouldNotBePM",NOT,NONE,NONE,2
1744,1744,hasoc_en_1745,It is reported that Your Government wanted to provide Guarantee to those who had invested in # IMAFraud . Is protecting those who cheat <SWEAR-2> Your way of <SWEAR-2> <SWEAR-1> ? Why are You putting the lives of thousands of Innocents to save few Fraudsters ? Is this 'Raja Dharma ' ?,NOT,NONE,NONE,2
1745,1745,hasoc_en_1746,Thousands of doctors across India have shown solidarity and joined the ongoing # DoctorsProtest . # DoctorsFightBack https : //t.co/dX1H1ZnE0M,NOT,NONE,NONE,2
1746,1746,hasoc_en_1747,"@ WhiteHouse What , Hump a Flag Day ? # FuckTrump",NOT,NONE,NONE,2
1747,1747,hasoc_en_1748,"Hatredness ca n't be stopped it is like Virus , only Antidote is Time . # Bengal # DoctorsFightBack # SaturdayThoughts",NOT,NONE,NONE,2
1748,1748,hasoc_en_1749,# TrumpisaTraitor is more disrespectful of the <SWEAR-1> flag than the man who set it on <SWEAR-2> and was awarded $ 225K by the Supreme Court ! ! https : //t.co/A4ueTMzaXh,NOT,NONE,NONE,2
1749,1749,hasoc_en_1750,@ RepMarkMeadows @ realDonaldTrump The left has always cared which is why the Mueller report began . # ImpeachmentInquiryNow # TrumpNatSecRisk # TrumpIsATraitor # TrumpColluded # TrumpObstructed # IndictTrump @ WhiteHouse https : //t.co/7aC1k4iM6Y,NOT,NONE,NONE,2
1750,1750,hasoc_en_1751,@ Millie__Weaver # TrumpIsATraitor fixed it for ya MillieVanillie ... you 're very welcome,NOT,NONE,NONE,2
1751,1751,hasoc_en_1752,Maybe even check the school report # BorisJohnsonShouldNotBePM https : //t.co/g4Uwu5hgXs,NOT,NONE,NONE,2
1752,1752,hasoc_en_1753,# DoctorsFightBack # DoctorsProtest govt . should think about security to doctors . @ narendramodi @ MamataOfficial @ drharshvardhan @ AmitShah @ PMOIndia,NOT,NONE,NONE,2
1753,1753,hasoc_en_1754,"Cleverly by name ... no , sorry , it does n't work # BorisJohnsonShouldNotBePM # brexitchaos https : //t.co/Q0cyWAhqnr",NOT,NONE,NONE,2
1754,1754,hasoc_en_1755,@ kylegriffin1 @ senatemajldr @ SenateGOP all about party over country # GOPTraitors # GOPTaxScam # PutinsGOP # TrumpIsATraitor,NOT,NONE,NONE,2
1755,1755,hasoc_en_1756,@ pythoroshan @ adite Its a sad day for society at large when Doctors have to <SWEAR-2> to https : //t.co/p4Gs5Bwgxs justice seems to be a myth # SaveTheDoctors # SaveBengal # DoctorsFightBack,NOT,NONE,NONE,2
1756,1756,hasoc_en_1757,@ nytimes Too late . The first answer is always the real answer . # TrumpIsATraitor # ImpeachDonaldTrumpNOW,NOT,NONE,NONE,2
1757,1757,hasoc_en_1758,Twitter : ‘ We Didn ’ t Invest Enough ’ To <SWEAR-2> <SWEAR-2> Nationalism Problem # Resist # ResistTrump # FuckTrump https : //t.co/Vxl4Z5T46a,NOT,NONE,NONE,2
1758,1758,hasoc_en_1759,Another snappy hashtag from @ NSoames . # SomebodyexplaintohimhowtheyworkforChristssake # BorisJohnsonShouldNotBePM # C4debate # Channel4Debate https : //t.co/RVSnEmwDTX,NOT,NONE,NONE,2
1759,1759,hasoc_en_1760,"The only positive I am taking from this article is when @ ImRo45 said , let 's see what happens on Sunday . I am hopeful that # DhoniKeepsTheGlove and then let 's see how gutsy @ icc is . @ KirenRijiju # DhoniKeepTheGlove # IndiaWithDhoni @ BCCI https : //t.co/hj3xbZdDOL",NOT,NONE,NONE,2
1760,1760,hasoc_en_1761,Very sickening to see that the wicket keeping gloves is hampering the spirt and moral of the game 🙄 # IndiaWithDhoni # BalidaanBadge # DhoniKeepsTheGlove https : //t.co/ap3vQX0tZG,NOT,NONE,NONE,2
1761,1761,hasoc_en_1762,# ShameOnICC @ BCCI @ cricketaakash @ cricketworldcup @ ICC 🇮🇳 # INDvPAK🇵🇰 # 16June # Manchester Is that Possible for Biggest Battel On English Ground ... .. # icc😴😴😟😒 https : //t.co/hW7GrxlpfC,NOT,NONE,NONE,2
1762,1762,hasoc_en_1763,INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE - Martin Luther King Jr. Each and every part of the community must stand with each other at times of crisis . # DoctorsFightBack # doctors_against_assualt https : //t.co/XeqfFC6fl4,NOT,NONE,NONE,2
1763,1763,hasoc_en_1764,KillingEve <SWEAR-0> . love & amp ; respect for animals runs in my blood . ask & amp ; see what happens . 🏳️‍🌈 # resist # FuckTrump,NOT,NONE,NONE,2
1764,1764,hasoc_en_1765,# IdiotTrump trolled for praising # Melania as the new ‘ Jackie O ’ — and then calling her ‘ it ’ – 😂😂😂 https : //t.co/jqJhNL0Oii,NOT,NONE,NONE,2
1765,1765,hasoc_en_1766,Sarah Huckabee Sanders Leaving <SWEAR-2> House at the End of the Month # Resist # ResistTrump # FuckTrump https : //t.co/ayiDbKgHAL,NOT,NONE,NONE,2
1766,1766,hasoc_en_1767,"@ MamataOfficial See , who is giving lecture on <SWEAR-0> . 😁🤣😜👊🏻 # jokeoftheday # DoctorsFightBack # TMCabuseBJP # WorldElderAbuseAwarenessDay # DoctorsAbused # mamtalosingcontrol # MamataBanerjee # MamataFrustrated # GodBlessBengal",NOT,NONE,NONE,2
1767,1767,hasoc_en_1768,@ realDonaldTrump Happy # JohnMcCainDay # TrumpIsATraitor # TrumpDoesCoverUps # TrumpDoesTreason # KimsLapDog,NOT,NONE,NONE,2
1768,1768,hasoc_en_1769,Doctors and Students from Thanjavur Medical College joins Nationwide <SWEAR-2> . # doctors_against_assualt # DoctorsFightBack # DoctorsStrike https : //t.co/XvXN6LAJKJ,NOT,NONE,NONE,2
1769,1769,hasoc_en_1770,@ blondegoldbuyer @ rissalipstick @ MoishesMom It hasn ’ t ended💔💔💔‼️‼️‼️ Support @ rissalipstick to finally put an end to the <SWEAR-1> & amp ; <SWEAR-2> of # YulinFestival # EndDCMT # BoycottChina🇨🇳 & amp ; do it NOW‼️ https : //t.co/obMx8ZafRm,NOT,NONE,NONE,2
1770,1770,hasoc_en_1771,"He 'll also continue to make sure <SWEAR-2> outside of the womb lose healthcare , food & amp ; housing while keeping an eye on those caged <SWEAR-2> . # douchebag https : //t.co/41EwDN5RVW",NOT,NONE,NONE,2
1771,1771,hasoc_en_1772,Barack Obama freestyle ! Trump diss . Mixtape out in 2020 ! # mmmfreestyle # obamafreestyle # trumpdiss # barz # FreeTayK # thuglife # BarackObama # DonaldTrump # fuckdonaldtrump # fucktrump https : //t.co/ZjLCiUhyMR,NOT,NONE,NONE,2
1772,1772,hasoc_en_1773,# IdiotTrump thinks he can create his own # healthcare law that will take the issue off the table for Democrats ... HE CANT READ LET ALONE THIS https : //t.co/OaBpT8PZeS,NOT,NONE,NONE,2
1773,1773,hasoc_en_1774,@ politico Yeah right Rudy . The GOP was brighter then . Communism was the threat and Russia was was the <SWEAR-1> not a friend like today . # <SWEAR-0>,NOT,NONE,NONE,2
1774,1774,hasoc_en_1775,@ PFantta Doctors should be back each time they r beaten up for doing the duty ? ? No matter even if they r <SWEAR-2> but they should do their duty.. # DoctorsFightBack,NOT,NONE,NONE,2
1775,1775,hasoc_en_1776,NASA head responds to Trump moon tweet : 'Nothing has changed ' - CNET # Resist # ResistTrump # FuckTrump https : //t.co/Ox0o5ipaap,NOT,NONE,NONE,2
1776,1776,hasoc_en_1777,"When I was in school , students were not allowed to tie religious threads around their wrists . Did it mean the schools were anti-religion ? # DhoniKeepsTheGlove There are rules , why merge everything . <SWEAR-2> tha janta needs to understand .",NOT,NONE,NONE,2
1777,1777,hasoc_en_1778,# fucktrump @ Beverly Hills 90210 https : //t.co/6rBaOhUeQs,NOT,NONE,NONE,2
1778,1778,hasoc_en_1779,Hi Dear @ ICC Mumbai too is ready for your kind of # WorldCup2019 Just FYI # CWC19 # CricketKaCrown # WashoutWorldCup # ShameOnICC https : //t.co/vRSWvj1ENL,NOT,NONE,NONE,2
1779,1779,hasoc_en_1780,"OnePlus 6T ( Midnight <SWEAR-2> , 8GB RAM , 128GB Storage ) @ Rs.27999 ( mrp-41999 ) https : //t.co/c2aE3WZBaC # DoctorsFightBack # SaveBengal # amazon # flipkart # deals # dealoftheday # amazingdeals # offers # discount # JaiShreeRam # ModiForAll",NOT,NONE,NONE,2
1780,1780,hasoc_en_1781,"@ realDonaldTrump London : 1 <SWEAR-2> by <SWEAR-2> in one day , 26 per year and YOU find that a disgrace ? Seventeen students were <SWEAR-2> in the massacre in Parkland Florida on a single day in 2018 . 11,000 a year in the US . On YOUR watch . # BloodOnYourHands # GunControl # <SWEAR-2>",NOT,NONE,NONE,2
1781,1781,hasoc_en_1782,Literally their personal <SWEAR-1> would have to come out of the sky and take them to the polls ! Lmao # JohnMcCainDay # HappyJohnMcCainDay # TrumpIsATraitor https : //t.co/KM7nku8bpc,NOT,NONE,NONE,2
1782,1782,hasoc_en_1783,@ McConnellPress . # TrumpIsATraitor # TrumpIsAMoron # YouAreATraitor # ResignTrump . # ResignMcconnell # ElaineChao . Is as crooked as # DitchMitch2020 https : //t.co/FRq0SR8dz8,NOT,NONE,NONE,2
1783,1783,hasoc_en_1784,The only way “ Melania T ” is like Jackie O is that their husbands both cheated on them . # FuckTrump # LiarInChief # TraitorInChief # ImpeachTrump # JohnMcCainDay # Resist,NOT,NONE,NONE,2
1784,1784,hasoc_en_1785,@ 88elephants @ Brimshack @ GOPChairwoman @ PressSec @ realDonaldTrump Except Ronna . She wants to give it the ole repuglican try ! # SHSLies # TrumpIsATraitor # JohnMcCainDay # HappyJohnMcCainDay,NOT,NONE,NONE,2
1785,1785,hasoc_en_1786,Thanks for following ! @ Dave14400156 @ patriciaf4444 @ MrJackPalin @ valerileist @ motiv8d2bgr8 @ modelpageant @ EdRedstateblues @ booradley1968 # ImpeachmentNOW # TrumpIsATraitor,NOT,NONE,NONE,2
1786,1786,hasoc_en_1787,The Youngest Known Child Separated From His Family by the Trump Administration # Resist # ResistTrump # FuckTrump https : //t.co/UeLNCxxRoD,NOT,NONE,NONE,2
1787,1787,hasoc_en_1788,@ realDonaldTrump I did n't know Christopher Steele hacked the RNC and then coordinated the release of stolen emails with the Hillary campaign ? # TrumpIsATraitor # ImpeachTrump,NOT,NONE,NONE,2
1788,1788,hasoc_en_1789,"<SWEAR-2> does Trump try a power play to distract from his crazy talk ? Pompeo has it set up now for an <SWEAR-2> on Iran . Will he stoop that low ? Using emergency powers as POTUS simply to distract , and no regard for our soldiers ? # TrumpIsATraitor # TrumpCult # TrumpDerangementSyndrome",NOT,NONE,NONE,2
1789,1789,hasoc_en_1790,Happy # JohnMCainDay # JohnMcCainDayJune14th # JohnMcCainAmericanHero 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Also # FuckTrump,NOT,NONE,NONE,2
1790,1790,hasoc_en_1791,I must ask # Dhoni to withdraw from @ ICC world cup . Why @ adgpi allowed # dhoni to wear insignia during a cricket match . Do Indian Army need such a cheap trick ? # DhoniKeepTheGlove # DhoniKeepsTheGlove,NOT,NONE,NONE,2
1791,1791,hasoc_en_1792,Pretty sure this crowd of attendees eclipses those at the “ inauguration ” in 2017 @ realDonaldTrump 😂😂😂😂😂 # TrumpsWorseThanNixon # ImpeachTrumpNow # trumpsucks # TrumpIsATraitor https : //t.co/p48iQqc3ys,NOT,NONE,NONE,2
1792,1792,hasoc_en_1793,"Indian democracy needs a constructive opposition not an elitist , dynastic , entitled and a pampered son . # CongressMuktBharat https : //t.co/iohwzxKiZJ",NOT,NONE,NONE,2
1793,1793,hasoc_en_1794,Name the <SWEAR-2> ? # <SWEAR-2> https : //t.co/jeUKXvPgBs,NOT,NONE,NONE,2
