,Unnamed: 0,text_id,text,task_1,task_2,label
1528,1528,hasoc_de_1529,"Das mögen wir Ossis nach 43 Jahren SED, dass uns irgendwelche Z-Promis wie im Betreuten Denken der DDR sagen, wen oder was wir zu wählen haben.  Ich weiß im Moment echt nicht, was ich widerlicher finde, euren Bericht oder eure Systemhuren? https://t.co/IqDz8nDx7L",HOF,OFFN,1
3180,3180,hasoc_de_3181,"Wenn die #KlimaReligion die #Aufklärung auslacht:    #Ehrendoktor für ein Kind mit Hauptschulabschluss, welches regelmäßig die Schule geschwänzt hat ... lustiger wird es heute wohl nicht mehr?    #DummMenschen https://t.co/AeCeXftfFl",HOF,OFFN,1
810,810,hasoc_de_811,#Zeugenaufruf nach Raub in #Horn (Washingtonallee) am 31.05.2019 um 14:00 Uhr.    Nach bisherigem Stand der Ermittlungen wurde ein 61-Jähriger in den Rücken getreten und anschließend seiner Geldbörse beraubt.    Hinweise bitte an  ☎ 040 4286 56789    https://t.co/D29c9T45WB https://t.co/3F5zH71n6j,NOT,NONE,2
2961,2961,hasoc_de_2962,"@Hartes_Geld ABSCHIEBEN DIESES GESINDEL!!.. UND DANM SAGEN WIR,, GUT GENACHT,,!!!",HOF,OFFN,1
1230,1230,hasoc_de_1231,"Hoch verdient: ' Großer Verlierer des ersten Quartals: die Welt mit einem wahnsinnigen Minus von 17,0% bei Abos und Einzelverkauf.'   Poschardt hat aus der ehemals seriösen WELT ein Sammelbecken für Relotius-Journalisten und schreibende Links-Aktivsten gemacht. https://t.co/eSicflDzeY",NOT,NONE,2
132,132,hasoc_de_133,@baerbeli04 @AndreaG799 Ein Hoch auf die Bürger von Roßlau ♥️,NOT,NONE,2
745,745,hasoc_de_746,"#Rheinzeitung (RZ) in Rheinland-Pfalz hat es abgelehnt, diese Anzeige für mehr als 2700 € zu drucken! Begründung: Keine!  Muss man sich bei sinkenden Auflagen und dem Anspruch auf Unabhängigkeit, leisten können! Der Innenminister (SPD) ist mit dem Verleger verwandt! #RoterFilz https://t.co/RwRrGNHOUh",HOF,OFFN,1
3634,3634,hasoc_de_3635,@realJohr Ekelhaftes Nazipack!,HOF,HATE,0
1718,1718,hasoc_de_1719,"Ist in Eberswalde noch die Nervenheilanstalt in Betrieb, oder sind die Insassen alle in der Stadtverwaltung angestellt? 😡😡😎😎 https://t.co/K5xn9Relr0",NOT,NONE,2
1053,1053,hasoc_de_1054,"Lamya Kaddor hat nicht nur einen an der Klatsche, sie brüstet sich auch mit einem Ehrendoktortitel einer Briefkastenfirma. Das sich so jemand ungern vor Gericht rechtfertigen möchte, ist klar. Dumm nur, wenn man gegen Broder antreten muss.  https://t.co/wt91c0sGhF",HOF,OFFN,1
905,905,hasoc_de_906,"#Lünen: Zwei Straßenräuber überfallen spätabends einen Passanten, bedrohen ihn mit #Messern, während einer von ihnen mit südländischem Akzent Geld fordert  https://t.co/D1Wh8LuIUi",NOT,NONE,2
3176,3176,hasoc_de_3177,@Hartes_Geld @hamaro777 Ferkeldiskriminierung!!      So eine Schweinerei!!    Wo ist der Ferkelbeauftragte????    #Regierung ?  #Merkel ?    Sauereien sind in Merkelstan verboten!,HOF,OFFN,1
1002,1002,hasoc_de_1003,D.M.: Warum die Farbe schwarz… https://t.co/UF6fPynaEb,NOT,NONE,2
140,140,hasoc_de_141,'Doppel-Vergewaltigung' in #Düsseldorf: 51-Jährige wird im Hofgarten von zwei Nordafrikanern vergewaltigt!  https://t.co/a28EXGHcXv,NOT,NONE,2
3115,3115,hasoc_de_3116,"@DPolGBund @OLDMAN7715 Erschreckend zu sehen, dass der Rückhalt aus der Politik bei euch Polizisten genauso schwach ist wie bei uns Lehrern.",NOT,NONE,2
1662,1662,hasoc_de_1663,da würden noch soviele Fressen mehr rein passen!👍👍😡😡😡  aber leider platz mangel🤪🤪 https://t.co/v2xH09Z84E,HOF,PRFN,1
3315,3315,hasoc_de_3316,"Das kommt davon, wenn die Grünen-Wähler*innen immer mehr werden: Vegetarier, Veganer, Essgestörte, denen aufgrund mangelhafter Ernährung die Haare ausfallen, dadurch noch unattraktiver werden, die Brüste nicht weiter wachsen. Die Kehrseite der Medaille. Keine schönen Aussichten. https://t.co/0Zt5dvHAQj",HOF,OFFN,1
2402,2402,hasoc_de_2403,"Weil #Habeck  zu minderbemittelt für Twitter ist, ist es für ihn ein 'Instrument der Spaltung'.   Btw: Am meisten spalten übrigens die Deutschland-Vernichtungstweets der irren Grünen Jugend.",HOF,OFFN,1
1894,1894,hasoc_de_1895,"Gute Beobachtungsgabe: In ganz #Deutschland wimmelt es vor uniformierten Neonazis.  Seit 2015 sieht man auch kaum mehr Ausländer, die bis dahin fröhlich in Parks und Innenstädten herumlungerten. https://t.co/Oz7eFifRXo",HOF,OFFN,1
1669,1669,hasoc_de_1670,dann Fresse ich lieber garnix👍👍👍  Diät auch mal gut🤪 https://t.co/5cEfojxZys,HOF,PRFN,1
3068,3068,hasoc_de_3069,"@Hartes_Geld Diese Nazis, werden immer gefährlicher. Zunehmende Radikalisierung. Jetzt grillen die Nazis sogar schon Fleisch. Wo soll das noch hinführen? Geht in unserer linksgrünen Republik natürlich gar nicht.",NOT,NONE,2
3325,3325,hasoc_de_3326,Eine Zumutung! Diese Demonstration ist eine Provokation gegenüber uns 'Ungläubigen' wie sie uns nennen. https://t.co/bGv9gWzPDE,NOT,NONE,2
3327,3327,hasoc_de_3328,"Wenn Negerkinder Kobalt schürfen  Und #Grüne grinsend Grüntee schlürfen  Wenn E-Busse beim Laden stehn  Fahrgäste in die Röhre sehn  Dann wissen alle, die nicht dumm  Wir sind im #Reichhauptstadtslum.  https://t.co/FaAe5teAcE",HOF,HATE,0
573,573,hasoc_de_574,"Ja logisch, weil Kindermassenhaltung eben teurer ist, als Eltern zu unterstützen.  Ob Manu noch rechnen lernt? https://t.co/4fqAwXNJX1",NOT,NONE,2
2089,2089,hasoc_de_2090,Die Inquisition ist eingeleitet https://t.co/pKqyRgNyya https://t.co/y6sl9VPtRq,NOT,NONE,2
2861,2861,hasoc_de_2862,So sieht Italienisch-Unterricht für Migranten in Italien aus. Die werden niemals unsere Rente bezahlen. Niemand braucht das in Europa! https://t.co/Yoa3fypHh6,HOF,OFFN,1
963,963,hasoc_de_964,@AntifaLuebeck Politische Gegner töten? So wie es die linksfaschistische Antifa tut?,HOF,OFFN,1
2865,2865,hasoc_de_2866,"Ein friedliches Miteinander wird nur solange praktiziert, wie #Muslime in der Minderheit sind! Die Mehrheitsverhältnisse ändern sich aber täglich! #Christen werden weltweit verfolgt! Der politische #Islam widerspricht allen christlichen Werten und gehört nicht zu #Deutschland! https://t.co/M7MKwJOW6D",HOF,HATE,0
2956,2956,hasoc_de_2957,"@Hartes_Geld I like in allen Videos das Treten, wenn das fckg Opfer sich hinlegt. Not bad ist auch, all vs one, max. Gewinnchancen.  Clevere Boyz, Musterbeispiele für pos. Gruppendynamik!  (Nicht ernst gemeint)  Wir sind Schuld. Klarer Mangel an....(bitte ergänzen).  Und wer hilft den Opfern?",HOF,PRFN,1
1931,1931,hasoc_de_1932,Spahn und Günther wollen europäischen Islam  'Das muss man sich genau anhören'...Die tollen👹Ideen werden immer mehr....den Anfängen....!    https://t.co/zxwiPCE5XB    Über @updayDE gesendet,HOF,PRFN,1
643,643,hasoc_de_644,"'#Kurz bangt ums Kanzleramt.' Hoffentlich bekommt er die Quittung. Er hat, nachdem #Strache sofort die maximalen Konsequenzen gezogen hat, ohne Grund die Arbeit der sehr erfolgreichen Regierung beendet. https://t.co/d41LEar5CQ",NOT,NONE,2
1199,1199,hasoc_de_1200,"Linke rufen zu Gewalt in #Berlin auf: 'Werden alles anzünden, was nicht niet- und nagelfest ist!'  #1Mai   https://t.co/GBZw4O8nXu #b0105",NOT,NONE,2
2272,2272,hasoc_de_2273,"#Stegner - ein Name, ein Geständnis. Der Mann ist so dumm, die Instrumentalisierung des #BfV durch die Feinde der Demokratie auch noch einzugestehen. #SPD #AfD https://t.co/xLpvxexXX7",HOF,OFFN,1
1923,1923,hasoc_de_1924,Muslimische Brüllaffen marschieren durch Dublin und schreien “ALLAH AKBAR” https://t.co/AFvhe7vZbY,HOF,OFFN,1
2747,2747,hasoc_de_2748,Das ist Achmed. Achmed ist #Istanbul-Terrorist und Mehrfachmörder. Früher war Ahmed Flüchtling in Österreich.  #NurSo https://t.co/Mb2vs4Yjsj,HOF,HATE,0
702,702,hasoc_de_703,"Landesregierung @rlpNews und @MdI_RLP versprechen ständig, dass es mehr Polizeibeamte geben soll. Es werden aber immer weniger. Auch um den Kommunalen Ordnungsdienst ist es schlecht bestellt. Keine Einheitlichkeit! Das muss sich ändern! @Uwe_Junge_MdL    🎬 https://t.co/ClA9SMwBPe https://t.co/5YCA93vJi6",NOT,NONE,2
3703,3703,hasoc_de_3704,"@Ungebeten1 @Invictu53409591 Ich finde es widerlich . Sitze beim Arzt im Wartezimmer, und Schwule  stecken  sich die  Zunge in den Hals, und fummeln  sich gegenseitig an den Klöten .  ...mir kommt in der Merkel Diktatur  nur noch das  kotzen ...!!",HOF,HATE,0
1732,1732,hasoc_de_1733,"Ihr geht für Politiker in den Tod, denen euer Volk, eure Familien und euer Land scheiß egal sind.  Für Deutschland gerne👌👌  für den Scheisshaufen aus Berlin--niemalsssssssssssssssss👍👍 https://t.co/qtf7qNaNNA",HOF,OFFN,1
1685,1685,hasoc_de_1686,"Wenn Hohlnuss Merkel das bekommt dann hat die Thunfisch das aber 100mal mehr verdient👌👌  😂Geil! Weiter so...    ... jetzt merkt langsam auch der Letzte, dass es eine reine PR-Nummer ist mit KlimaKröta!    Ein schwerst geistesbehindertes und mangels Schulbesuchen wahrscheinlich  1/3 https://t.co/0kS4YCMIjC",HOF,OFFN,1
2447,2447,hasoc_de_2448,"Stell dir vor, im Parlament entstünde eine Rot-Blau-Grüne Koalition, und die täte auch noch das Richtige. https://t.co/5pQ4h17jgU",NOT,NONE,2
3025,3025,hasoc_de_3026,"@Hartes_Geld Krass, die dümmste Generation ever. Für mehr (sinnlose) Steuern! #krankehirne",HOF,OFFN,1
2932,2932,hasoc_de_2933,@Hartes_Geld Drecks Pack 🤮,HOF,PRFN,1
930,930,hasoc_de_931,"Ich bin der Röhrich,darf ich reinkomm' oder stör ich 😜 So langsam dreht Ihr alle komplett frei,kann das sein? Gas -Wasser -Scheiße wurde umfunktioniert. Und? Grundgütiger 🙄 https://t.co/k2qEHY81Vt",HOF,PRFN,1
717,717,hasoc_de_718,"Ekelhaft, dieser erbärmliche #Opportunist - und vom #Fussball hat er auch keine Ahnung! Soll Nachfolger von #Nahles werden! Geht's noch schlimmer? https://t.co/FQWnsXVBo7",HOF,OFFN,1
480,480,hasoc_de_481,Zwei Monate vor Landtagswahl: AfD in Mecklenburg-Vorpommern bei 19 Prozent - SPD schmiert ab... https://t.co/jutdj9OXJY,NOT,NONE,2
2750,2750,hasoc_de_2751,"'Flüchtling' fällt in Parkhaus über Frau her,beißt und verletzt sie u Polizist. Bewährung.Pervertiertes Justizsystem https://t.co/TyCwdmfnSP",HOF,HATE,0
2239,2239,hasoc_de_2240,"Was im Oberstübchen von @Karl_Lauterbach (SPD) vorgeht, lässt sich sehr schön an diesem Tweet (den er klammheimlich gelöscht hat) ablesen. Diese Entgleisung hat klinische Dimensionen. Ob er sich öffentlich dafür entschuldigt? https://t.co/cxVX48nwjR",HOF,OFFN,1
1266,1266,hasoc_de_1267,"Wir nehmen das hier mal zum Anlass, uns etwas über das „Verbieten“ zu unterhalten. Wer immer in letzter Zeit die Grünen diffamieren möchte, nennt sie „Verbotspartei“, und komischerweise finden viele Menschen das zutreffend. 1/7 https://t.co/7AyFaXnhw3",NOT,NONE,2
3250,3250,hasoc_de_3251,"#Mittenwald: Syrer schleust per Auto einen Syrer und drei minderjährige Iraker ein, von denen einer vermutlich an Windpocken erkrankt ist #Einreise  https://t.co/Um5S8YGLll",NOT,NONE,2
2324,2324,hasoc_de_2325,ef:'Ein Märchen: Der bewegte Himmel: Ein Märchen: Der bewegte Himmel https://t.co/mCmKjZJI5N ',NOT,NONE,2
1010,1010,hasoc_de_1011,Deutsche im Krieg+SS-UFO-Macht hat welche Waffen 343. Neuschwabenlandtreffen Schmidt https://t.co/19EGQAnQl4,NOT,NONE,2
1747,1747,hasoc_de_1748,ja sehe ich morgens um 6 wie sie alle zur arbeit strömen 👍👍  ach sorry da war ich um 13Uhr in der Stadt da sah ich ich den Ansturm auf dem Amt wo es kostenlos Geld abzufassen gibt  morgens sehe ich nur den doofenSchlafmichel zur arbeit rammeln😡😡 https://t.co/6U0QacXs0L,HOF,OFFN,1
3689,3689,hasoc_de_3690,"@realJohr Ich werde diesen üblen Nazi @StBrandner , also den #Reichstagsbrandner, jetzt auch blocken.    Soll sich seine bekackte Reichweite woanders suchen.",HOF,HATE,0
971,971,hasoc_de_972,#klimascheiße,HOF,PRFN,1
39,39,hasoc_de_40,"Kein Mythos, sondern Realität: In Deutschland muss ein Durchschnittsverdiener mehr als die Hälfte von jedem zusätzlich verdienten Euro an den Staat abführen https://t.co/83peE4I8P4 @welt https://t.co/whsl46ykdT",NOT,NONE,2
2548,2548,hasoc_de_2549,"Eine Partei, in der Mutti seit 2005 jedem den Kopf abgebissen hat, der mehr Charisma als ein Einbahnstraßenschild hat, verfügt naturgemäß über ein riesiges Potential talentierter Nachwuchspolitiker, die jetzt den Laden in Schwung bringen werden. Lassen Sie sich da nix einreden.",NOT,NONE,2
1348,1348,hasoc_de_1349,"...Frank-Ronald Bischoff festhalten, der jahrelang als Offizier für die DDR-Staatssicherheit (Stasi) gearbeitet hat.    Foto: Frank Drechsler https://t.co/SsSJZaQs9s",NOT,NONE,2
3724,3724,hasoc_de_3725,"@Ungebeten1 @dierrw Und jetzt? Bist trotzdem ein HS. Du bist der beste Beweis dass man keine Mutter braucht um ein Hurensohn zu sein. Frust bei dir izzda weil du unterlegen bist :). Und wir wissen alle, dass türkisch eine der schönsten Sprachen der Welt ist ❤️🙏🏼",HOF,PRFN,1
3571,3571,hasoc_de_3572,"@FinjaFinte @annevanhalen Da hilft nur , noch mehr unkultivierte Muslime ins Land zu lassen 🙈🙈🙈",HOF,HATE,0
3034,3034,hasoc_de_3035,@Hartes_Geld Bei solchen Hohlbirnen wird mir schlecht !!,NOT,NONE,2
2713,2713,hasoc_de_2714,Funktionäre des isl. Zentrums in HH organisieren bis heute Quds Tag mit-  egal Olaf Scholz chillt da mit Ayatollahs. https://t.co/KPdYbddVIB,HOF,HATE,0
1637,1637,hasoc_de_1638,"Die Tante schreibt in ihrer Vita: 'Hasspropaganda wird geblockt.'  Und dann so ein Tweet...  Und im Übrigen bin ich nicht nur für ein Verbot der Hisbollah, die gesamte Moslem-Sekte sollte als verfassungsfeindlich verboten werden. https://t.co/qnBRdo43S8",HOF,HATE,0
1647,1647,hasoc_de_1648,Auch #Kamerun darf mal verlieren. ☝🏻 https://t.co/zS5Av1brzF,NOT,NONE,2
1937,1937,hasoc_de_1938,So soll es in Zukunft aussehen...und wer bezahlt die ganzen...so friedlichen..Lieben...traumatisierten Asylis...Wer ernährt diese und Wohnungen...natürlich wir...mir graust....auf in die Sklavenhaltergesellschaft...für die Asylis...☝️👹👹    https://t.co/bpiSH0NH24,HOF,PRFN,1
2401,2401,hasoc_de_2402,#AbouChaker wurde in einem Gericht verhaftet. Vermutlich traut sich die Polizei gar nicht mehr arabische Clanmitglieder aus deren Häusern oder Autos zu verhaften.,NOT,NONE,2
3002,3002,hasoc_de_3003,@Ungebeten1 Warum nimmt das Klima die nicht einfach mit ... Bitte 🤗,NOT,NONE,2
2875,2875,hasoc_de_2876,"Rot so Rot sind alle Verlierer👍👍  Der Schulleiter Johannes Grod von der Aschaffenburger Fröbelschule, welche extra für den Ramadan das Schlufest verschiebt, ist übrigens, oh Wunder, oh Wunder, ein Mitglieder der ANTI-deutschen Scharia Partei (SPD)  👌👌    Zufälle gibt's... 🤔 https://t.co/4MYHJAApTJ",HOF,OFFN,1
60,60,hasoc_de_61,"„Ohne ausreichend Personal, den richtigen Einsatzmitteln und vor allem dem politischen Willen, gepaart mit dem nötigen Rückhalt und Vertrauen in die @polizeiberlin, wird dort nie Ruhe einkehren.“ *BN @BZ_NachtFloh @bzberlin https://t.co/OjnW5mtRqv",NOT,NONE,2
3688,3688,hasoc_de_3689,"@realJohr @LoveGuerillos @MalteKaufmann Das frag ich mich auch da stimmt doch was nicht. Aber ohne aufrechte Antifaschisten die mit Herzblut gegen den braunen Faschisten Verein AFD, Nazis kämpfen. Das unser buntes vielfältiges Deutschland nicht im braunen Faschismus versinkt hätte er seine 20.000 Follower nicht 😂😂😂",HOF,HATE,0
1530,1530,hasoc_de_1531,"@Ungebeten1 @Shiwa_Waltraud Grund genug das Gegenteil zu tun, von dem was die wahlbeeinflussenden C-Promi Hetzer fordern...",NOT,NONE,2
504,504,hasoc_de_505,Die SPD-Schlußfolgerung aus dem #Brexit: Staatsbürgerschaft verschleudern um sich ein neues willigeres Volk suchen. https://t.co/9WyLjddCtj,NOT,NONE,2
2951,2951,hasoc_de_2952,@Hartes_Geld schon traurig wenn man nicht mal mehr im eigenen land sicher ist.,NOT,NONE,2
2634,2634,hasoc_de_2635,"Rollenspielfreaks haben längst D&amp;D aufgegeben und spielen nächtelang den Wahlomat durch, mal als böswilliger Neoliberaler, mal als geifernder Stalinist, mal als panischer Ökojesus. 🧙‍♂️",HOF,HATE,0
3059,3059,hasoc_de_3060,"@Hartes_Geld Love, Peace and ... eh,warum bin ich eigentlich hier? Ach ja, Klimaschutz. ( bis 14:30)",NOT,NONE,2
774,774,hasoc_de_775,Nehme erstmals eine #Muslima als TV- Reporterin im #ÖRR bei #Frontal21 wahr! Aber eine #Islamisierung Deutschlands findet nicht statt? Es ist soweit! #AfDwählen https://t.co/TaCd0PHJ4Z,HOF,OFFN,1
1947,1947,hasoc_de_1948,Frei nach Georg Orwell     https://t.co/2DiNa1YLQs,NOT,NONE,2
291,291,hasoc_de_292,@SteinbachErika 'Herr' Stegner bezeichnet die AfD als 'Bande' und unterscheidet auch bei Attentaten im Sinne rotgrünversiftem Mainstream. https://t.co/O3ZSWEdA2t,HOF,HATE,0
3584,3584,hasoc_de_3585,@FinjaFinte @Deutschland_77 Die Schweden werden ihr Flüchtlingsbesoffenheit bitter bereuen.,HOF,HATE,0
2268,2268,hasoc_de_2269,#Zensur – Gericht verbietet weitere Auslieferung der Januar-Ausgabe von COMPACT! https://t.co/fj6gD0UKyL,NOT,NONE,2
901,901,hasoc_de_902,🤮DANIEL COHN-BENDIT - PÄDOPHÄLIE GRÜNEN POLITIKER im INTERVIEW 🤮  Mitschnitt mit Untertiteln von einem Video des heutigen Europa Abgeordneten der Grünen Daniel Cohn-Bendit. https://t.co/Ai3S54ezrw,HOF,PRFN,1
703,703,hasoc_de_704,Wollen wir wirklich das Experiment #Sozialismus noch einmal probieren? Immer mehr Leistungsträger wandern aus - aus gutem Grund! https://t.co/HsXfUjfPrK,NOT,NONE,2
3729,3729,hasoc_de_3730,@Ungebeten1 @HastaLa40450101 Ein Bastard ist ein außereheliches Kind. So wie unser Willy Brandt sich damals als Bastard bezeichnen lassen musste.    Das ist egal ob Biodeutsch oder Rassenmischling.,HOF,PRFN,1
2501,2501,hasoc_de_2502,Lesenswer! Roma in Ungarn: Die stummen Aufsteiger https://t.co/8bv9pG8j40 via @faznet,NOT,NONE,2
228,228,hasoc_de_229,"Liebe Stasi, sonst nix zu tun? https://t.co/AUq2bKEUtX",NOT,NONE,2
1959,1959,hasoc_de_1960,Trump Merkel und die Raute – Geheime Nachrichten ? https://t.co/ej2aCJgo1K https://t.co/lzKSMrm8Gl,NOT,NONE,2
2885,2885,hasoc_de_2886,@Uwe_Junge_MdL @ThomasOppermann  Der Typ ist noch schlimmer als ein erbärmlicher Pharisäer und Heuchler. Hat sich nur mit der Absteiger @spd zum Vizepräsident wählen lassen und steckt sich dort beidhändig bis oben die Taschen voll. Aber wer täglich mit Claudia reden muß bekommt Schmerzensgeld.,HOF,OFFN,1
1220,1220,hasoc_de_1221,"ARD-Clown (@StefanTroendle) erklärt @NicolaBeerfdp und die FDP zu 'Feinden des Systems'.  Die Masken fallen, die wahre Fratze wird immer sichtbarer.  https://t.co/dCs1kKXCYE",HOF,OFFN,1
400,400,hasoc_de_401,"Zuwanderer? Was für eine Wortwahl, schon darin steckt Lügendefinition. Es sind Eindringlinge mit Unkulturhintergründen; passen nicht hier hin und müssen hinausgeleitet werden.    BKA-Lagebild: Gewalt von Zuwanderern gegen Deutsche nimmt zu https://t.co/YMnWvFxQ8N via @welt",HOF,HATE,0
374,374,hasoc_de_375,Andreas Popp - Wissensforum 2018 https://t.co/MpjDA1rPa0,NOT,NONE,2
1359,1359,hasoc_de_1360,Muß man wissen. Für die #AfD als selbsterklärter Vollstrecker des 'Willen des #Volkes' ist auch #Selbstjustiz und #Gewalt gegen friedliche Protestierer ganz normal und wird bejubelt!  #FridaysForFurture #Bundestag #JugendundParlament https://t.co/yPRmBOckyN,NOT,NONE,2
1775,1775,hasoc_de_1776,aus dem Saarland kommt eben nur er letzteMüll-fehlt ja noch AKK  also sorry meine Politik mässig  sonst wunderbare Menschen da!!👌👌👍👍 https://t.co/PHJQNjxMwF,HOF,OFFN,1
3661,3661,hasoc_de_3662,"@realJohr @StBrandner In seinem Kopf da wohnt ein Geist, der ständig ihm aufs Kleinhirn scheißt!",HOF,OFFN,1
1510,1510,hasoc_de_1511,"Schwul sein ist keine Krankheit. Es ist pervers. Aber für Linke, Rote und Grüne ist Sex mit Kindern und Tiere auch nicht so abwägig. Der Vatikan hat diese Woche klargestellt, dass es nur Mann und Frau gibt. https://t.co/GD06xUJerA",HOF,HATE,0
2798,2798,hasoc_de_2799,Die meisten Berliner/Brandenburger Polizisten sind aufgewacht. Aber noch nicht alle. Zwei bis drei sind gerade wieder am Himbeeren pflücken. 😢    Sucht in der richtigen Richtung und #findbecci endlich &amp; holt #Rebecca heim. Danke.  #freeflorian #schwagerwars    https://t.co/nM7a7w9DjO,NOT,NONE,2
1506,1506,hasoc_de_1507,Warum führen unsere lieben Politiker #Geheimverhandlungen zum #Migrationspakt? Was sollte da wieder verheimlicht werden? https://t.co/uWjst17zBp,NOT,NONE,2
925,925,hasoc_de_926,"#HeinzHermannThiele: 'Dieses Land gerät in eine hochkritische Situation. Wir sind am Rande eines kulturellen Zusammenbruchs.“ Das Thema #Fluechtlinge sei nicht nur ökonomisch unbeherrschbar, es stelle sich auch die Frage nach unserer #Identität. https://t.co/JoD1xec463",HOF,OFFN,1
1440,1440,hasoc_de_1441,Bitte unterstützen Sie die #Petition des Luftsportvereins zum Erhalt des Lüneburger Flugplatzes. Zeichnen Sie bitte hier: #AfD https://t.co/0ifwoE5j2v,NOT,NONE,2
690,690,hasoc_de_691,"Die Katze ist aus dem Sack! Wer #Grün wählt, wählt den #Sozialismus zurück! Eure Kinder werden Euch verfluchen! https://t.co/lJXudTt3si",NOT,NONE,2
2275,2275,hasoc_de_2276,"https://t.co/SnuHoXmVej #Hetze der Regierung wirkt: Nachdem sich #Linksterroristen bislang auf Zerstörung von #AfD-Büros beschränkten, fühlen sie sich jetzt dank der #Hasskampagnen aufgerufen, bis zum Äußersten zu gehen: mit einem #Mordanschlag auf den Bremer BTA Frank #Magnitz.",HOF,HATE,0
1142,1142,hasoc_de_1143,"2/7 Nicht so passende Meinungen möchten die #Grünen gern europaweit z̶e̶n̶s̶i̶e̶r̶e̶n̶ …äh… pardon REGULIEREN, um: »das Erstarken populistischer, politischer Ränder einzudämmen«.     Immerhin ein Punkt, in dem @GrueneBundestag ehrlich sind! https://t.co/HJpBjOPA9Y",NOT,NONE,2
965,965,hasoc_de_966,"#Lauffen: Professioneller #Drogenring gesprengt: Gambier betreiben schwunghaften Handel aus verschiedenen Asylheimen heraus - 8 Haftbefehle erlassen, 41 Ermittlungsverfahren eingeleitet, sowie kiloweise Marihuana und Ecstasy-Tabletten sichergestellt  https://t.co/5B2vm7Jf2v",NOT,NONE,2
1870,1870,hasoc_de_1871,So sehen Großveranstaltungen 2019 in Deutschland aus...stadtfest abgesagt..die muselß wollen ja nicht..dafür grössen fest der musels.. ich könnt🤮🤮🤮    https://t.co/boLI1tMgTK,HOF,OFFN,1
3500,3500,hasoc_de_3501,"@9KU2d7vX4x6PEBM  Hi. Wollte Bescheid sagen, weil ich beim Herumsurfen gesehen habe, daß  @ 8694sundance + @ JustNobody2018  Dich o. Deine Tweets bei TwitterSupport melden, sich anschließend bei Erfolg (Löschung od. Sperrung) mit # Hetzlichen Dank abklatschen  --&gt;am besten Blockieren https://t.co/S4Q1On4Tmd",NOT,NONE,2
1767,1767,hasoc_de_1768,Die Fans von Gräte Thunfisch interpretieren es halt etwas anders!🤔🤔    Das nennt man dann wohl “visuelles Framing“ 👍👍 https://t.co/Be8dhrIOH3,HOF,OFFN,1
2560,2560,hasoc_de_2561,Wahlschlappen (Symbolbild).   #Europawahl2019 #EP2019 https://t.co/G0sxKYAh0C,NOT,NONE,2
2940,2940,hasoc_de_2941,@Hartes_Geld Das war ein Mordversuch‼️😡,NOT,NONE,2
1062,1062,hasoc_de_1063,"Unsere Kinder werden geschändet, die Masse läuft einer (nicht ganz bei Sinnen) 16.jährigen hinterher.     Aufschrei ?Rufe nach Gerechtigkeit? #AfD     Dessau:Nigerianer nach schwerem sexuellen Missbrauch eines 9-jährigen Kindes festgenommen https://t.co/2abRtkQHvl via @DrDavidBerger",HOF,OFFN,1
189,189,hasoc_de_190,"Im Görlitzer Park soll das massive Drogenproblem gelöst werden, indem man Dealer rosa markierte Flächen zuweist. 😂  Bitte aber noch bunte Markierungen 'B' für 'Bereicherung für Bessermenschen' einrichten in denen sich dann Betreffende einfinden sollen.  #RotRotGaga  #Berlin https://t.co/pr72Fl6px9",NOT,NONE,2
2082,2082,hasoc_de_2083,"2015: Bessermenschen bejubeln Illegale am Bahnhof.  2018: 'Schutzsuchende' verprügeln Bürger am Bahnhof,  #Amberg",HOF,OFFN,1
3564,3564,hasoc_de_3565,@wendt_joachim Sorry 😐 habe ich Fragezeichen getwittert?,NOT,NONE,2
3178,3178,hasoc_de_3179,"Feine Sahne Fischfilet Konzert mit Unterstützung von Polizisten durchgesetzt. Zur Erinnerung, das ist die Band die singt: „Die Bullenhelme, die sollen fliegen. Eure Knüppel kriegt ihr in die Fresse rein!“ https://t.co/cxDDt5Sdgd",HOF,OFFN,1
1133,1133,hasoc_de_1134,"'Merkt euch, ihr Hurensöhne: Diese Stadt gehört mir!'  #Neubrandenburg  https://t.co/aM71FIkAdB #Notorious https://t.co/RYvok41R5d",HOF,OFFN,1
147,147,hasoc_de_148,Warum der EuGH die Abschiebung schwerkrimineller Flüchtlinge und Kindervergewaltiger verbietet. So viel zum Thema Sicherheit. https://t.co/5c1G2vXN2u,NOT,NONE,2
933,933,hasoc_de_934,"Guten Morgen, Deutschland! Kann mir mal jemand erklären, warum angeblich 27% der Leute eine Partei wählen wollen, deren @ABaerbock ernsthaft behauptet jeder Deutsche Stoße 9 Gigatonnen CO-2 aus? Nur eine GrünIn kann so eine heiße Luft flatulenzen.   https://t.co/QcMNkypMCw",NOT,NONE,2
1847,1847,hasoc_de_1848,@AllargentumA @NZZaS @NZZ Dem ist nichts hinzuzufügen!,NOT,NONE,2
1391,1391,hasoc_de_1392,"Niemand hat das Recht zu vergessen.   KZ Langenstein- Zwieberge.     Bitte erlaubt mir, Euch ein Stück mitzunehmen. https://t.co/loCLNtwO3x",NOT,NONE,2
1753,1753,hasoc_de_1754,Hier noch was zum Tag versauen!🤢🤢  Wünsche euch einen schönen Wochenteiler  nun geht es berg ab!!👍👍 https://t.co/G5lww9wu6i,HOF,PRFN,1
