,Unnamed: 0,text_id,text,task_1,task_2,label
939,939,hasoc_de_940,"Fassungslos stellt man sich immer wieder zwei Fragen: Warum entwickeln sich Menschen in einem Land, dass sie aufnimmt, versorgt und ihnen eine bessere Zukunft bietet als ihre Heimat, zu Räubern, Vergewaltigern und Totschlägern?   ⏬⏬⏬   https://t.co/D5yWniyPck",HOF,OFFN,1
3674,3674,hasoc_de_3675,@realJohr Was der Alkohol aus den Menschen macht !,NOT,NONE,2
3751,3751,hasoc_de_3752,@Ungebeten1 @Yuma_lein Man sollte immer den nötigen Respekt vor anderen haben. Die wichtigste Frage ist eher: ist so ein brauner Abschaum wie du würdig als Mensch wahrgenommen zu werden ?,HOF,HATE,0
1495,1495,hasoc_de_1496,#StracheVideo: 'Ex-Spion enthüllt Hintermänner des #Strache-Videos'  'Video bereits im Jahr 2017 entstanden'  'sehr gezielt und bewusst gemacht'  'sehr eindeutig in Richtung EU-Wahlen'  '600.000 Euro an Produktionskosten'  https://t.co/e1rLWHyIpS,NOT,NONE,2
76,76,hasoc_de_77,"In #Gotha gab es nahe einem #Einkaufszentrum eine Schießerei. Ein Polizeibeamter wurde verletzt, ein Verdächtiger festgenommen. Zu den Hintergründen schweigt die Polizei https://t.co/YF4wEO3Sg9",NOT,NONE,2
911,911,hasoc_de_912,"Peter Weber, erfolgreicher Unternehmer  hat  rund 2,5 Mill.für wohltätige Zwecke gespendet, ist jedoch bei den rot- grünen Gemeinderäten in Ungnade gefallen.   Er hat mehrere Videos produziert, in denen er Merkels politische Irrwege kritisiert.     https://t.co/rw7o0PXywX",NOT,NONE,2
3659,3659,hasoc_de_3660,@realJohr FCKAFD https://t.co/L6MyH1VXYQ,HOF,HATE,0
3444,3444,hasoc_de_3445,"Völker der Welt! Schaut auf diese Frau!  'Merkel beendet Dinge' ... eine Rede, deren intellektuelles Niveau man nur niederschmetternd nennen kann.   https://t.co/FyqD5JwR1P",HOF,OFFN,1
780,780,hasoc_de_781,„Mullahs sind eine Gefahr für #Europa und für #Israel Deutsche Aussenpolitik spielt keine Rolle mehr! #HeikoMaas abwählen! https://t.co/KyopkOBjAO,HOF,OFFN,1
2493,2493,hasoc_de_2494,Bitte nie wieder über Amerikaner lästern.    (Karte: @welt) https://t.co/jGmTNBmGxN,NOT,NONE,2
2920,2920,hasoc_de_2921,"@Uwe_Junge_MdL Sehr schönes Browserspiel.  Wenn dir langweilig wird, lass uns spielen.  https://t.co/xbvWrv7hYF",NOT,NONE,2
1673,1673,hasoc_de_1674,na geht doch Blau Bergauf👍👍👍  Frage mich nur welche doofen grün wählen??🤔  bestimmt der Bleistift angesetzt um das zu bewerkstelligen😡 https://t.co/OqH7fxCopV,HOF,OFFN,1
2932,2932,hasoc_de_2933,@Hartes_Geld Drecks Pack 🤮,HOF,PRFN,1
2275,2275,hasoc_de_2276,"https://t.co/SnuHoXmVej #Hetze der Regierung wirkt: Nachdem sich #Linksterroristen bislang auf Zerstörung von #AfD-Büros beschränkten, fühlen sie sich jetzt dank der #Hasskampagnen aufgerufen, bis zum Äußersten zu gehen: mit einem #Mordanschlag auf den Bremer BTA Frank #Magnitz.",HOF,HATE,0
1197,1197,hasoc_de_1198,"Wer sich in #England zum Imam ausbilden lässt, lernt folgendes: 'Allah ist glücklich, wenn Moslems ihre Frauen vergewaltigen und schlagen.'  https://t.co/JWFd0kqcOs #Ramadan",HOF,HATE,0
1890,1890,hasoc_de_1891,"'im Kern sind die Grünen eben kein bürgerlicher Öko-Verein, sondern eine linke Umverteilungs- und Verbotspartei, garniert mit Gender-Gaga.'  https://t.co/JxaIpGyuPA via @tichyseinblick",NOT,NONE,2
2862,2862,hasoc_de_2863,"Grüne mit ihrer Klimahysterie sind wie Frösche im Nachbarteich. Sie sind laut, sie nerven jeden, mit ihnen kann man nicht diskutieren, sie haben keine Lösungsansätze und sie sind grün.",HOF,OFFN,1
2530,2530,hasoc_de_2531,Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt.  #grimmepreis     https://t.co/8yrHVXc7DO,HOF,HATE,0
3658,3658,hasoc_de_3659,"@realJohr Ach so, @MalteKaufmann findet das Vernichten neuwertiger Ware völlig ok. Gut zu wissen, wenn die noch mal von 'Naturschutz' reden oder von bedürftigen Menschen.  Dann wohl auch, dass Amazon trotz Milliardengewinn 0, 00 Steuern bezahlen muss.",NOT,NONE,2
3273,3273,hasoc_de_3274,Asylbewerber belästigt Schulkind sexuell - ist wieder auf freien Fuß. #rechtlos  https://t.co/EQsxcGlKoW,NOT,NONE,2
2875,2875,hasoc_de_2876,"Rot so Rot sind alle Verlierer👍👍  Der Schulleiter Johannes Grod von der Aschaffenburger Fröbelschule, welche extra für den Ramadan das Schlufest verschiebt, ist übrigens, oh Wunder, oh Wunder, ein Mitglieder der ANTI-deutschen Scharia Partei (SPD)  👌👌    Zufälle gibt's... 🤔 https://t.co/4MYHJAApTJ",HOF,OFFN,1
3021,3021,hasoc_de_3022,"@Hartes_Geld Wieso erinnert mich das an Biedermann und die Brandstifter? 😈  Sobald der radikal religiöse Spinner dann Menschen getötet hat, war das natürlich nicht absehbar und niemand übernimmt Verantwortung dafür... Konnte niemand ahnen...",HOF,OFFN,1
1572,1572,hasoc_de_1573,@Ungebeten1 @StoergroesseM @0Siegfried @Twitter Anani ist irgendwas mit mutter und sikerim irgendwas mit ficken. Aber so gut ist mein türkisch auch wieder nicht. 🤷‍♂️,HOF,PRFN,1
2002,2002,hasoc_de_2003,"Denkt nicht, dass zumindest ihre Kinder in der Gesellschaft unter der westlichen Bildung integriert werden.    Diese Denkweise ist falsch, denn in der Erziehung des Kindes kommt die Familie zuerst. https://t.co/9f7DZP9i8K",NOT,NONE,2
1167,1167,hasoc_de_1168,"Marokkanische Rapperin #Juju erzählt Anekdoten aus ihrer Schulzeit in #Berlin:  ➡️ In meiner Klasse waren 2 Deutsche. Die waren scheißegal und Opfer.  ➡️ Die 14-jährige Christina im Koffer zu verbrennen, war schon voll krass. https://t.co/bsPzFjA90P",HOF,HATE,0
1966,1966,hasoc_de_1967,"Die besten Geschichten kommen aus #Deutschland: Libanesischer Nazi hetzt gegen #Zigeuner, die angeblich alles verdrecken!  Ein türkischer Schlägertrupp eilt zu Hilfe.  :) https://t.co/1QrqWZGDth",HOF,OFFN,1
2239,2239,hasoc_de_2240,"Was im Oberstübchen von @Karl_Lauterbach (SPD) vorgeht, lässt sich sehr schön an diesem Tweet (den er klammheimlich gelöscht hat) ablesen. Diese Entgleisung hat klinische Dimensionen. Ob er sich öffentlich dafür entschuldigt? https://t.co/cxVX48nwjR",HOF,OFFN,1
3247,3247,hasoc_de_3248,Berlin kann nicht nur Flughäfen nicht bauen. Auch mit 'Heizung und Kühlanlagen' für große Immobilien ist die Hauptstadt überfordert. Wie wäre es mit einem Preisschild für die ganze Stadt - und dann einstellen bei Alibaba? https://t.co/6otk0bSXiv.,NOT,NONE,2
1891,1891,hasoc_de_1892,"@ostmann1977 @LVZ @daniel_bruhl @ElleVisionnaire @brigittebrochet @boxingondvd @danielkehlmann Und 'Fremdenhass', der #AfD u. Anhängern unterstellt wird, ist kein Hass, sondern Angst vor 'Flüchtlingen', die angeblich Schutz in Deutschland suchen und kaum hier, uns Schutz und Sicherheit nehmen. Kein Hass, sondern Selbsterhaltungs- und Überlebenswille.   @Einzelfallinfos",HOF,OFFN,1
3634,3634,hasoc_de_3635,@realJohr Ekelhaftes Nazipack!,HOF,HATE,0
2558,2558,hasoc_de_2559,Straßenbahnkorso! https://t.co/kr7sqGAszd,NOT,NONE,2
1540,1540,hasoc_de_1541,"@BundesGockel Luden wie du.    Apropos, was macht dein Häuschen in Blankenese?    Wann ist das Sommerfest mit den Nu... äh Damen?    Hoffentlich hast du den Poolbereich schön geschrubbt, das letztes Jahr war ja eine Ferkelei 😁    @merdeux @Ungebeten1   Ihr seid doch auch wieder dabei oder?",NOT,NONE,2
96,96,hasoc_de_97,"Das Schöne am Klimawandel: Damit lässt sich von der massiven Steuererhöhung über die Einschränkung der Reisefreiheit bis zur Beschneidung von Meinungs- und Pressefreiheit jede Maßnahme rechtfertigen, die linken Psychpathen nur einfallen kann. Deshalb fahren die so darauf ab.",HOF,OFFN,1
2005,2005,hasoc_de_2006,"Ich bin gegen Halal-Produkte und glaube, dass Halal in ganz Europa verboten werden sollte, da die Tierrechte höher als dieser Wilde stehen. https://t.co/rZt24EeGEK",HOF,HATE,0
2150,2150,hasoc_de_2151,Beeinflussung in Schulen https://t.co/IoJrI0VobC https://t.co/Ck7ncb7VD7,NOT,NONE,2
1790,1790,hasoc_de_1791,na das würde den Grünen aber gefallen😂😂😂😂 https://t.co/CqVqpsxYgr,NOT,NONE,2
1681,1681,hasoc_de_1682,"🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮  Nichts ist zu peinlich, als dass es die deutsche Presse nicht schreiben würde. Sie wollen ihn wirklich an der Spitze sehen und bereiten den Wähler schon mal auf das Wahlergebnis vor. https://t.co/l7aBKU5rdI",HOF,PRFN,1
992,992,hasoc_de_993,"Ich habe in einem Haus von Jüdischen Eigentümern gewohnt!  Diese vermieteten Ihre Wohnungen zum Teufel hinaus,auch an einen Moslemischen Jugendclub!  Ich bin sofort ausgezogen!  Der Sohn d E.hat sich vor der Tür m diesen Jugendlichen, seines Judentums,gebrüstet! https://t.co/KrxPYQL4ug",HOF,HATE,0
991,991,hasoc_de_992,"#haymat Die hier geäußerten Stellungsnahmen über die #haymat, scheint dieses Wort,eine Türkische Bezeichnung von Heimat zu sein!  Also in Deutschland,wo ich geboren u mit allen Grundbedürfnissen aufgewachsen bin u das i Sicherheit!  Bildungs u Aufstiegs Chancen",NOT,NONE,2
3788,3788,hasoc_de_3789,"@BlondJedi @annewill Tja, steht halt nicht jede auf Schwarze, auch wenn die das aus fehlender Bodenhaftung denken..",NOT,NONE,2
400,400,hasoc_de_401,"Zuwanderer? Was für eine Wortwahl, schon darin steckt Lügendefinition. Es sind Eindringlinge mit Unkulturhintergründen; passen nicht hier hin und müssen hinausgeleitet werden.    BKA-Lagebild: Gewalt von Zuwanderern gegen Deutsche nimmt zu https://t.co/YMnWvFxQ8N via @welt",HOF,HATE,0
1033,1033,hasoc_de_1034,Andreas Popp – „Deutschland das war’s!“ Ein Interview mit Sprengkraft https://t.co/UsvljUYt5h,NOT,NONE,2
1588,1588,hasoc_de_1589,@czarymarybum777 cc @Ungebeten1,NOT,NONE,2
1870,1870,hasoc_de_1871,So sehen Großveranstaltungen 2019 in Deutschland aus...stadtfest abgesagt..die muselß wollen ja nicht..dafür grössen fest der musels.. ich könnt🤮🤮🤮    https://t.co/boLI1tMgTK,HOF,OFFN,1
474,474,hasoc_de_475,Wochenrückblick: Ein Sozialismus mit dem Antlitz von Robert Habeck https://t.co/HKuMHicQC9 via @PublicoMag,NOT,NONE,2
3629,3629,hasoc_de_3630,"@realJohr @georgloesel Wer einen Dr. Titel der Kirchenlehre hat, hat von Glauben vielleicht AHNUNG, aber Wissen von Wirtschaft kaum.",HOF,OFFN,1
2015,2015,hasoc_de_2016,#Migrationspakt von #Merkel wirkt. Immer mehr Sozialhilfetouristen aus #Afrika werden nach #EU eingeflogen. https://t.co/3cyUgLbOOD,HOF,HATE,0
3412,3412,hasoc_de_3413,"Irrenhaus #Deutschland🇩🇪  ? „Aktivisten in #Berlin setzen Zeichen gg Krebs“?  ? „Linksaktivisten überzeugen Besucher von linksgrüner #Klimapolitik'?  NEIN  Linksextreme attackieren Bus mit krebskranken Menschen, die zu Veranstaltung nach Oberschöneweide wollen  https://t.co/0BFK3K5efi",HOF,PRFN,1
1428,1428,hasoc_de_1429,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ja, die über 50 islamischen Länder sind Musterbeispiele für Humanismus, Toleranz und Menschenrechte. Ich würde ja mal über andere Tabletten nachdenken. Viel Erfolg dabei!",HOF,OFFN,1
3648,3648,hasoc_de_3649,@realJohr Ekelhafte Nazis!,HOF,HATE,0
2634,2634,hasoc_de_2635,"Rollenspielfreaks haben längst D&amp;D aufgegeben und spielen nächtelang den Wahlomat durch, mal als böswilliger Neoliberaler, mal als geifernder Stalinist, mal als panischer Ökojesus. 🧙‍♂️",HOF,HATE,0
1252,1252,hasoc_de_1253,Interessanter Thread. 👇  Unsere liebe Schweden-Korrespondentin @FinjaFinte hat mal einige Schießereien der letzten Tage im bunten #Schweden zusammengefasst.  Dort geht ganz schön die Post ab! https://t.co/jM2OVi9osc,NOT,NONE,2
2736,2736,hasoc_de_2737,"Contra-Mag.:Nahost-Vernichtungskrieg: Ein Plan zur Schwächung der islamischen Welt?: Geopolitisch macht der Versuch, die Golfstaaten in einen gegenseitigen Vernichtungskrieg zu zwingen, durchaus Sinn. Ein Gedankengang. Von Marco Maier Henry Kissinger… https://t.co/VaAOMxburp",NOT,NONE,2
2291,2291,hasoc_de_2292,"Erneut ist ein Begriff zum „#UnwortdesJahres gekürt worden, der sich vor allem dadurch auszeichnet, nicht in das Weltbild einer linksliberalen Jury aus selbsternannten Experten zu passen. Ein Kommentar von Boris T. Kaiser.  https://t.co/ZNZVsEnXXb",NOT,NONE,2
2077,2077,hasoc_de_2078,"Von uns allen durch GEZ alimentierter Kasper + Hetzer Jan Böhmermann, den @DieZeit gerade als Twitter 'Schreiberling' einsetzt, verlangt 'Trolle' zu blocken! Ich gehe sogar noch weiter: blockt Trolle + Trottel - also @janboehm + @dieZeit!   #BlockDieZeit",HOF,OFFN,1
3749,3749,hasoc_de_3750,@Ungebeten1 Der Sesselkleber biedert sich überall an.,NOT,NONE,2
2194,2194,hasoc_de_2195,"Merkel dealt doch mit ihm, sage mir mit wem du 'gehst' und ich sage dir wer du bist; Verbrecher unter sich.     https://t.co/rQP68KhcAX",HOF,HATE,0
2757,2757,hasoc_de_2758,"Wie ich schon dauernd schreibe: Dass es mehr eine #Inbesitznahme des Mädchens ist und kein Mord vom #Schwager – Es gab den Versuch schon vorher. 😢    #findbecci endlich, sucht endlich nach einer lebenden #rebecca #freeflorian #schwagerwars #medien #presse    https://t.co/bgFPeGx18e",NOT,NONE,2
1995,1995,hasoc_de_1996,"Irland 🇮🇪     Dieses verstörende Video wurde in den Dubliner Bergen während der Eid al-Adha gefilmt.    Darin sehen wir eine Gruppe Muslime, die ein Lamm auf den Boden stecken und ihm die Kehle durchschneiden.    Die Barbarei des Halal-Gemetzels kennt keine Grenzen. https://t.co/LCfA0atWpv",HOF,HATE,0
2746,2746,hasoc_de_2747,Niemals wurde das verlogene Spiel von Politik und #Lügenpresse so offensichtlich wie in den letzten Tagen    #afd https://t.co/xGLb1v2Rdp,HOF,HATE,0
1618,1618,hasoc_de_1619,"@Ungebeten1 @MoebusAnne ....dieses verlogene, grünversiffte Pack von Lügner, Hetzern und Volksverdummern gehört der Prozeß gemacht. Natur vernichten ist ihr Handeln und Tun!",HOF,HATE,0
1767,1767,hasoc_de_1768,Die Fans von Gräte Thunfisch interpretieren es halt etwas anders!🤔🤔    Das nennt man dann wohl “visuelles Framing“ 👍👍 https://t.co/Be8dhrIOH3,HOF,OFFN,1
2711,2711,hasoc_de_2712,"Hätte er mal nur #AllahuAkbar gerufen, dann wär's vielleicht weniger geworden? https://t.co/FGJ7UdfVO7",HOF,HATE,0
1837,1837,hasoc_de_1838,Ah ja... Udo Lindenberg reist mit 17 Sattelschleppern durch Deutschland... 🤔🤔  also dem Saufkopp schö weiter zu jubeln--der ja auch für Klimaschutz😂😂,NOT,NONE,2
1791,1791,hasoc_de_1792,SPD: Andrea Nahles kündigt Rücktritt als Partei- und Fraktionschefin an  Wird sie jetzt Rummelboxerin🤔🤔😂😂  da kann sie ja dann dort vielleicht  vielen paar uff die Fresse hauen was ja in Berlin nicht klappte  eine der schlechtesten aus der Politik geht‼️‼️  UND DAS IST GUT SO👍👏 https://t.co/J6rfh3EWTQ,HOF,PRFN,1
3090,3090,hasoc_de_3091,L.E.S.E.B.E.F.E.H.L.    Wohin führt die massenpsychotische Verklärung der Grünen?    https://t.co/C4t8HRwYWz,HOF,OFFN,1
3091,3091,hasoc_de_3092,"'Die Kairoer Erklärung der Menschenrechte ist völliger Humbug.  Es gibt im #Islam keine #Menschenrechte!'  'Wenn Sie das nicht verstehen, dann haben Sie keine Ahnung, was #Menschenrechte sind'.  Dr. Michael Ley in der Expertenanhörung im Arbeitskreis #Menschenrechte des Bundestages. https://t.co/txdkCEadL7",HOF,HATE,0
2322,2322,hasoc_de_2323,"Tichy:In Brandenburg führt demoskopisch die AfD: Wie seit längerem angenommen zeichnet sich für die Landtagswahl in Brandenburg die AfD mit demoskopisch 21 Prozent als stärkste Partei ab. Käme die SPD auf die gemessenen 18 Prozent, würde sie gegenüber… https://t.co/Pw1kOIOWTF",NOT,NONE,2
1531,1531,hasoc_de_1532,"@Ungebeten1 @93cecc58ff2e400 „.. . Ein Gruß ohne Hass, Ausgrenzung und Stigmatisierung ...“, solche Armleuchter und Heuchler 🤮! Wer hat mit Hass, Hetze, Halbwahrheiten und verdrehen von Meinungen angefangen? Jede Kritik wurde in die rassistische Ecke gestellt bzw. derjenige als NAZI beschimpft 🤢",HOF,OFFN,1
2708,2708,hasoc_de_2709,"'Migration ist unvermeidlich, notwendig und wünschenswert', sagt die @UN. Der  #GlobalCompactMigration soll diese Idiotie in Stein meißeln. Jede Regierung, die den #Pakt unterzeichnet, erklärt damit: „Ja, wir sind Lakaien der Globalisten – und wir hassen euch!” #AfD https://t.co/LKrjUDc34b",HOF,HATE,0
3715,3715,hasoc_de_3716,@Ungebeten1 Die meisten Wahnsinnigen leben außerhalb geschlossener Anstalten!😜,NOT,NONE,2
1728,1728,hasoc_de_1729,keine Fußball WM--da macht man es eben auf die andere Art 💩💩🤮🤮 https://t.co/IB05N0XR2Y,HOF,PRFN,1
1297,1297,hasoc_de_1298,......bis zum nächsten Mal und das trotz bereits bestehender Abkommen...!     .....unter Trump sind Abkommen und Werte nichts wert...!  https://t.co/CUreexh26T,NOT,NONE,2
2231,2231,hasoc_de_2232,"Die Stasitrine ist ja voll wie eine kleine Kirche, die lallt ja fast; hat wohl von Junckers Ischias-Medizin überdosiert.    Angela Merkel zu den Ergebnissen des EU-Gipfels am 11.04.19 https://t.co/bfRyAlDGED via @YouTube",HOF,HATE,0
2750,2750,hasoc_de_2751,"'Flüchtling' fällt in Parkhaus über Frau her,beißt und verletzt sie u Polizist. Bewährung.Pervertiertes Justizsystem https://t.co/TyCwdmfnSP",HOF,HATE,0
3592,3592,hasoc_de_3593,"@FinjaFinte Nicht etwa der kulturell bedingte Größenwahn, noooiiiiinnn!",NOT,NONE,2
770,770,hasoc_de_771,"Sohn von Israels Premier #Netanjahu zu Außenminister #Maas (SPD):     „Es wäre schön, wenn Sie mal aufhören würden, sich in unsere internen Angelegenheiten einzumischen &amp; hunderte linksradikale NGO's in #Israel zu finanzieren, die unsere Zerstörung wollen.'    https://t.co/VCkSZ0zNFW",NOT,NONE,2
2031,2031,hasoc_de_2032,"Die Durchschnittstemperatur auf dem #Mars sei seit den 70er Jahren um etwa 0,65 Grad angestiegen, also genauso wie auf der Erde⚠️    Nach der Logik der #grünen #Klimasekte müsste wir auf dem Mars also einen menschgemachten #KlimaWandel Haben 😁    #NoGrüne  https://t.co/4StCqlEW98",HOF,HATE,0
3309,3309,hasoc_de_3310,#Hamm: Ca. 9 hauptsächlich südländische Männer attackieren zwei junge Nachtschwärmer körperlich und rauben dem 22-Jährigen die Geldbörse  https://t.co/PF6bg5KmbM,NOT,NONE,2
1942,1942,hasoc_de_1943,Ja aber auch so was...die bösen Rechten...was ist mit den Musels...wieder so eine Wahrheitsverdrehung! ...Pfui Teufel...aber so sind se die tollen Sozis...Menschenfreunde!!..haha ich könnt🤮🤮🤮    https://t.co/FpcUiKglOc,HOF,OFFN,1
2562,2562,hasoc_de_2563,"Ich wüsste nicht, was wir hätten anders machen sollen. #TwitternWie18Uhr",NOT,NONE,2
1065,1065,hasoc_de_1066,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ich bekämpfe die 'Religion des Friedens'. Ich fordere und will keine Gaskammern für irgendjemanden. Wer lesen kann, weiß das auch. Wer dennoch etwas anderes behauptet, ist entweder amtlich hirnschwach oder gehört vor ein Gericht.",HOF,OFFN,1
3664,3664,hasoc_de_3665,"@realJohr @StBrandner Er spricht doch von seinem Verein. Wenn er Deutschland oder Vaterland meint, dann meint er seinen hohlen möchtegern Verein NSAfD!",HOF,OFFN,1
3420,3420,hasoc_de_3421,"Ich kann nur staunen:  #Arktis 03. Juni 2019 mit Eis ❄️bedeckt.  Vorhergesagtes Abtauen im #Arctic Ocean, #Klimakrise, #Erderhitzung, #ClimateEmergency, #Klimakatastrophe, #GlobalWarming  -- Nicht zu sehen... 🤔  #Ice #FridaysForFuture  &gt;https://t.co/L45AbEhOL1  https://t.co/IIJ7RVwhA0",NOT,NONE,2
3615,3615,hasoc_de_3616,"@FinjaFinte Tja, dann hört das Massaker an den geschundenen Rindern wenigstens bei diesem Frevel an der westlichen Kultur auf. Das betrübt mich nicht, nei das Gegenteil ist der Fall. Freudig werden auch unsere Mitgeschöpfe jauchtsen!",NOT,NONE,2
1772,1772,hasoc_de_1773,Fastenbrechen--Fressen und Leben wie Gott in Schland🤮🤮 https://t.co/wPb0DskRBQ,HOF,PRFN,1
195,195,hasoc_de_196,"@AlexE1789 @Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?",HOF,OFFN,1
2533,2533,hasoc_de_2534,@streetcoverage @PolizeiSachsen @DJVde Nicht nur zu #dd1502 wird klar daß @streetcoverage mit Presse und Journalismus nicht viel zu tun hat. Das sind einfach Symphatisanten des Linksmobs die mit Kamera in der Hand versuchen Förderknete vom großen Kuchen des Kampfes gegen rääächtz abzubekommen.,HOF,HATE,0
2981,2981,hasoc_de_2982,@Hartes_Geld Schau mal hier: Greta hat jetzt ihren eigenen Youtube-Kanal und ihr erstes Video rausgehauen ;-) #WTFILIKEGRETANOW https://t.co/nqX5jekmyd …,NOT,NONE,2
1099,1099,hasoc_de_1100,'Emotionaler Wortbeitrag'.  Genosse @MartinSchulz brüllt auf Parteifreund ein: 'Du bist ein Arschloch!'  https://t.co/5qIzxGdTA5 #spd,HOF,OFFN,1
2018,2018,hasoc_de_2019,Das fällt heute alles unter MultiKulti und 'Kulturbereicherung'. Der Witz ist dass die Deutschen das alles über Hartz &amp; co. sogar noch finanzieren dürfen. https://t.co/Dn7rodtek6,NOT,NONE,2
2865,2865,hasoc_de_2866,"Ein friedliches Miteinander wird nur solange praktiziert, wie #Muslime in der Minderheit sind! Die Mehrheitsverhältnisse ändern sich aber täglich! #Christen werden weltweit verfolgt! Der politische #Islam widerspricht allen christlichen Werten und gehört nicht zu #Deutschland! https://t.co/M7MKwJOW6D",HOF,HATE,0
2741,2741,hasoc_de_2742,#Rodgau: #Behinderte in #Obdachlosenheim abgeschoben - Und #Flüchtlinge bekommen Reihenhäuser #verrückt  https://t.co/3UTkePJvKE,HOF,HATE,0
2272,2272,hasoc_de_2273,"#Stegner - ein Name, ein Geständnis. Der Mann ist so dumm, die Instrumentalisierung des #BfV durch die Feinde der Demokratie auch noch einzugestehen. #SPD #AfD https://t.co/xLpvxexXX7",HOF,OFFN,1
2745,2745,hasoc_de_2746,Wir hatten schon mal so ein #nohatespeech Netzwerk in Deutschland. Hieß damals noch #Stasi. https://t.co/vEZJQUMNRY,HOF,HATE,0
1624,1624,hasoc_de_1625,@Ungebeten1 Und heute ist ein EU-Preis nach dem Irren benannt ...    https://t.co/0KemoyzTBV,HOF,OFFN,1
3063,3063,hasoc_de_3064,@Hartes_Geld @hamaro777 Aus Gründen des Protests werde ich die nächsten 40 Tage nur Dosenfleisch essen!    Habe schon zwei Dosen vorgelagert!    #Protest  #Ferkeldiskriminierung  #Regierung   #Ferkel ähh #Merkel,HOF,OFFN,1
1479,1479,hasoc_de_1480,Es gibt Tage ... da wäre ich gern Sachse. 😇  #AfD mit über 25% stärkste Partei in #Sachsen.  Ihr habt es wirklich geschafft. Super gemacht. 👍  #EUWahl19,NOT,NONE,2
1078,1078,hasoc_de_1079,"Ehrendoktor für eine 16-jährige Schulschwänzerin, die einen an der Waffel hat!  😂  Solche Aktionen wird man in Geschichtsbüchern mal nachlesen und sich wundern können, 'wie es bloß dazu kommen konnte'.  #Greta https://t.co/L7YFPfIuf7",HOF,OFFN,1
3490,3490,hasoc_de_3491,"@JaNuWatn  Hi. Ich wollte Bescheid sagen: beim Herumsurfen gesehen, daß  @ MTubeman  @ NoWehrMUC  @ Jaxxon2905  @ 8694sundance  @ JustNobody2018  Deine Tweets bei @ TwitterSupport melden, anschließend bei Erfolg  (Löschung) auf @ HetzlichenDank veröffentlichen  --&gt;am besten Blockieren! 😉",NOT,NONE,2
682,682,hasoc_de_683,"@MartinTeutone @clydevpg @MediterrNewsNet Naja, immerhin sollen #Flüchtlinge ja auch #Atlantis und das #Bernsteinzimmer gefunden haben 😂😂😂",NOT,NONE,2
1693,1693,hasoc_de_1694,der friedliche Islam 👌🤔  hat ja wie jeder es kennt Respekt und Ehre vor jeder anderen Kultur 🧐  es geht eben schon von kleinauf los und hier bei uns soll es anders sein??🤔🤔  Die lachen doch die SaudoofenDeutschen nur aus  UND  die haben es nicht anders verdient die Doofmichels https://t.co/ErRoDTGVue,HOF,OFFN,1
3708,3708,hasoc_de_3709,@Ungebeten1 @Invictu53409591 Guck dir mal die GayPride-Paraden an. Dort nehmen die alle möglichen Drogen und laufen fast nackt rum und benehmen sich wie Irre. Irgendwie ist es schwierig einen normalen Homosexuellen zu finden. Die sind alle geistesgestört. Darum will man mir denen nichts zu tun haben.,HOF,HATE,0
1900,1900,hasoc_de_1901,"Wenn ihr jetzt so viele Irre seid, kriegt ihr dann alle auf einmal Ausgang oder wie regeln eure Pfleger das? 🤔  Ist schon eine organisatorische Meisterleistung, wenn die Psychiatrie geschlossen zum Wandertag ausrückt.  Respekt. https://t.co/y3Zx7HBBun",HOF,OFFN,1
699,699,hasoc_de_700,"Genau, den #Weltfrieden retten und den #Krieg mit diversen #Fachkräften gewinnen! Falsche #Schwerpunktsetzung! Erst mal wieder kämpfen können und kämpfen wollen! https://t.co/p8kiSBPVGu",NOT,NONE,2
3688,3688,hasoc_de_3689,"@realJohr @LoveGuerillos @MalteKaufmann Das frag ich mich auch da stimmt doch was nicht. Aber ohne aufrechte Antifaschisten die mit Herzblut gegen den braunen Faschisten Verein AFD, Nazis kämpfen. Das unser buntes vielfältiges Deutschland nicht im braunen Faschismus versinkt hätte er seine 20.000 Follower nicht 😂😂😂",HOF,HATE,0
2844,2844,hasoc_de_2845,Sie werden mit ihren grausamen Stimmen ‚Allahu Akbar' schreien und Menschen töten. DAS SIND UNSERE FEINDE!!!“,HOF,OFFN,1
3251,3251,hasoc_de_3252,@FinjaFinte Vermutlich will eine bestimmte Gruppe diese Gegend für sich beanspruchen und die Einheimische dort verdrängen. Besonders in Rosengard wohnen überwiegend Muslime. Anders kann ich mir das nicht vorstellen bei dem Terror der dort herrscht.,HOF,OFFN,1
2441,2441,hasoc_de_2442,Weg mit der Judensau !?! | AKTUELL https://t.co/fz2wqfXAzc https://t.co/cQiDv2fGRK,HOF,HATE,0
1080,1080,hasoc_de_1081,"Bei Ausschreitungen der Klima-Spinner in #Wien geht die #Polizei robust gegen 'deutschen Berufsdemonstranten' vor: Kopf unter den Polizeiwagen und kurz anfahren, erschrecken den #Greta-Jünger heftig!  https://t.co/8PBIw77n4P https://t.co/jb0h3Og93i",HOF,OFFN,1
