,text,true_label,without_label,adv_labels
267,كول هوا بتعرف,1,1,1
268,عمرو أديب يمسح بالطفل المعجزة جبران باسيل الأرض ويخلي الي مايشتري يتفرج,1,2,2
269,لاني بعلبكي ما برضى الضيم ولا بقبل الذل ، لا بنباع ولا بنشرى ، الوفا نحنا أهلو والشجاعة من عنّا والرجال بتنولد هون ، دخيل رب بعلبك ،، جنوبي,2,1,0
270,جنسهم جبران باسيل وقبص اللي فيه النصيب لك يلعن هيك سياسيين واطيين,0,0,0
271,كلب والله لندوسك يا ابن الحرام لك يلعن ابو النفضك شو ابن حرام فشرت تكون حمصي سني ,1,1,0
272,جبران باسيل ولد والله لح يخرب البلد اذا ما حدن ضبو,2,1,0
273,هذا العالم مليئ بالتُرّهات ما منستاهل جبران باسيل ,2,2,2
274,جبران باسيل نكاية برئيس مجلس النواب الفنزويلي يؤيد مادورو  حتى لو انزعجت امريكا,2,2,2
275,لا وطن بحاجة لنا ولا حاجة لنا لوطن ,2,2,2
276,شخسعد يا عمي ريحنا من قرفك ,1,1,1
277,منكون هبل اذا مفكرين جبران باسيل مش قابض حق تصاريحو وخاصة أمن اسرائيل وحقها بالوجود,2,2,2
278,لا تحبسنا على غدر الزمان طالما نحن لها في المرصاد ,2,2,2
279,وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر… ,1,2,0
280,و هل يجوز لحسن و الإيراني أن ييقتل الشعب السوري كلا الأطراف القرضاوي و ما ذكرتهم أعداء للمنطقة,2,0,0
281,ما عم يعملك لي بدك ياه نازل فيه نحت,2,1,1
282,يعدمني ياك يا زيهوفر الحيوان,1,0,0
283,ترانا نحتاج إلى محاكمتكم أمام العالم أجمع لنسترد حقوقنا لنبني مستقبل أجيالنا وجيشنا ودولتنا ونقطه ع السطر ,2,2,0
284,بس يا ريت حدا بيعطينا اسم هالفطحل يللي طلع بفكرة انو القطاع العام يسكر السبت,2,1,0
285,والله يا سيد نديم ما أحيون منك ومن لحيسة صرامي السعوديين إلا هوديك الخنازير جماعة حزب الشيطان وأبو جهل تبعهم الله يلعنكم انتو التنين خربتو البلد وشردتو العالم يا ولاد ال كلب,0,0,0
286,هول هني ذاتن كانو كلاب الفلسطينية ضد حركة امل,0,0,0
287,أنا بقلك راح الى جهنم بدك تروح لعندو العمى بقلبكم ,1,1,0
288,معالي الوزير نحتاج الى فكر سياسي جديد ,2,2,2
289,كلامك مزبوط معاليك الله يعطيك الصحة والعافية ,2,2,0
290,متأكد اخ نادر انها قديمة؟لانه مطلوب للقضاء والكل عم يتساءل كيف سافر ,2,2,2
291,كلام وزير الخارجية جبران باسيل كلام سيادي ووطني ويستحق التحية عليه والشكر للصديق على الترجمة,2,2,2
292,صراحة الحق على جابو رئيس,2,2,2
293,البيوت الحمرا بل المرجة ، والجامع اشرف وأطهر منك,2,1,0
294,الله يقويك ويحميك معالي الوزير جبران باسيل,2,2,2
295,قوم شخ على قبر القائد الخالد بلا مؤاخزة,1,2,0
296,عنجد اتفه من هيك بني آدم ما صار كول هوا,1,1,1
297,لو في دوله تحترم نفسها كنت معاليك بالمنفى او الحبس ,2,2,2
298,صامت عليه جاموسة حامل مقملة مجروحة ببطنها و الجرح متقيح و محشى ذباب و خنافس و عناكب و صراصير و نمل احمر عضاض و بق جاقمو الجوع,1,0,0
299,كلام الوزير باسيل بلا تشويه,2,2,2
300,قبل ما تفكر تنسينا زعامة كميل شمعون وتجربة بشير الجميل بدّك تنسينا إنّك جبران باسيل,2,2,2
301,انظروا الى الخبر بشان صهر الرئيس   ,2,2,0
302,هني ضايعين بين فوبيا العماد عون و فوبيا جبران باسيل,2,2,0
303,صرت منبهك الف مرة ما تقل بالعشا ويطلعلك اللواء عثمان يكوبسك بلش باللبنه والله رح تنفعك تعود عليها من هل… ,2,1,0
304,هذه عمامات سوداء طلبت بالابيض ,2,2,2
305,محاولاتكن فاشلة ويائسة  دعوة الغريب اجت بس لأن معروفة عنا مين ببقدر يحالس شيخ العقل ومستوى حضور قمتكن م  ,2,2,1
306,تغريدة وموضوع حلقة تافه ومبتذل متلك يافلاح يا ضيعجي ياحاقد طبقيا خمس سنين صامدة بالسنة اكتر من العلوي والقصدعن العدد وليس محبة البلد,0,0,0
307,هيييششش هيييشششش ,1,0,0
308,أين أنت جبران باسيل يا من لو كان لديك ذرة من الوطنية لعملت جاهدا على إنقاذ كارلوس غصن ونزار زكا من سجون الأجانب,2,2,0
309,الرئيس السابق لمجلس النواب حسين الحسيني يقول الوزير جبران باسيل لم يقرأ الطائف,2,2,2
310,يلا يا عرص,1,1,1
311,انو طلعت صرخت الشعب اللبناني كله و قاعدين بلا شغل و تسكرت محلاتهم بسبب النازحين هلق اذا جبران,2,2,0
312,ال ً مبلشين من الليلة بالحملة ع جبران باسيل ب منا وجر,2,2,0
313,جبران باسيل والحق يقال ويلّي بدو يزعل يتفضل ويجبلي البديل برجع والقول لبنان القوي بوجود السيد,2,2,0
314,بعد ناقص وحد كلب متلك ينقر عا حزب لله لو عندك ضرة كرامي وشرف كنت اليوم من الشهداء بس ماجور متلك مصيرو اخر شي موتة كلاب,1,1,0
315,وانت العاهرة اللي بتحاضر بالعفة   ,1,1,1
316,لا تكره شيء لعله خير   ,2,1,1
317,بحس انو بدك ضبان للسانك لانو اطول منك ,1,1,1
318,طيب الوديعة بشو بتساعد المواطن بالاخير ح تتقسم لكلاب الدولة ,2,0,0
319,واضحه كتير متل عين الشمس انت متلك متل اي شخص بيسمع وبينفذ ,2,1,1
320,إن الخوازيق قد تكالبت علينا,2,2,2
321,الدولة بتتمنى عالشعب ما ينق كتير اذا شاف طرقات تجعلكت عالعاصفة، كله بالكَوي بيتزبّط ,2,0,0
322,انا مش عم صنف حدا,2,2,1
323,خلص خراس,1,1,1
324,هربت منو بالبيجامة فا لا تحكي كلام اكبر منك لعاب على قدك يا صغير ,2,1,0
325,اقسم بالله انتي لو قدامي بالمجان ما اسويلك شي يا زنجية جاتك القرف يا سودا,0,0,0
326,وللحق هم كارهون ,2,0,0
327,انت مهبول نسيت جبران باسيل ونبيه بري لتذكر ميشال سليمان,1,2,2
328,وهاب أنت المحرم الذي يستحق الحبس المؤبد ,2,2,2
329,في كم شب من الجبل بعدهم عم يشتغلو ويسترزقوا بقطر ومعيشين اهلهم من خيرها تركهم بحالهم خلص فهمنا,2,2,0
330,ما عم تنباع معكن الجريدة لحقّوا حالكن واكتبوا اكاذيب عن جبران باسيل بركي بتسترزقوا بكم عدد فلّستوا,2,2,2
331,قمة فاشله دعوا اليها الفاشلين ما بتروحوا الا عالقمم بضم حرف القاف بينما الشيخ نعيم حسن بيشارك,2,2,0
332,ولاك كلب ابن الكلب يا واطي والله داعسين على راسك,1,1,0
333,اذا فلو أمثالك بنضف لبلد من قذاره بصير لوطن بالف خير ,1,0,0
334,الطريق الجالس اقصر طريق، بس اتعب واثقل طريق,2,0,0
335,قهرني الله يقهره   ,1,1,0
336,طيب اوك خراس,1,1,1
337,ينزل صورة لحاله ع أساس عم يشتغل بالمخبر,2,1,2
338,فعلاً فعلاً رحم الله وسام الحسن فعلاً كان يميز بين الرجال وأنصاف الرجال إلا انتا ما كان يلاقيلك وصف,2,2,2
339,لماذا لم تسلم ال الاصلي الى الجهزة الامنية وراوغت في الموضوع لتعود وتسلمهم من العام من يضل… ,2,2,2
340,جبران باسيل مالئ الدنيا و شاغل الناس حسد و لّا ضيقة عين,2,2,0
341,كول هوا يا هوا عميل كلب,1,1,1
342,قال شووو؟ ما تكون متل جبران باسيل والكبير فين اذا شد ب ايديه واجريه ما بيوصل لصرمايتو لجبران بالشغل اللي عم يعملو,2,2,2
343,لو في دولة كان زمانك في المجرور ,1,1,2
344,انتا فلسطيني شو دخلك يازنخ يا ملكوف بالخليج يا جاحد وطنك يا مرتزقك يا كلب,0,0,0
345,اكيد مصلحتو اهم من مصلحة البلد هيدا جبران باسيل لم ولن يتغير والآتي اعظم,2,2,2
346,كول هوا لك ياغبي,1,1,1
347,هوى من يحق له ان يتكلم وامثالكم الخانعين في احظان الغرب والصهاينة ان تخرسو ,1,0,0
348,البقاء للأزعر,2,0,1
349,رب ضارة نافعة وصول جبران باسيل الى الرئاسة يعني اننا وصلنا الى حالة الاحتضار الكامل,2,2,2
350,لو بتخفف بس كنت اول المعجبين بقطر بس دعمت لجنوب وعمرتو بعد حرب تموز أو اخدت من لغنيمه وس… ,2,2,0
351,الحمهورية حزب الله قرر إعطاء التلت الضامن ل جبران باسيل ويذكر ان الحزب لا يتجرأ على ازعاج باسيل وينفذ كل طلباته…,2,2,2
352,اخذوه حزب الشيطان,0,2,0
353,جبران باسيل مهضوم كتير قال بدو يعمر سوريا و هوي ببلدو لبنان مش قادر يعمر مجرور,2,2,0
354,إنها مدرسة الوفاء ، مدرسة ميشال عون ، تحية الى السيّد ، سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل …,2,2,0
355,وئام وهاب كلب جعاري تعريف الكلب الجعاري كلب مشتية علي الدني بعوي وما بعض بتشبقو صرماية ع خلقتو بسير ينوي متل البسين ,1,0,0
356,يلي مش عاجبو حديث الوزير جبران باسيل عل منتمنى يكون مشروع شهيد مستقبلي بحق إسرائيل,2,2,2
357,حاج تنكت فرطو خواصري انت مش مجرم لان,2,2,1
358,ضاربة الحمي بالنخاشيش    ,2,1,0
359,الوزير جبران باسيل ظاهرة لن تكرر   ,2,2,2
360,بموضوع التيار الوطني الحر و الوزير جبران باسيل و علاقة حزب الله معهم   بعتقد لازم كتار يبلعو لساناتهم,2,2,2
361,هذا المشروع يعتدي على الأملاك النهرية في منطقة داريا ودون أية رخصة سوى تشبيح عماد عثمان لذا أطالب الرئيس علي ابراهيم بالتدخ… ,2,2,2
362,ما بدك الجمهورية السورية السنية مثلا,2,2,2
363,يا حضرت فيني افهم ليش بس عم تحكي ع فساد الحريري وين انت من فساد حلفائك كلون يعني كل حلفائك اكيد ما بتس… ,2,2,0
364,ايييه هيك حلم جبران باسيل بدو يعمل هيك,2,2,2
365,نشالله كل لوظائف تصير علكفائة الله يطول بعمرك معالي لوزير ,2,2,0
366,معك حق لازم محاربة الفساد منبلش مين دعم فتوش بعين دارة و خرّب الجبل كرمال كسارة مش انت مين قوص,2,2,0
367,تحدث جبران باسيل عن عار تاريخي سيلحق بجامعة العهر العربي بسبب الإصرار على عدم حضور نظام حيوان الشام لِما يسمى قمة بيروت,1,2,2
368,كول هوا لو سمحت يعني مشان ما اجي واتبول عليك ظ,1,1,1
369,طز بهيك جامعة شو الانجاز الذي فعلتوه الجامعة غير التامر على بعضهم البعض طول الجلسة اغلبهم نايمين,1,0,0
370,وهاب نتمنى أن لا ينظر علينا احد بمحاربة الفساد وهذا يعني محاربة الفساد فاسدة أيضا ,2,2,2
371,زمن التبعية والتعطيل جبران باسيل وئام طلال و جميع احزاب اذار يمثلون التبعية لنظام الأسدي,2,2,0
372,لاتعرف اسئل حزب الله وخروفه باسيل ,1,2,2
373,ياابو ريدا بدك تستشهد بكلام مظفر النواب لازم تكون انسان حر مو انسان طرطور ,1,0,0
374,كلهم شركاء في نهب المال العام اصبح الوطن فريسة ينهشها الضباع ,2,0,0
375,اذا الله عاطيهم ذكاء بالعيلة ومش عاطيكم شو ذنبهم ,2,1,0
376,مضيفا نحن بزماننا ما كان عنا غير مجنقات بخارية قال بدهن الكترونية قال حاج اكل خرا,1,2,0
377,يستاهل الدعس ,2,2,2
378,في كم وزير يمكن مش كذابين بس شكل وجُّن ونبرة صوتُن ما بيوحولك إلا بالكذب، خِلقة 😎,2,2,0
379,فيق على حالك و إنتبه ما تقول شكراً قطر بعد عدة أشهرمن شهرين كنت عم بتسب إرسلان ,2,2,0
380,تعا لدق راسي فيك يا حيط و بالنسبة للكلاب العونية احلى كلاب ع المزابل,0,0,0
381,فاسد ,1,2,2
382,عالم عم تموت جوع وحرق وبرد وتفجير مختلف أنواع الموت موجود ببلادنا لما حدا يفتح تمو بيقلولو خراس انت برا البلد لا عيني مارح نخ…,2,0,0
383,هاد داير فيها الحلبية شعب طيب والحموية بينحبوا وجبل العرب كلهن شهامة والشوام أحسن ناس والأدالبة أحلى عالم وبالآخر مسمينه أبو عبدو الجحش,1,0,0
384,يرثها عباد الله الصالحين ,2,2,0
385,خابي لفرد المي يا ولد تما تئذي حالك يلا شراب حليب ونام ,2,1,0
386,كل ردودكم المتفلسفة عن غباء كامل ان دلت تدل على كذبكم ونفاقكم وغبائكم وجبنكم وهزالة مواقفكم وضعف بصيرتك… ,1,1,0
387,إخزاك الله كنا مخدوعين فيك او انك أفدغ مصحوك عليك تمدح كلب إيران وحزب اللات القذر ,0,0,0
388,هيدا اصله سوري ويجب سحب الجنسيات من السوريين لان ما النا خير بهيك ناس,0,0,0
389,اقترح عالدولة تستحي على حالها و تضبك بشي سجن نرتاح من فتنتك أو ياخدوك ع دير الصليب يعالجوك خلصنا هبل قرفتنا ,2,1,0
390,ما دمت على طريق الحق نحن معك ,2,2,1
391,شلة بهايم معاقين,1,0,0
392,لعنة الله على قاتل السوريين و ليش ما تتكلم عن اليمن لعنة الله على قاتل اليمنيين و ليش ما تتكلم عن العراق لعنة الله على قاتل العراقيين و ليش ما تتكلم عن فلسطين لعنة الله على قاتل الفلسطينيين و ليش ما تتكلم عن ليبيا لعنة الله عليك و عالساعة الي شفتك فيها,2,0,0
393,انقبر كول هوا كل الاحزاب والمليشيات اللبنانية والاحتلالات والارهابيين والعصابات المسلحة قبل الحرب وبعد الحرب أطل…,1,0,0
394,سندات خزينة مش وديعة يعني دين عليه فوائد ما لح يشيلوا الزير من البير هالنص مليار ,2,2,0
395,ما يبقى بعد النظر الا البقر بعد كل مخازي ونكبات ثورات الإخوان الخرفان مازال هناك بقر,0,0,0
396,الله لا يوفقوا ,2,2,2
397,تبقى الخراف كل عمرها خائفه من الذئاب علما بأن الخوف الحقيقي هو الراعي,2,2,0
398,زحطي يا تفنيصة انتي بلشتي بلوك,1,0,0
399,لبنان و قطر مخترقين داخلياً من ايران فلا تستغرب ,2,0,0
400,كول هوا يازلمة,1,1,1
401,كلام صحيح وبموضوعية من دون تموضع وتوجه سياسي ,2,2,2
402,ما احمرك ياشلاش الخنزير,1,0,1
403,يلعن اخت الكذب، الزامبي ليس مسلم ومباراته كانت قبل عدة ايام من اللاعب المصري الكويت نيوز لا للحقيقة نعم للهبل,1,0,0
404,الاسد لا حضور له مع الخراف ,2,0,2
405,وقد عبر عن ذلك بشكل علني ومباشر وزير الخارجية جبران باسيل في كلمته التي حصدت اجماعا عربيا في القمة العربية التنموية,2,2,2
406,على الأقلية ان تصبر وتعمل وتشد أزرها لتصبح اكترية لا ان تستقوي وتشبح لتوصل,2,2,2
407,اهلا بكلام مسيلمه الكذب ,1,2,0
408,نرجوا من جميع محبين الدوله واللواء عثمان عدم الرد على هذا الموتور حتى لا يعطى قيمة اكبر من حجمه وشكراً ,2,2,2
409,كأنك بتشبه الشباب او انا غلطاني يا تومي ,2,0,0
410,تضربو بهالمنظر ياللي عم تقطعو الكهربا عندي امتحان بكرا وبدي ادرس شو مشانكم حسبي الله عليكم بس,1,2,0
411,ما بكفي الحذاء يجب محاسبتهم جميعا ,2,2,2
412,لو بس تغريدة وحدة لصالح لبنان او للمنفعة بدل الثرثرة والنسنسة لن يضرك الاهتمام بالوضع الداخلي ولكنك ا… ,2,2,2
413,كول هوا افضلك,1,1,1
414,ع فكرة مو بس المثقفين العرب حمير في مثقفين اجانب بيوزنوا الف مثقف عربي بالتياسة,0,2,0
415,نجحنا بقوتنا شكراً فخامة الرئيس ومعالي الوزير جبران باسيل,2,2,2
416,ما تحكي باسم المردة يا قريع لان الفنيانوس شي والمردة والبيك شي تاني واسأل البيك عن علاقته باللواء قبل ما تنظر يا خرا اكلب من كلب انت,1,1,0
417,هل يجوز ان تتاجر وتحتمي بدماء مرافقك ,2,1,1
418,طبعاً جبران باسيل ولا مجال للمقارنة مع أي شخص آخر,2,2,2
419,عندما يغرد القرد جبران باسيل,1,2,2
420,خراس تضرب بهالراس,1,1,1
421,العمى بقلبك شو سخيف إن شاء الله بضل الشيخ سعد عقلبك وحارق دمك ,1,2,0
422,صرنا عاملين مسرحية الكيماوي خمسين مرة لنعطيهم ذريعة واهية يستخدموها باسقاطه بس عبث ما عمينتهزوا الفرصة يللي عميدفعولنا,2,2,0
423,عجبَكْ هيك استاذ وئام فهمنا انّه الولد العاطل بيجيب لأهله المسبّة بس كتير هيك قلّلوا تهذيب معك يلّلا… ,2,2,0
424,العما بِقلبك ما أتقل دمّك و ما أسقلك ,1,2,1
425,طول بالك لا تعرف من وين الخير ,2,1,1
426,جبران باسيل اكثر الساسة نفاقا,1,2,2
427,لك ضَل حدا ما بعبص بهالبلد كرمال هالجحش يلعن روحك انت وأبوك,1,1,1
428,الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,1,1,0
429,ههههههه قمة مهزلة قمة جبران باسيل الفاشل,2,1,1
430,كول هوا مرة تانيي وحلوا عن طيزو وطيزنا ومقلعين شوكنا باءيدينا ملا صرماية,1,1,1
431,اقوا شخصيتين لاهذا العام في لبنان سماحة السيد حسن نصرالله ومعالي الوزير جبران باسيل  ,2,2,2
432,هي واقفه على عماد عثمان فقط اذا دققنا بوضع البلد نجد أن وضعه انهار وسقط من اسقطه لا أحد من نهبه لا أحد من الف  ,2,2,0
433,زبون السوريين منذ اكثر من عشر سنوات ,2,2,2
434,المقارنة بين جبران باسيل والدكتور سمير جعجع لا تجوز،الاول ناشئ في السياسة والثاني زعي…,2,2,2
435,جبران باسيل دائماً بمواقفه في الاستحقاقات الدولية بيرفع الراس,2,2,2
436,كول هوا يا هوا,1,1,1
437,شو عم تبع رسايل لجماعتك بقطع المي ياعديم الانسانية يافلاح يا ضيعجي ويا فلاح خود الفلسطنين يلي خايف عليهن ع قطر مو ناقصنا قرف بسوريا,0,0,0
438,تأبط شرا باسيل جبران,2,2,2
439,نحتاج الى حكومه جديده والقديم يروح يتقاعد لان الشعب شحد من وراهم وفلسو البلد ,2,0,0
440,كل الصواريخ وماصار عنا شي اعرف ياحمار الله معنا انتو مين معكن كلاب السعودية سلمان لبغل لي باع شرفوا انصحك بدراسة التاريخ,0,0,0
441,نشرتكم مقابلة لوزير الخارجية اللبناني جبران باسيل مع سي أن أن تثير الجدل على منصات التواصل ما السبب؟,2,2,2
442,افكار نازية   ,2,2,2
443,طرش غنم منعدمة عندون القدرة على التفكير بس اجترار الخطاب الممانعجي المعفن,0,0,0
444,وهذا من حق الوزير الملك جبران باسيل,2,2,2
445,كلين للتخسيس,2,2,2
446,لعنه الله عليك ي شيعي ي حقير ي واطي يابن ست وستين كلب,0,0,0
447,مسكين مصدق روحك وأهل لبنان ردو عليك وإيران وروسيا إيش دورهم في سوريا وأنت اكبر داااعم للإرهاب يالمنافق ,1,0,0
448,هاد نفسه بيآمن بعزرائيل,2,2,2
449,قلتلي بلا كذب و احترم عقلك سؤال لو انا قلتلك ياهن كنت اعتبرتني مهذب؟ وبشكرك بكل الأحوال وبكل محبة واحترام,2,2,0
450,مجرد ظهور جبران باسيل في اي مؤتمر صحفي او حديث للإعلام في شأن لبناني او غيره يعطي انطباع بأن هناك تعقيد…,2,2,2
451,حاج تياسة ما في هيك شي,2,2,1
452,ارمني كلب حقو فرنكين مرتزقة و حثالة بهدلتو و مسحت فيه الأراضي و ما جاوب,0,0,0
453,مافي غير جبران باسيل الي عم يلعب ب النار تحت مرأى و مسمع رئيس الحكومة,2,2,2
454,جيب الصحن وتعا يا خرا ,1,1,1
455,وكم نتمى لو اقتدى عماد عثمان بضباط سابقين وحاليين من السلك العسكري وكان مثلهم صاحب مناقبية واخلاق عالية… ,2,2,0
456,يا جماعة عيد حضرة مبارك لنا ولكم من الشيخ كوربن بس اذا حدا بيشرحلي شو هاد عيد الحضرة أكن لهم من الشاكرين,2,2,0
457,اسود منك ومن كلامك وقلبك وشكلك ما شفت لا تحكي عن القتل يا صاحب الوجه البشع وبشارك قتل الملايين من الشعب… ,1,2,0
458,شكلك موظفه في بارات الدوحة او قواده لان مستعربين الشمال وخصوصا اللبنانيين مايملكون غير هالمواهب ,1,2,0
459,انت لازم يحطوك بدير الصليب  هيدا اذا قبلو فيك لانو بتصير الصرامي تضهر من تمك وتضرب المرضى  الحق على يللي ما كبك بالحبس ,1,2,1
460,كلكم أذناب من نفس الفصيلة ,1,0,0
461,فخامة الرئيس لو شي فقير عبيعمل غرفة حتى ينيم ولادو كان تمرجل عليه عماد عثمان بس هذا الزلمي اسامه شهاب عامل مشروع بدون رخصة,2,2,0
462,سؤال مفخخ أغلبية التويتريون لا يحبون ولا يطيقون جبران باسيل,2,2,0
463,لا عيني هول لعونيه وتيارهم ماحزرتي شعبيتكم ع اد مجموعه نمل اسود متل قلبك,0,0,0
464,هتلر,2,2,2
465,ما بسلم عليك اللواء ب بقلك بس يجيه مذكرة يجيبك بجيبك   ,2,2,1
466,طيب يا عاهة جرحى مو معناها من المعارضة ممكن يكونوا مدنيين كمان 😂 وانت لو ماكل شظية بتروح بتتعالج ولا بتضل قاعد لحتى يصفى دمك وتموت؟ 😂,1,2,0
467,هل تعلم انو اذا قوّصت ابتهاجاً بشهادة ابنك رح تحصل فوراً ع شهادة حمار وهي أقوى من شهادة ابنك ومعترف فيها عالمياً,1,2,2
468,شو نوع تربيتك يللي عم تشتم شيخ تويتر فضح فاشستية المقيتة والالغائية ,2,2,0
469,مزرعة كل مين إيدو إلو ,2,2,2
470,هيدا ايراني فارسي يهودي من احفاد القرده و الخنازير,0,0,0
471,ليك يا كلب بتسد بوزك وحدك احسن ما نسيك اسمك ولا واطي,1,1,1
472,قبل ما تترحم وسام الحسن كان مشارك بقتل الحريري والحريري كان عارف ومن اغتاله للحسن حتى يأخذ ثئاره لوالده… ,2,2,0
473,زرع شعراته ولوووووو فيهن    ,2,2,2
474,كول خرا ,1,1,1
475,طفل خارجية لبنان,2,2,2
476,مشكلتهن بينسوا واقعهن المرير حاسبين حالن شغلة كبيرة ,2,2,0
477,العمى شو كنا بهايم هدنك الساعة,1,0,1
478,ما نايكن الا جبران باسيل عن جديد منا وجر,1,2,2
479,تفو علي طول عمرو واطي روح نضب ياطلال ياعيب الشوم عليك بس شو بدي يحكي الواحد طول عمرك هيك رخيص,1,0,0
480,والله يا استاذ وئام بعتقد انو الشعب صار بدو تغيير لانو غاشي و ماشي ,2,2,0
481,برافو هكذا انتم خواريف الزعيم وانت يا حسين خاااااروف ماااااء,0,0,1
482,قطر أصبحت مفهومه من الجميع ولكن البعض مطر للتعامل معها ,2,2,2
483,كووول خرا يا اجدب مين شايفك يا فار من العدالة يامجرم ,1,0,0
484,روح لطوم راسك بالحيط و عيط ما شفت اوسخ من كلاب حركة امل من كبير العيلة و نزول,0,0,0
485,معلومات الخطوة القطرية اتت اثر مشاركة امير قطر في قمة بيروت وبعد مساع بذلها وزير الخارجية جبران باسيل,2,2,2
486,سياسيين جداد مش شعب الشعب قلبو معتّر و درويش شعب من طيبتوا السياسيين الاوغاد استغلوها شعب لي مرق عليه,2,0,0
487,على الرحب يا جماعة السدس   ,2,0,0
488,مصدر هرا هراء مصدر هري هريان هههه,2,0,0
489,خلص كول تبن ,1,1,1
490,هاد يلي بجيب المسبة لحاله ,2,2,2
491,شو رأيك تاخد نفس الوفد وتروح على فنزويلا، وسلامي الى الرفيق مادوروفيك تطرئلك شي بي… ,2,2,0
492,لنك رخيص ,1,0,1
493,واحد كموسيانجي من وين عّم يدفع قسط ابنه ومعيشته بلندن حوالي الف دولار بالسنة من وين عمر,2,2,0
494,الله يحميك وئام وهاب ,2,2,2
495,وانا واحد من الاشخاص اللي صاروا يحبو جبران باسيل من ورا الهجوم عليه,2,2,2
496,على راية يوسف علاونة ربي اغفر لي واعرف انك لن تغفر لي اقترح ان نعرض امك ع طبيب بيطري لنشوف اي جحش ابوك  … ,1,2,0
497,كول هوا وانصرف من هون,1,1,1
498,كول هوا يامهجن ياخلية نحل قذرة منتشرين من حر ماتونسون,1,1,1
499,الوزير باسيل غياب سوريا خسارة علينا,2,2,0
500,و تبقى فلسطين اقرب و اشد مظلومية يا ليتهم نادوا بفلسطين و الباقي يلي,2,2,0
501,صاحب القصيدة شريك القرضاوي وحافظ القرآن وإمام الحرم ,2,2,0
502,جبران باسيل لا تلوموه وتنتقدوه وحده الذي لا يعمل لا يرتكب الهفوات ومن يبقى بلا حركة لن يكتسب بالطبع لا خبرة,2,2,2
503,فشرت برقبتك يا واطي تاريخنا و حاضرنا و شعبيتنا و مستقبلنا بيسوا رقبتك يا عديم الاخلاق ,1,2,0
504,الإعلام المأجور لم و لن ينال من سمعة العماد ميشال عون والوزير جبران باسيل,2,2,2
505,قبل ما تحكي هالحكي شوفو الشعب اللبناني يلي عم بيموت قدام المستشفيات ويلي مش قادرين ندفع لنعيش ولا ناكل… ,2,2,0
506,وين الغلط اذا قال انه ل بيوعظ بموضوع جبران باسيل و بيقبل بالتهجم عشخص الرئيس بري بكون عم يكيل ب…,2,2,2
507,هههه كيف طلعت معك هيدي لا تسأل قديش       ,2,2,1
508,هيدا الصحيح سلمت يداكي ,2,2,1
509,اهلا و سهلا بامير قطر تاج راسك يا فاسد يا بوق روح عقطر و شوف التطور و التمدن و الاحترام ,1,0,0
510,بحب قول لكل واحد مش عاجبه كلام الوزير الملك جبران باسيل روح حفرلك شي جورة وشك راسك فيا,2,2,0
511,وئام وهاب وصرمايتي سوى وئام وهاب راسو راس خنزير بجسم انسان العماد عثمان بدو يكسر راسك انت ومعلمينك ,1,1,0
512,غيرو الدستور وشوف إذا بكون طائفي بعطيك يلي بدك ياه على فكرة إعادة المسحين مش خطأ للبنان وهذا,2,2,2
513,قذر مقرف حقير سافلة أقل مايقال عم مارسيل غانم,1,0,0
514,اوكي خيي بايخ تركتلك الهضامة الك ههههه,2,1,1
515,انت مين قاريك؟ واحد حقود بدك تمشى العالم على ذوقك,1,2,1
516,خلص ولوووو بتلعي النفس ولك ستي ما بتنق وبتحكي قدك متل نسوان الفرن العقاب لوهاب وهاب قاتل ابو دياب ,0,2,0
517,شو خلصنا من العونية طلعولنا كلاب نصرالله يهوشو,0,0,0
518,بدنا ندعس بقلبكن ولي شعب وسخ و مجرم متلكن متل نظامكن مجرمين روحي انقبري  الله لا يقيمكن و انشالله بضلكن بهالهمة لتنتهوا,0,0,0
519,وانتي مال أهلك يا معرضه خليكى فى بلدك,1,2,0
520,كيف عملتيه شيخ يا شيخة ,2,2,0
521,لك بحضي هالرائد أفي منو,2,2,1
522,هيد الشعب مش بحاجة لاموالكم هيد شعب بحاجة لضمائركم الغائبة ,2,0,0
523,ولعت بين ال والجديد عم يتهموا بعضن بالقبض والتبعية وبيع الضمائر والكرامات,2,2,0
524,شكراً جبران باسيل لانك ضمانتنا    ,2,2,2
525,صدقني انت بتضحك اكتر    ,2,2,1
526,قوية معاليك العقل الواعي هو القادر على احترام الفكرة حتى ولو لم يؤمن بها ,2,2,2
527,عماد عثمان رح يدعس راسك أن شاء الله وغدا لناظره قريب ,2,1,1
528,الشيخ أسامة بشرف راسك ,2,0,2
529,وانت شو دخل هلق معلمك جبران باسيل هوي لي بيحكي عنا او نسيت وهاب شو حكي عنك فكر فيها,2,2,1
530,جبران باسيل من اي نوع هاد فريد من نوعو لسع ما نزل موديل متلو فاشل بدرجة برفيسور بلفشل,2,2,0
531,انت تطلب من السوريين العودة الى لبنان هل تريد ان اقبل بهذا؟ انت تتكلم بالصراخ وانا اريد عقل وفكر اسمعه… ,2,2,0
532,وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه ,1,0,0
