,text,true_label,without_label,adv_labels
1040,@SteinbachErika Dieser Pfaffe erinnert mich an das ganze pädophile Gesindel,0,1,0
1041,"Liebe Freunde, packen wir die größte Verbrecherorgañisation am Kragen! |LBR| Verniçhtung der Sozis!",0,0,0
1042,@KonseqLiberal @MiataMuc @hilbig_hilbig Was bist Du denn für ne Schwuchtel?,1,1,1
1043,@ThiloAdamitz @Tom174_ Kommt auf den Gesamt-Mann an.,2,1,1
1044,Deutsche steht auf! Nieder mit Friedman und der Ostküste! |LBR| Freiheit für Europa!,0,0,0
1045,@Tom174_ @dwarfplanet @RF_WDA @tollversterker Ich bin Dein größter Fan.,2,2,2
1046,"Ich habe gestern auf meiner Facebook Fanseite nichts weiter geteilt als die Rede von Martin Sichert über den Familiennachzug. |LBR| Das alles von einem Profil einer Freundin, dessen Profil vollständig Privat war. |LBR| Meine Seite und ihr damit vernetztes Profil wurden deaktiviert.",2,2,2
1047,"Ich befürchte, das mit der globalen Erwärmung können wir auch dieses Mal wieder vergessen 😞",2,2,2
1048,"@musevg Und ich finde Ihre Schuldzuschreibung an die SPD 2013 ""arg mager"". Denn die Linke hat sich da wahrlich nicht koalitionsfähig präsentiert. Dass die SPD sich - weit überwiegend - nach radikal links abzugrenzen vermag, verbuche ich auf ihrer Haben-Seite.",2,2,2
1049,@cducsubt und @spdde arbeiten das erste mal Richtig in den letzten 4 Jahren.... |LBR| 😀😀😀😀😀😀😀😀,2,2,2
1050,Im Katholizismus darf nur ein Mann Papst werden. |LBR| Im deutschen Feminismus darf nur eine Frau Gleichstellungsbeauftragter werden.,0,0,2
1051,"Gegen #FakeNews braucht es kritische Mediennutzung: was ist belegt, wer ist die Quelle? #BTW17 #vt2017",2,2,2
1052,@Neodeutscher @KonseqLiberal Ich bin auch nicht deutschenfreundlich. Ich würde mich schnell assimilieren ☺,2,2,0
1053,@MiataMuc @KonseqLiberal Die Liebe des @KonseqLiberal zu mir ist offenbar unendlich 😀,2,2,2
1054,"@connor_larkin @kjempeslu Schon mitgekriegt, dass wir in einer repräsentativen Demokratie leben?",2,2,2
1055,"@DonBarbone @hannes_elefant @ChSascha Und da ich kein kleines Mädchen bin, so wie Du offenbar, kann ich eine solche Meinung ab.",1,1,2
1056,@MiataMuc @mountainman1977 Außerdem bist Du ja auch was gaaaaanz Besonders 😁,2,2,0
1057,"So Schluss jetzt für mich mit der @spdde , dadurch das es zur Großen Koalition kommt, wird der Rechte Rand noch größer werden, dafür auch ein großes Danke an die SPD",2,2,2
1058,"@oadiakosmos @transsimian @Schnubb36 @gselsbaer @Schockadin @Fjordspringer @3rd_stone_f_sun @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Ja,ein Mensch behauptet,was der Gott,den er sich ausgedacht hat, alles von seinen Schäfchen will, damit er möglichst viel Macht und Vermögen bekommt und die Schäfchen glauben ihm seine Geschichten. Drohung bei Zuwiderhandlung und Belohnung die es nie geben wird darf nicht fehlen.",2,1,2
1059,@sentenza66 DIESES GESAMTE GESOCKSE MIT IHREM CLAN MUSS INNERHALB EINES TAGES RAUS AUS DEUTSCHLAND!,0,0,0
1060,"@ArasBacho Aras, du bist doch ein FAKE, oder?",2,1,1
1061,"Es lohnt sich für die ganze #Gesellschaft nicht nur das Trennende, sondern auch das #Verbindende zu suchen - Romeo Franz zum #Romaday",2,2,2
1062,@petertauber Das ganze Postengeschacher ist Schmarotzertum !!! Das ganze Pack gehört weg gejagt !!!,0,0,0
1063,"Was Ihr ""sexuelle Belästigung"" nennt, ist für mich eine gepflegte Unterhaltung in einer Homo-Kneipe. |LBR| #MeToo",0,2,2
1064,@_StultaMundi @xxgiana @markrudolph2701 Das ist doch eh alles Kokolores. Sexuelle Belästigung is ein aufgebauschtes Problem.,0,1,1
1065,"@rockToamna @elisalocuta @hrmnn01 Wir sind dran, fehlende Weiterleitungen zu ergänzen.",2,2,2
1066,@Freibeuterin So ein Bullshit zu hören und zu sehen braucht Keiner !!!,1,1,0
1067,"@oadiakosmos @Fjordspringer @AlfredAndPaul @3rd_stone_f_sun @transsimian @gselsbaer @TomBell46959788 @Schnubb36 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Soso, also wenn du zusammen mit 10 Leuten etwas beobachtest und du der einzige bist der in dem Moment Gott sieht, dann WEIßT du also, dass es Gott gibt, obwohl alle anderen auch beobachtet haben und nichts gesehen haben? Für dich gibts dann keinen Zweifel?",2,1,2
1068,ES WIRD SICH NIEMALS WAS ÄNDERN ;AUF DIESER wELT ;WENN NICHT DIE ELITÄREN AUSGELÖSCHT WERDEN !!! Die uns nur versklaven !!!,0,0,0
1069,für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair,1,1,1
1070,"@Tevsa Wenn der Staat was produziert, kommst immer was Gutes bei raus. |LBR| Die Geschichte beweist es!",2,2,2
1071,@RolandTichy Gibt es verlogenere Schweine als in der Politik ??? Auf einmal hat jeder dieser Loser gewonnen. Abgefuckte Hühnerscheisse !!!,0,1,1
1072,"@ZeichenTaten @ThomasMichael71 @mountainman1977 Dann machen die Konzerne halt nicht mehr mit, wenn es gehen ihre Interessen geht. Und dann?",2,2,2
1073,"@MiataMuc @ThiloAdamitz Jo, der ist klug und versorgt mich mit Pornos :)",2,1,1
1074,"Liebe Freunde,bin grad durchs Bahnhofsviertel gegangen.Das Grauen pur!",2,1,0
1075,@gabonn Wer lacht denn da so dreckig ???,2,1,1
1076,@Tom174_ @ThiloAdamitz Quatsch. Ich bin auch glatt.,2,1,1
1077,"Bei von Storch hätte man gern gewusst, wie Schächtverbot und Hetze gegen Beschneidung mit Bekenntnis zum jüdischen Leben in Deutschland zusammengehen soll.",2,2,2
1078,"@gerdhansi Wo bleibt die von der Luschenpartei ""Die Grünen"" organisierte #Menschenkette ?",1,0,0
1079,@erik_fluegge @Arndt_Klocke @c_lindner Hat er auch eine neue Führungsmannschaft bei der FDP angeboten? #machtSinn,2,2,2
1080,"""Mich freut, dass die Zivilgesellschaft unglaublich mobilisiert worden ist.“ EKD-RV @landesbischof Bedford-Strohm zum #Reformationsjubiläum",2,2,2
1081,"@emotiontouch @CaptainCalvinCa @ZDFheute @MartinSchulz @KuehniKev Träumen Sie oder sind Sie so naiv, wie soll die SPD bei Neuwahlen an die 34% bekommen, ich tippe eher auf 15% wenn die Unvernunft sich durchsetzen sollte!",2,2,2
1082,"@vogelwart79 @lahnduscher Klar, denn was wir unbedingt brauchen ist noch mehr Dummschwätzerei an Hochschulen.",1,1,1
1083,"@cosmos4u @Saxoniagerd @Hartes_Geld @Astroholl Man braucht bloß Koran und Hadithe zu lesen um zu wissen, dass Islamismus untrennbarer Teil des Islam ist.",0,0,2
1084,"@KonseqLiberal Wer stalkt hier wen, hä?",2,1,0
1085,Und die Grünen und ihre Sozis wie immer die größten Verbrecher am deutschen Volk.,0,0,0
1086,"@ibikus31 Diese Tierquäler Tiermörder, sollten selber geschächtet werden.",0,0,0
1087,"@PiqueCritique @5y5t3m_3rr0r ""Unfassbar"" und ""widerlich"" sind keine Argumente.",2,2,2
1088,Wie kann eine Universität ihre Reputation auf einen Schlag um 100 Prozent steigern? |LBR| Simpel: Den Gender-Studies-Lehrstuhl auflösen.,0,2,2
1089,"@sachark Lieber hundert Stimmen für die #AFD als eine Stimme für die #SPD , die #Scheinheilgste #Partei #Deutschlands oder der abgefuckten CDU",1,1,0
1090,@HolmHw @krippmarie @donrikus72 |LBR| Genau . viel mehr Meinungsdiktatur und Selbstherrlichkeit der Regierung gegen das Volk.,0,2,2
1091,@NPDWittenberg |LBR| hoffentlich werden es nicht noch mehr Asylanten. Stoppt die Asylantenflucht kann es nur heißen.,0,0,0
1092,"@hugresch @saltomentale Da Stimme ich Ihnen ausnahmsweise zu, dennoch hat sie eine deutlich andere Qualität angenommen.",2,2,2
1093,"@ManfredWeber @CSU #Hühnermist |LBR| Bin ich denn automatisch Nazi, wenn ich kritisiere, dass viele Rentner Flaschen sammeln, während sog. Flüchtlinge alles kriegen",0,0,0
1094,"@JekelAnke Liebe Frau J., Salafisten gibt es nicht erst seit 2-3 Jahren, oder in der Amtszeit von Frau Merkel, sondern die radikal Islamisten sind bereits seit dem 70'er Jahren unter uns. D.h., alle tragen die Mitschuld und die Verantwortung für Heute. LG",2,0,2
1095,@StephanusHH Sie haben das letzte Mal wen gewählt und würden jetzt aus welchem Grund sich wie anders entscheiden?,2,2,2
1096,@OnlineMagazin @Jim_Beau_27 |LBR| Deutsche sollten nie allein auf die Straße gehen. Hatte im der Jugend auch immer 2-4 Mann neben mir.,2,2,1
1097,Doppelanschlag in #Bagdad. Mind. 27 Menschen getötet. Hier u. da eine Nachricht. Sonst Stille. Bestimmt wird‘s später lauter.,2,2,2
1098,@petertauber Wohl eher die Hetzkammer der abgefuckten Altparteien. Da werden einige Bastarde mit ganz schön Dreck am Stecken dabei sein.,0,1,1
1099,"@Der_KaFee Keine. Unser Job ist es, Zugang zu den Stasi-Akten zu ermöglichen und so auch gesellschaftliche Diskussion zu befördern.",2,2,2
1100,"Liebe Freunde, Gauck,das Symbol des Sklaventums!",0,0,0
1101,Und die Amis haben recht!Sie Uberwachen ihre Sklaven!,0,0,0
1102,Heiko #Maas von der #SPD verwechselt politischen Egoismus mit Rückrat einer Partei,2,2,1
1103,wie lange müssen wir uns eigentlich noch krimineller #Ausländer in #Deutschland bieten lassen Frau #Merkel #CDU,2,0,0
1104,"@faber_christoph Wurde der Merkel schon 2015 von Australien empholen. Doch Dämon Merkel ,macht das Gegenteil.😠💩",1,1,1
1105,Welcher Zaussel bewacht denn da die Urne? bestimmt einer von @dieLinke #Bundestag,1,2,2
1106,"Voller Hass und voller Geifer, schreitet der rechte Rand voran, im Glauben unser Land zu retten, treiben sie es in den Untergang. #NoAfD #AfD",2,2,0
1107,"@XYEinzelfall |LBR| Alltag in Deutschland heute.Mann ,schmeißt alle Ausländer raus. Deutschland den Deutschen!",0,0,0
1108,"Bei ZDF ""Berlin Direkt"" dürfen Vertreter von Pro Asyl und Green Peace die Themen ""Klima"" und ""Einwanderung"" ""bewerten, und dann irgendwelche grünen Lokalpolitiker. Ausgewogen ist was anderes.",2,2,2
1109,"@MiataMuc @Tom174_ Ja, komisch. |LBR| Ist aber so. Ich würde mich auch mit 5 nicht schämen.",2,1,1
1110,"Verlasse von Zeit zu Zeit die Menschen, suche die Einsamkeit, um im Schweigen und anhaltendem Gebet deine Seele zu erneuern! Carlo Caretti",2,2,2
1111,@NBI_ffm @jusos Bin ganz Ihrer Meinung. Nur haben Sie mich nicht verstanden oder verfälscht wiedergegeben.,2,2,2
1112,So ein Angriff ist ungeheuerlich. Ich verurteile diese Gewalt aufs schärfste. So etwas darf es nicht geben.,2,2,2
1113,@Berlincopa @Hage_W Ideologie und Ressentiment trüben die Urteilskraft bis zur völligen Kenntnisnahmeverweigerung. Kennen wir von 1943ff,2,1,0
1114,"Deutschland, Deutschland über alles, |LBR| Über alles in der Welt, |LBR| Wenn es stets zu Schutz und Trutze |LBR| Brüderlich zusammenhält, |LBR| Von der Maas bis an die Memel, |LBR| Von der Etsch bis an den Belt - |LBR| Deutschland, Deutschland über alles, |LBR| Über alles in der Welt!",2,0,2
1115,"Ein libanesischer Freund: „Überlasst mal Chaos und so uns. Steht euch Deutschen nicht“. Oh je, Weltbilder bröckeln. #Jamaika",2,1,0
1116,@kjempeslu @connor_larkin Sie können ja nicht mal explitzit und implizit unterscheiden.,2,2,2
1117,@mountainman1977 @ZeichenTaten @ThomasMichael71 Richtig. Die Industrialisierung der Landwirtschaft war ein entscheidender Faktor um aus dem Kreislauf Armut auszubrechen.,2,2,2
1118,@rspctfl @Innenwelttramp @ThomasMichael71 @houelle_beck @ergroovt @ksemann2 @DrKassandraPari Ich wiederhole: Was hälst Du vom Propheten Mohammed?,2,2,0
1119,@BlondJedi @dittmar_katrin Zum Mond? Da sind doch auf der Kehrseite schon die Reichsdeutschen mit ihren Flugscheiben -UFOS.,1,1,0
1120,"@Pirat_Bernie @mlooks Nee, Scheiße kommt woanders raus.",1,1,1
1121,"Da kommt vieles zusammen. Essen, Kleidung, Lebensstil... |LBR| Moustafa kannte zB Haustiere nicht. Hunde im Haus? Aufm Sofa? Katastrophe für ihn.",2,1,1
1122,"Arbeitslose Ausländer sollte man abschieben, spätestens nach einem Jahr Arbeitslosigkeit. #maischberger",2,2,2
1123,"@dierechten Ohne Schußwaffe geht heut gar nichts mehr.. |LBR| Gebt Schußwaffen frei ,wie in den USA.",2,0,2
1124,"@rspctfl @ergroovt @Innenwelttramp @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Klar, ungleiche Rechte sind für Dich gerecht. Du wirst nicht sympathischer. Aber das erwarte ich von einer Muslima auch nicht.",0,2,2
1125,"@SunTsu Nein, darauf ist niemand stolz. Und die Kirche geht das Problem mittlerweile an wie kaum eine andere Institution.",2,2,2
1126,"#Palmer hatte in einem Spiegel-Interview Zäune an der EU-Außengrenze, auch bewaffnete Grenzer gefordert.",2,2,2
1127,@BonkeKolja |LBR| Was wäre damals bloß bei adi mit dem passiert?,0,2,2
1128,"Gysi, Lafo, waagenknecht sind im Volk beliebt. Der Rest ist Müll und wird nie Wahlen gewinnen. @b_riexinger",1,1,1
1129,@UdoUlfkotte Hauptsache den Asylanten gehts gesundheitlich gut. Deutsche Patienten(Rentner) können sehen wo sie bleiben.,0,0,2
1130,"Was hätten jene, die jetzt sagen: „SPD gibt sich auf“ geschrieben, hätte sich die #SPD so verhalten wie die #FDP? #GroKo",2,2,2
1131,Vielleicht gibt es in Deutschland noch ehrliche Menschen. Aber niemals mehr npd!,2,1,0
1132,"@KonseqLiberal Hast auch sonen Bauch, wa?",2,1,1
1133,"@PaulPlotzer Mir ist ein Gauland am Arsch lieber, als eine Nahles an der Fresse",1,1,1
1134,warum muss ich mir in der @aktuelleStunde einen deutschen Jammerlappen anhören #WDR,1,1,1
1135,@clydevpg @LarsWinter_ Nur nicht gegen 10 Neger gegen eine Frau z.b. Wie es wohl war.,0,1,0
1136,"@ArminPh @LauHofmann Stimmt, der Kohleausstieg muss schnellstmöglich kommen. Fahrlässig, dass sich vor allem die FDP in den #Jamaika-Sondierungen so massiv dagegen gestemmt hat.",2,2,2
1137,Horst #Seehofer ist für mich nur noch ein Dummschwätzer #CSU,1,1,1
1138,Die Pfaffen sind immer gleich! Heulen mit den Mächtigen!,0,0,0
1139,"@MarioBuchinger Oder, sanfter formuliert: Die Gesellschaft ist nicht verantwortlich für die Entscheidungen, die von Frauen getroffen werden.",2,2,2
1140,"""Überall dort, wo kirchl. Einrichtungen als Arbeitgeber (...) fungieren, ergeben sich Chancen für die berufl. Förderung von #Flüchtlingen.""",2,2,2
1141,@AfDBerlin @balleryna |LBR| Das ist der Anfang des Bürgerkrieges.,2,2,0
1142,"Gut, dass Kauder sich jetzt zum Antisemitismusbeauftragten und zu seiner Ausstattung ausdrücklich bekennt. @cducsubt",2,2,2
1143,@Bartzissey @MiataMuc @mountainman1977 Willst Du mich jetzt herausfordern?,2,2,2
1144,Wenn alle vegetarisch leben bekommen dann auch alle so hässliche Haut wie simone peters? #JamaikaKoalition,1,1,1
1145,@kahrs @JoshuaStrack Einen schönen Tag wünsche ich Dir Johannes!,2,2,2
1146,"Sozialabbau und Kriegsbefürwortung machen #SPD chancenlos. Schulz war |LBR| dabei, schafft er die Wende? Taten, nicht Worte gefragt!",2,1,2
1147,"@dieterjosef @stefanolix Ich kann mich nicht erinnern, dass MLK jemanden ermordet hat um seine Ziele durchzusetzen.",2,2,2
1148,"Was er sagt: ""Ich bin Feminist"" |LBR| Was ich höre :""Titten, Muschis, gebt mir Titten, Muschis"".",2,1,1
1149,"@StapelChipsYT Ja, wir Männer sind schon genial. Dieses Patriarchat ist unsere beste Idee. Teuflisch raffiniert 😈",2,0,0
1150,"@MiataMuc Ich wundere mich nur warum ein Hund auf menschliche Männchen steht, wie hier bereits öfter bezeugt 😀",2,1,2
1151,Nach Angaben der Vereinten Nationen (@UN) sind im Zuge des Konflikts im #Jemen bereits mehr als 7.000 Menschen getötet worden.,2,2,2
1152,"@El_Mocho2 @stefanolix Immer dran denken. Du gehörst zu den Menschen zweiter Klasse, die auf dem Amt ihren Ausweis zeigen müssen.",0,2,2
1153,@Westminster1000 Laßt doch endlich mal den Schuldkult beenden. Zeit ist !😠,0,2,2
1154,@MiataMuc Ich könnte auch mein Barett aufsetzen und die Armeestiefel anziehen. Und sonst nix 😀,2,1,1
1155,@Beatrix_vStorch Nicht das ich wüsste. Drum dämonisch!,2,1,0
1156,@mountainman1977 @Bartzissey @MiataMuc Vergiss nicht den Juristen an Deiner Seite.,2,2,2
1157,"Freiheit für Deutschland, Freiheit für Europa!",2,2,2
1158,@Verlierer50 Nicht reden. handeln. Sofort. Umgehend!,2,2,2
1159,"@HollsteinM Stimmt 😃 Das ist die Deadline, die wirklich zählt... #Tatort 👍🏻",2,2,2
1160,"Ich schlafe nicht mit Frauen, obwohl sie es wollen. |LBR| #ichwars",2,2,2
1161,"@Kittypunk7 @thom2805 Eine liberalen Demokratie gegen ein autoritäres islamisches System, welches seinen Kindern beibringt, Juden zu töten. |LBR| Nein, die Verantwortung liegt nicht bei beiden.",0,0,0
1162,"@geruchtekellner Noch ein, zwei Twitter-Updates, und wir twittern einen ganzen Rosenkranz. /fxn",2,2,2
1163,"Also Freunde,machen wir die Sklaven öffentlich lächerlich.",0,0,0
1164,"@Jala_varietas Aber schön, dass Du implizit zugibst, dass es bei einem offiziellen Date erwartet wird, dass der Mann zahlt 😀",2,2,2
1165,"Jetzt wieder die typische AfD Hetze gepaart mit dreisten Lügen.... unmöglich, Linksfaschist #Böhmermann",0,1,0
1166,Antisemitismus nicht nur im Bundestag Thema. Anhörung dazu gerade im Ausschuss im #AH. Kampf gg Antisemitismus geht uns alle an.,2,2,2
1167,"Das deutsche Volk,ganz Europa,wird sich erheben! |LBR| GLAUBT AN DIE FREIHEIT!",2,0,0
1168,"Sorry ,hab den Hessenbooten zu unrecht beleidigt ,hab das ganze in falschen zusammenhang gebracht",2,1,0
1169,Und IM Merkel passt genau in dieses System der Zersetzung.,2,1,2
1170,"Solange es Frauen gibt, die bereit sind, sich hochzuschlafen, solange wird es auch Männer geben, die das für sich ausnutzen.",0,2,2
1171,@mountainman1977 @MiataMuc Geht Dir das denn bei Männern so?,2,2,2
1172,@xXxOPEXOBxXx @cAPSLOCKcHRIS Quatsch mit Soße. Jeder iss wie er iss.,2,1,2
1173,"@JedemEquality @rspctfl @Innenwelttramp @ThomasMichael71 @ksemann2 @DrKassandraPari Die Art Islam, die Frauen für männliche Verfügungsmasse hält.",0,1,0
1174,@ThomasMichael71 @Sakoelabo Vielleicht haben die alle ihre Tage.,0,2,2
1175,"Finde Darstellung der @AfD im #Tatort weder überzogen noch unrealistisch. Haben keinen Grund zu meckern. Sind ja nun mal Rechte, deren mangelnde Abgrenzung ins rechtsextreme Milieu hier bisher gar nicht thematisiert wird. Von wegen „Staatsfunk“ und so...",2,2,2
1176,ich will die #Mauer zurück und dann die schmarotzenden #Ossis und die #Flüchtlinge rausschmeissen,0,0,0
1177,"""Für eine solidarische Gesellschaft-gegen rechte Hetze"" Demo am Samstag um 13.30 Uhr am Alex. Bitte zahlreich erscheinen! @BerlinNazifrei",2,2,2
1178,"@mindph Dann verstehe ich Deinen Tweet nicht. Intersexualität ist nichts, was man sich ausdenkt. Sondern eine biologisch determinierte Abweichung.",2,2,2
1179,"@RolandTichy Der ganze dreckige Haufen von der abgefuckten SPD mitsamt deren machtgeilen Führern, die einer GROKO heimlich lustvoll entgegenhecheln, müsste geteert und gefedert aus dem Bundestag geprügelt werden.",0,1,0
1180,@Puettmann_Bonn Was für Politiker? Ich sehe immer nur hinterfotzige Heuchler und Schmarotzer.,0,1,0
1181,"@StefanScharf_DD @Claudia_Mertes Wenn christliche Fundamentalisten in Deutschland wieder Einfluss gewinnen, sag mir Bescheid. Dann werde ich meine Energie gleichmäßiger auf beide Religionen verteilen.",2,2,2
1182,"Zur Info für alle, meine Fanseite die über den Account einer Freundin auf Facebook lief, wurde soeben auch vom Netz genommen. |LBR| So wurde auch das Profil meiner Freundin ohne Grund gelöscht.",2,2,2
1183,An jeder Ecke der Abschaum!Dieses Land ekelt mich an!,0,0,0
1184,@r_digital @TuurAmash |LBR| ES SIND IMMER DIE PFAFFENBRUT!,0,0,0
1185,"@tschrammen @SoliDavidwache @hessenschauDE Der Webarchive-Link mit dem Stand von gestern Abend belegt, dass Sie unrecht haben.",2,2,2
1186,@ericcartmensmum @xXxOPEXOBxXx @HelgeThiessen @MiataMuc Die Klagen von MGTOW spiegeln genau das wieder: Rechtlicher Benachteiligung von Männern insbesondere im Scheidungs- und Familienrecht. Und im Sexualstrafrecht haben sich Feministen auch bereits sehr weit durchgesetzt.,2,2,2
1187,@Snape_Sama @JF_Hoffgaard |LBR| VOLKESSTIMME WIRD DIE BOLSCHEWISTEN DER SPD WEGFEGEN!,2,0,0
1188,@Sakoelabo @Padit1337 @SawsanChebli Bin Teil des Volkes. Also der Souverän.,2,2,2
1189,@marthori Danke für den Hinweis! Das PDF ist jetzt wieder erreichbar.,2,2,2
1190,@Beams_Game @hapatamast Sei Vorsichtig mit so ener Ausage,2,1,1
1191,"@Chat_Atkins Ich hatte es auch eher als Sammelbegriff verwendet, um ihn vom nationalistischen Kollektivismus abzugrenzen.",2,2,2
1192,@MiataMuc @hilbig_hilbig Streng genommen war das kein NudePic,2,1,0
1193,@Vergwohlrumpler leider .....wobei Linksgrüne selten was nützliches studieren.... ehr Philosophie und Kunstgeschichte,2,2,2
1194,"Verloren wäre die Zeit, in der wir nicht als Menschen gelebt, Erfahrungen gemacht, gelernt,geschaffen, genossen und gelitten hätten. |LBR| Dietrich Bonhoeffer",2,2,2
1195,@AfD_Support |LBR| Und wenn schon? Haseloff wartet darauf nur als Ablösung.,2,2,1
1196,"Grundschüler können zwar nicht richtig lesen, schreiben und rechnen, aber das braucht man für Gender-Studies ja auch nicht.",0,2,2
1197,@Wahr_Sager @PatriotGER @DaisyDuck1990 |LBR| Wo sieht man die TwitterVersion?Wo Update. Kann nicht mehr übersetzen,2,2,2
1198,"@raketenlurch @Kittypunk7 Wenn Freihandel schlimm wäre, müsste die EU ja ein Entwicklungsland sein.",2,2,2
1199,@Beatrix_vStorch Claudia Roth ist ein ekelhaftes und widerwärtiges |LBR| Individuum. Claudia Roth ist eine Schande für dieses Land! Es wird Zeit sie zu #Entsorgen,0,0,0
1200,"@THesmert @Die_Gruenen Genau. Hat nichts mit Religion zu tun. Deshalb rufen sie ja auch Allah an und verweisen auf Mohammed, der ebenfalls die Juden vertrieben hat.",0,2,0
1201,"@MeliDeluxe Was für eine geile Frau ,bist echt der Hammer .... 😍😍",1,1,1
1202,"@Christoph_Hi Ja, nehmen wir an, die westlichen Jesiden spalten sich von denen aus dem Nahen Osten ab und schaffen die Endogamieregel ab. |LBR| Dann haben wir zwei Formen, die sich nicht mehr respektieren würden. |LBR| Man muss eine Lösung für alle finden.",2,2,2
1203,@MiataMuc @Gwen_Ny_ @ericcartmensmum @HelgeThiessen Es heißt schließlich: Men Going Their Own Way.,2,2,2
1204,Diese @DoroBaer sieht immer mehr aus wie andrea nahles in den Klamotten einer übergewichtigen Nutte. #maischberger,1,1,1
1205,"wie strunzdumm die Moderatorin der @AktuelleStunde ist, erkennt man daran dass sie mit Enten spricht und sie selber wieder einmal an ihren fettigen Haaren #WDR",1,1,1
1206,@AynRandism @AliCologne @AkifPirincci In #Deutschland geben sich atheistische Flüchtlinge aus muslimischen Ländern meist nicht zu erkennen. Zurecht fürchten sie Gewalt durch intolerante Strenggläubige durch ihre Landsleute oder Ausgrenzung aus ihren Familien. |LBR| Wir bieten anonyme Hilfe und eine politische Stimme.,2,0,0
1207,@Verlierer50 |LBR| Obwohl ich als Christ bei Freiheit um jeden Preis anderer Meinung bin und die Zeit vor den 68er als Normal empfinde,2,2,2
1208,"Ich finde die Erhöhung der Zeichenzahl auf Twitter übrigens supi. Es entspricht jetzt genau der Anzahl, um vernünftig strukturierte Sätze zu formulieren.",2,2,2
1209,@loki777 @bjoern_aigudewi @LSVDHamburg @LSVD_SH @LSVDSaar @LSVDKoeln @LSVDNdsHB @LSVD_RLP In einem Punkt hast du Recht: es ist #paradox - denn die #Afd verfolgt eine zutiefst homophobe Politik,2,2,0
1210,"Mehr als 600 Mädchen sind 2016 alleine in Hessen von einer Genitalverstümmelung betroffen und wir diskutieren über Frauen, die ihr mittelalterliches Kopftuch in Staatsdienst integrieren wollen. |LBR| Das ist doch alles mehr als verrückt.",2,0,0
1211,@MarioBuchinger @Schneider91Ms @Tevsa @tagesschau Gleichberechtigung der Frau ist bereits lange erreicht. Individuelle Lebensweg sind Teil der Freiheit.,0,2,2
1212,@MartinSchulz Weltoffenheit ist im Auswärtigen Amt ein Fremdwort! Deutsche Botschaft in Manila strotzt vor Menschenverachtung!,1,2,2
1213,“...auf jede Fall kei Pferdekopf” Hessen vs. Mafia im #Tatort,2,1,0
1214,Friedman raus!Ab ins gelobte Land!,1,1,0
1215,"@tagesspiegel Der Gysi den mochten auch viele, die mit der ""Linken"" nichts anfangen konnten.",2,2,0
1216,@MiataMuc @TeufelsKueche @ericcartmensmum @HelgeThiessen Und ich sehe dabei sogar nackt gut aus!,2,1,2
1217,@MartinaRenner @Linksfraktion Ich gedenke der Opfer der sogenannten 'Flüchtlinge',0,0,2
1218,"@FeePatzer Sowas nennt man Ermittlungsarbeit. Herausfinden, was geschehen ist. Unschuldsvermutung. Rechtsstaat. Ein Polizeirevier ist kein weibliche Klatschparty mit der besten Freundin.",0,2,2
1219,"Und dann begann ich zu verstehen: |LBR| Für Frauen ist es Benachteiligung und Diskriminierung, wenn ihnen einmal nicht der Drink spendiert wird, sondern sie selbst dafür zahlen müssen.",0,2,2
1220,"@bluethenstaub @mountainman1977 @MiataMuc Jeder rechnet doch eh damit, dass er hetero wird.",2,1,1
1221,In #Saudi geht’s weiter mit der Öffnung: Nach der Fahrerlaubnis für Frauen gibt’s jetzt Kinos. Gut so.,2,2,2
1222,"@Karl_Lauterbach Da erkennt man, mit was für jämmerlichen Deppen die abgefuckte SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!",0,0,0
1223,Was ist dieser tarek leitner nur für ein fehlgeleiteter hurensohn? #orf #konfrontationen,1,1,0
1224,"@DrKissler Ich kann das Gelaber von ""hart bestraft"" nicht mehr hören. Die Gerichte wenden nur - meistens - die Gesetze an. Es ist am Gesetzgeber, einen angemessenen Strafrahmen vorzusehen.",2,2,2
1225,"@R1chtungsweiser Muslimische Länder gibt es doch zu genüge, wer hält ihn auf? Wenn er doch Angst hat kann er doch ""auswandern""",2,0,0
1226,"Irgendwie bringen Neujahrsvorsätze bei mir nichts. Wichtig ist, glaube ich, einen Kompass zu haben. Dann wird’s schon.",2,2,2
1227,@Colognerin Volle Konzentration auf mein Bundestagsmandat. Daher gebe ich auch mein Amt als Parteivorsitzender in NRW am Samstag ab.,2,2,2
1228,"@MiataMuc @KonseqLiberal @Neodeutscher Ich habe immer gesagt, dass ich aus der Mark Brandenburg stamme.",2,2,2
1229,"Schon der Vater,der als protestantischer Pfaffe freiwillig in die DDR ging,um den Bolschewismus zu huldigen.Die Tochter ist um Nichts besser",1,1,0
