,Unnamed: 0,Unnamed: 0.1,text,label
1499,2254,2254,البلد لا يتحمل التطاول على الاجهزة الامنية ورؤسائها فاحترم نفسك وكفى اهانة والا سنعرضك على حكيم بيطري او متخصص في عالم الدين… ,1
2717,5726,5726,تفيييييي على أحسن شيخ بسوريا ازا ما بدهن حرق العمى هدول باعو آخرتهم بدنياهم,0
194,168,168,اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ ,0
3279,3749,3749,واحد متلك بهيم ووسخ وما بشرفني ناقش حدا قاعد بلبنان وانتماؤؤ لمحل تاني فبرجع قلك بس تصير لبناني منحكي,1
1841,5086,5086,ما يصير تقول عن البنت ناقصه عقل وانت لاحقها من شارع لشارع يا بهيمه ,1
696,468,468,يا اخي روح عيش بسوريا كل نهار بتحلف وحياة بشار الأسد روححححححححح و القلب داعيلك ريحنا و أنا بعطيك مطربا… ,2
4094,2884,2884,ولاك انت يمكن سوري او جربوع او حيوان بس كون اكيد انو الحريري بصرماينو داعس عليكم,0
1823,1151,1151,كان هدفها الاسائة للسعودية فقط عبر تلفيق الاكاذيب كعادة هؤلاء الغجر معنا لكن تورطت مع حساب النرويج,0
3259,3605,3605,صيروا زلم ووقفوا بوجه ياللي مسيطرين ع لبنان بقوة السلاح وطلعوا خنازير حزبالة من بلدنا وبعدها تعال واحكي يا طرطور,1
2158,2867,2867,بتاريخ لبنان كله ما في سياسي تعرض ل إعلامي سياسي ممنهج متل جبران باسيل وقبله ميشال عون,2
112,4198,4198,انت لازمك حكيم بيطري ليعرف وجعك ههههه حرام العماد عثمان عاملة عقدة ,1
1096,3519,3519,كول هوا شايفني خايف منك يعني هواي عليك وعل امارات شعب ما يجي بالاحترام طز فيك وبلدك,0
1563,1361,1361,هل انتِ شاذة كي تدافعي عن هؤلاء المنحرفين,1
3969,5398,5398,اذا انتو الفلسطينية منقسمين فتح وحماس كيف السنة والعلوية بدهم يتفقو بعد ماقتل العلويين من السنة اكثر مما قتل اليهود من المسلمين,2
4508,271,271,الله يلعن لي بشرت فيك وقت خلقت,1
2700,3964,3964,أحسن شي بل الأنتخابات راشيل كرم  هضامة وزكا وحضور وبتجيبا ع الطاير,2
4169,1394,1394,شوية غباء على تطبيل جبران باسيل,1
451,5692,5692,جبران باسيل فوبيا العصر,2
2522,4941,4941,شو هالغبية او شو هالحمارة عم يحكي عن رجوع سوريا الى الجامعة العربية فشو دخل لبنان ؟,1
4139,2113,2113,يجعلهم بالحرق لسة ما نشف دمنا من زناختهم بلا مؤاخذة,1
4657,3430,3430,العمى في عيونك ما أجحشك يا كلاش يا شاوي النجس صاحب واجب يا هوا,0
4211,5561,5561,اكيد عم تستقوي بحدا يا محتال، ولو عملا شي مرة وسمي انت شيخ بعضلاتك شو بدك بخلدة والاوزاعي والكوستا برافا ,2
1731,2598,2598,ام ركبه سودا خرسي يا كلبه غسب عنك تنبحي في منشني هههههههه,0
3055,2686,2686,كلام اكتر من رائع يقال بحق الوزير المقاوم جبران باسيلاتعجب لامر البعض الذين باتوا يحللون ,2
4598,4882,4882,واحد متلك صباط يا مومانع هي لهجتكون الصباط على راسك,1
4210,1266,1266,سيدي لبنان أصبح تحت سيطرة إيران عن طريق كرسي الرئاسة خذ خطاب جبران باسيل في القمة الع…,2
1864,103,103,فهمتوا يا حقودين يا جماعة الحركة,0
119,2623,2623,شو بدك في هيدا حقو دولار  كلب عميل سوري ,1
4497,3760,3760,واضح انو فتنجي هيدا يا صهيوني يا قواتجي والاثنين واحد,0
4048,3423,3423,وانت ياحمار لازم كمان تعرف انت ومعلمك الهبيلة انو صرمايت لصغير بي بيت الحريري ابتسوى رقبتكون افهمت ولا برجع بعيد سدو لنيعك ياحقير ,1
1095,5096,5096,ولك ياجحش انتوا من اايوم الاول مطرودين ليش تبكي تبكي امك عليك بجاه ربي يلعن روحك ياحافظ على الخرا لي خلفتوا,1
399,5604,5604,لعما شو واطي ولوووو انت بشك انك درزي ابصر ما بحط بدمتي انت نذل و القناة يلي ملفيتك انذل صرماية وليد بيك عراصك يا حشرة,1
1922,868,868,صحيح يا صفيق ,1
2865,5580,5580,خراس ياششمة فرنجية خراس واذا مابتعرف شو يعني ششمة هي بيديه مرحاض  تلئ راسك يا حقير يا زبالة اصلا تاريخ عيلتكن اسود متل وجك,0
3632,243,243,جبران باسيل، بتحبو او بتكرهو، ما فيك تنكر انو قبضاي وببيض الوج كوزير خارجية سيادي وطني لكن تبقى مشكلتي معه ان حزبه يؤب…,2
1092,4437,4437,معالي الوزير شكرا ,2
1257,3658,3658,عيشة لا خدم فيها جدول لا ماء فيه,2
3792,4374,4374,صدق وهو كذوب انت اكبر ارهابي و منافق ,1
3906,2840,2840,صعب تشرح لواحد ليش فعلياً لازم يهتم بباقي الناس ويكون عنده و وهو تيس,1
3322,685,685,ياليت تطلب من بشار يعطيك الجنسية السورية,2
3536,456,456,ولك حل عنا حروب من ما طلعت ما خلصت الحكايه على أساس انتوا جبتوا الخير على لبنان بيكفي مزبلة هيدا… ,1
1458,1010,1010,انت حمار يا مارتن ولا بتستحمر؟,1
1269,4559,4559,ما بين الغباء وقلة الذكاء ما شفت اغبى منك,1
3913,2666,2666,هبل العظمة جبران باسيل سيلو فاشل طائفي فاسد مغرور الحق مش عليك الحق ع الجنرال لي وصلك شامل روكز يمثلني,1
2433,2111,2111,معك حق بالنسبة للإنتماء الطائفي في لبنان لكن هذا لا يعني أنه لا يوجد ديمقراط…,2
3382,772,772,صدقت جبران باسيل مازال بالزبالة ولم ولن يخرج هو واعوانه,0
4615,186,186,حماك الله   ,2
534,1044,1044,وئام وهاب وصرمايتي سوا ,1
4318,933,933,ما بدا كل هالقد عزيزاتي، كل ما في الأمر انو هو قانون الإنتخاب الجديد عويص والنسوان بشكل عام ما عندن إلمام بشؤون السياسة قد الرجال متل بالفوتبول مثلاً يعني لو نكّتت عن رجال عم يحكوا عن الطبخ كان مشي الحال مثلاً؟ 😎,0
629,2288,2288,نحتاج الى عميل سوري يا مفتن جوقة طبلي لزمرلك اولاد انيسة العاهرة         ,0
880,5619,5619,يا حبيبي سعد الحريري باع دم بيو كرمال يعمر سوريا تفه شو واطي رح تروحو تحت الدعس طول بالك انت بدك تحكي رأيس وليد بيك جنبلاط يا وطي,0
4466,2800,2800,اخي علي  أنت لست مدعي عام أو قاضي لتستجوبني أو لتسئلني ماذا ,2
1197,5667,5667,عماد عثمان منو قاريك خليك عم بتعوي من اليوم لبكرا ,1
1312,4269,4269,كول هوا و سد نيعك,1
782,4078,4078,كفاية تنمر بقى يا زنجي يابن الوسخة,0
2159,3996,3996,نحتاج لكل حرف من كلمة نحتاج من الغربة افريقيا أغلى سلام ,2
1753,4046,4046,ما فيك تعيش بلا ما تكب فتن ليل نهار وبكرة قلهم الموضوع عند السيد ,2
4480,4595,4595,ليك مين عم يحكي عن النفاق   ,2
1899,937,937,وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير    ,1
1991,111,111,خليك بي الجاهليه لانو ما الك الى الجهل تبعك قطر ام العرب وام لبنان وستبقى قطر والخليج اسيادك يا فار من العداله ,0
411,3711,3711,ما عنده مبدأ كل يوم مع أحد وينقلب مع الطقس ومصالحه وكم مرة أهان سلمان الملك ,2
389,1194,1194,يا عمي يا استاذ وئام ما عاد عندك شي تحكي فيه غير قطر ،صراحا قطر صندوق ابيض وبلاد خير ورزق بس هو الظاهر,2
1602,4937,4937,انسان براس حمار,1
3692,5356,5356,ياخي الولاد الصغار من عمر تلات سنين بدهم حرق خاصة لما يطلعوا معك بباص بقرفوا,0
4460,2736,2736,انا بقترح تلحس ,1
3592,2880,2880,فخامه وين الفخامه الفخامه خروف خروف حولكم حسن زميره خرفان قطيع لخدمة الفرس الصفويه انجسه ليس فى لبنان ,0
3989,1667,1667,كل لبنان عهر في كل شي,0
4432,1418,1418,مرجع كبير منو هوي يا   تيس ,1
1119,5135,5135,اصلا كل البنات جاهلات,0
1088,829,829,الرئيس ميشال عون الرئيس العربي الأصيل,2
2743,3793,3793,الزعامة والتجربة بدن يكونوا اصحابها رجال مش صيصان خسئت يا جبران باسيل,1
4448,892,892,ما ذال بتحب سورية بشار هل قد نقبر روح قعود هونيك وما تفرجينا صورت وجك ,1
2975,5037,5037,جبران باسيل اخطأت اعترف بالخطأ وتراجع عنو,2
2110,3790,3790,يا طبل دقت عليها نجاسة نشتكين الذي يقف بجانبك ,1
1803,4572,4572,مع احترامي لكثير من اللبنانييين لا أستطيع ان اقول الا ان جبران باسيل مجرد حمار معبى بطقم وكرافة فهو,1
838,4909,4909,عثمان فاسد ويحميه زعيم فاسد آن الاوان لمحاسبة الفاسدين ,2
3133,601,601,يا باريس انت حمار ولا بتستحمر,1
3568,4689,4689,بتقتلوا القتيل وبتمشوا بجنازته يا جماعة الخوات اللبنانية والتاريخ لن يرحمكم معراب خانت لبنان,0
2778,4568,4568,شو استفدنا من هاي التغريدة وين منصرفها؟ ,2
2444,4099,4099,مش عم نفهم عليك هالايام العقاب لوهاب وهاب قاتل ابو دياب ,2
2296,353,353,يا استاذ وئام اتحدث معك من السويداء ونحن نقف معك ونشد من ازرك ولكن يبدو ان الشيطان الاكبر يقبع بالمختارة ,1
1806,3303,3303,يا أبن لحارم حارق قلبك من جوا وحياة الله انك واحد منحط لح تموت من حرقت قلبك العقاب لوهاب وهاب قاتل ابو دياب ,1
859,2784,2784,معالي الوزير كلامك يجرحهم لذلك يهاجمونك خلي صوتك يصدح بهم فانت وامثالك الحق المفقود ,2
672,2642,2642,ضحكة عنزة ,2
3197,4679,4679,باقيين لحتى نموتكن من القهر انتو جماعة معراب وعلى طول قارطينكن,2
825,2503,2503,وهاب ما بيهاب وئامنا بمنارتك نهتدي ونجتمع ويكفينا أننا نعلم أن العواصف تجعل جذور الأشجار تتمسك بال  ,2
4215,4109,4109,لا شمعون ولا بشير جبران باسيل هو جبران باسيل,2
3912,4051,4051,مش صحيح هيدا الحكي يا انت حساسة كتير او تتبعين المثل القائل يلي بدو يجوز بنتو بغلي مهرها,2
3260,3383,3383,انت اجدب ولا عم تجدبا لا اجدب ازبط اول شي لانك فلاح وابن ضيعة تاني شي فشرت,0
1630,300,300,قبل ما تقترح شوف نفسك على المرايا ,2
4471,3401,3401,بدها تقنعنا انه جبران باسيل ملاك    ,2
2656,5128,5128,ارمني يوناني يحمل جنسية المانية من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطة بسوريا كاتب على واجهة شركته الخاصة يجب ان ترحل ميركل لك ياحيف على الفول والحمص اللي اكلته بببلدنا يا ابن الصرماية,0
531,538,538,على من تقرأ مزاميرك يا داوود؟ وليد جان بولاد أصلو تركماني لا يمكن أن تترجى أو تتمنى عليه فهو مجرم موص… ,0
3610,5206,5206,مارسيل غانم عبارة عن كلب عوائه ونباحه فارغ,1
2895,268,268,لا ما حدا عم يزايد عليكن بالمقاومة انتو مقدمين الاف الشهداء و اسرائيل بتحسبلكن الف حساب بس جبران باسيل أخطأ بحقكن و حق…,2
4252,3174,3174,انت حمار يا عبد الله ولا بتستحمر,1
340,2683,2683,غريبين أنتم أهل الجزيرة العربية  بتجوا لتعايروا واحد بشكله بتشبهوه لكائن ظريف الشكل والاخلاق يا ريتكم تتعلموا من الكلاب وتصيروا ظريفين بدال الصلف والجلافة والاستعلاء,0
2751,1226,1226,الحرمة بتضل حرمة,0
4153,3052,3052,بس حابب شوف كلاب العونية كيف راح يكون تعليقهم على وزير الصحة بس اكيد راحً  يطم رؤوسهم بالوحل,0
62,4347,4347,بس مهضوم كتير بضحكني سيلو خاصة بس يحاول يعمل زلمي,2
2938,1320,1320,يلعن هل الشعب شو اهبل,0
4328,3778,3778,جبران باسيل حليف حزب الزباله حلفاء شياطين ايران لبنان المزبله ومصدر المخدرات ومصدر الاٍرهاب يجب ان تعزل,0
1900,1822,1822,عزيزي جبران باسيل بدك تعرف كتييير منيح انو مش شغلتنا نحفظ امن اسرائيل يلي ما منعترف ولن نعترف ب وجودها ابدا,2
2994,343,343,كول هوا  مك على ام فالفيردي,1
358,8,8,صافي يا بقر,1
1674,4734,4734,هيدى اول كلب تفهم قرار السعودي لانو بلا كرامي معود ع الشحادي,1
2978,1091,1091,نريد ان نعيش بسلام في الجبل كفى كفى كفى تنفيذ أوامر حزب البعث الأسدي ,2
3529,5810,5810,لكل منا رأيه شكرا لكم ,2
4054,5296,5296,اول حرف من اسمو جبران جرجي باسيل,2
4036,4128,4128,جيش ابو شحاطة الاثدي والجيش الروسي القذر وجهان لصرماية واحده اما القاذورات التي تعلق باسفلها فهي حتما تمثل حالش وايران,0
3919,2411,2411,فين وهاب في الصورة عشان نعرف ,2
3885,1179,1179,روح بلط البحر عند معلمك المجرم بشار ,1
3911,5362,5362,الانستا يوزر كلهم بدهم حرق,0
2407,5283,5283,روح ولاك تعلم تاريخ وادب بعدين تعال ناقش يا طائفي يا وهابي,0
3771,4556,4556,جبران باسيل وامن الصهاينة الذي يعترف انه من حقهم طيب جيش لحد كان يعمل لحماية امن اسراءيل فقلنا عنهم عملاء طيب يلي دايما,2
1851,1616,1616,مدام جبران باسيل سرق و عمر بالمصاري قصر بمعراب، لك استحي يا عيب الشوم ع شعب البومة,0
1961,278,278,الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,0
2321,4301,4301,وينن جماعة القوات من يلي صار اليوم بانتخاب رابطة المعلمين,2
978,1371,1371,النهفة انو باسيل بالمقابلة قال انو اسرائيل لا تحترم القرار بينما لبنان تحترمه ,2
3571,3765,3765,يا حقير روح انضب وصواريخك ادحشن سلاحكم هو لمحاربة السنة وغيرهم في المنطقة وانتو صرتو مرتزقة غب الطلب,1
1307,322,322,انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,0
352,4160,4160,ضو كول هوا,1
3654,340,340,هيك بتزعل عمك السيء نصر الله وعمتكن كلكن شريفة إيران أنت وتميم وأبو صواويخ تحت سيادة إيران وكلكم أل… ,0
496,655,655,خليك على موقفك يا بوق لحد ما تنرمى بالزبالة ,1
699,794,794,جبران باسيل لديك الف متابع مش لأنهم بيحبوك بس ليشوفوا الجحشنة تبعك بالتغريد,1
2473,4656,4656,اسكت يا خنزير وسخ حيوان متلك حرام تظهر للعالم خايك مضبضب تحت الارض بالحفر لانه هونيك محلك اللّٰه يلعنك انت ومعلمينك,1
1816,4889,4889,نيعو ولك لبناني كلب,0
4194,5816,5816,مع إنطلاق هذا الأسبوع ستولد الحكومة وكل المصادر تؤكد ذلك معالي الوزير جبران باسيل سيعود اليوم من فرنسا وسيلتحق به الرئيس,2
3584,2530,2530,لكل يلي عم يتفلسف بالتعليقات ما رح نقول إلا شغلة وحدة بس  واللي هيي ملتزمون بما تمناه علينا معاليه بال  ,2
1876,2892,2892,كمان انتا سوري ولاك قرد ولاااا,0
1466,4479,4479,كول خرى ياكلب مختوم على طيزك كلب للإيجار سد نيعك يامزبله ووقت بدك تجيب سيرة الشيخ سعد سبع نيعك بالديتول,1
3729,4996,4996,حركة المياومين والبلطجية بكل فروعها مع الكتبة بيتهموا جبران باسيل انو إسرائيلي,2
3058,4847,4847,العما بقلبك قديش بتحب بلبهدلة وئام وهاب انت حقير وكلب وشرشوح وانت قمة الزباله حقير حقير حقير ,1
2412,4942,4942,هاهاها طول بالك يا حمار مبين من إسمك إنك كلب سوري متل الحمار معلمك ,0
2992,4591,4591,عليك بهم يا وئام لا تسكت لا تصمت لا تتراجع رجل ابن رجل وخلك متل ما منعرفك ,2
1866,2287,2287,فشرت يا زنديق و طويلة عرقبتك عثمان تاج راسك ,1
240,5030,5030,مع احترامي لكاتب هالقصيدة مين ما كان بالنسبة الي يلي بهمني لبنان وبيروت وشعب لبنان,2
3170,2974,2974,أعوذ بالله يمكن اليونايين النور الألمان ما بيعملوها أبداً أعوذ بالله,0
2753,4884,4884,منحطة بلا أخلاق,1
1650,3691,3691,يحتاج إلى شعب جديد ,2
2456,299,299,صح للحقد ولا البغض راح يوصلوا لنتيجة يا ريت بيستحي على كبروا عيب بالنهاية اهلا وسهلا ب… ,2
3233,5775,5775,انت اول منحطة ,1
4287,5594,5594,هذا يستهبل و لا اهبل من جد,1
1670,366,366,صح طلعت ريحتكم يا اسخف…,1
3346,780,780,مين اللي جزمه يا ابن الجزمه يا رخيص يا مهزء ,1
2466,4066,4066,بتطلع ستين خنزير يا رافضي يا مجوسي يا عباد القبور لعنة الله عليك وع معلمينك الخميني وخامنئي ونصرالشيطان والسكستاني اتفوووووووو,0
1897,31,31,يا عيب لشوم عليك يا كركوز ,1
4167,3714,3714,الخراب عندك ومنك يا بوم الخراب ,1
3728,3061,3061,عقابك قريب ,2
4435,4265,4265,عربي سني اي فشرت تكون سني انتا وهابي قذر,0
1423,3731,3731,بس ولي انضبي بقا عمرك شفتي قواتجي بيفهم,0
4149,13,13,هل تعرف مامعنى أن تدفع دولة نص مليار دولار لدولة أخرى مترنحة إقتصادياً وكانت تستطيع أن تستثمرهم… ,2
2549,2467,2467,لبنان لا تخسروه لكي لا تخسروا عروبتكم,2
3253,4314,4314,هيدا لبناني لإنو عميل طز بهيك بلد معفن,0
2625,3008,3008,يقطع عمرك ما ابشعك ,1
2703,658,658,اكيد اكبر بكتير قدام العاهرات ,1
4485,2234,2234,اذا فل الحريري جبران باسيل بيصير يتيم,2
1727,1729,1729,طز فيك و باللقاء تبعكن لقاء الأوباش و قطاع الطرق إن دعوت شيخ عقل الإقطاع الارسلاني هو تدخل بشؤون طائفة الم… ,1
4137,2046,2046,سياسيين جداد مش شعب،الشعب قلبو معتّر و درويش،شعب من طيبتوا السياسيين الاوغاد استغلوها،شعب لي مرق عليه من حروب و… ,2
273,3402,3402,سدو لنيعك يا ولد ما حدا طلب شهادة عن المير كفى تمسيح صرامي وجوخ حجمك معروف زمك ورح تبقى زمك,1
2126,5607,5607,العما بقلبو عمي شو حقير وسافل وحاقد هل واطي ولك مع الديمول ما بينهضم,1
3438,4358,4358,جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل,2
1014,5746,5746,جابتله سيرة الطاقة النووية بالغلط بلش يشرح ليه ما فينا نعمل مصانع طاقة نووية بلبنان وانها خطرة ونا معرضين للهزات الأرضية وهي تقله ما كان قصدي نعمل مصانع وهو يشرح,2
3508,5682,5682,الأردن بنت ميتين الوسخة قفلت الحدود بشكل كامل مع درعا عشان لا مدني ولا عسكري يعدي لما حملة النظام تبدأ الأردن ياما عطلت,0
3458,4552,4552,انت دائماً كما عهدناك نصير للحق والعدالة ,2
359,926,926,روح تعالج يا حمار انت ,1
4237,3144,3144,بشار الجحش ابن ابو سليمان ضيعجي نصيري خنزير وكتير رح يبقى الى الأبد مثل ابوه الخنزير الكبير ما عاد ألكم محل بسوريا يا خنازير,0
658,3317,3317,فيصل القاسم أنت درزي وفتان والآن بدأت الفتنة على الأردن سد بوزك واسكت,0
4389,3998,3998,انت خليك نازل لحوسي بصرماية معلمك بشار يا كعب الصرماية ولما الاحرار بيتكلموا انت سد بوزك يا بلا شرف يا عامر بالخيانة,1
4191,4130,4130,ههههههه داعشي طنط كول هوا ولاك حريمه,0
4511,2032,2032,من زين ملفّك عاد لا تختلف عنه إلا بالصفة فقط فهو اأمير وأنت مرتزق وكلاكما كشهاب الدين وأخيه … ,1
419,1183,1183,شعب فاسد وانتم افسد ,0
1143,4841,4841,ليك يا زمك عروف حالك شو عم تحكي مين انت اساسا لو انك زلمي كنت بتحط اسمك مش اسم مستعار يا لبناني يا هبيل انت فا فرقنا بريحة طيبة احسنلك يا حثالة المجتمع,0
1106,4250,4250,ما في غيرو الفتنة مأجور حقو فرك ليعمل فتنة وهاب البرميل ,1
2851,2354,2354,لا حياة لمن تنادي يا قائد كلن فاسدين و انت النظيف الله يخليلنا ياك ,2
912,286,286,ضرط الزمان على الاندال فعلاهم ,1
3861,2359,2359,من وطأة التراث الديني مثلا المعركة الحاصلة الآن على ماهية زكاة الفطر عينية أم نقدية لك والله عيب تخيلوا أن كل زكاة,2
3160,4993,4993,وبيحكوا انو نحنا دويلة اَي انتو زعران وفلتانه,1
2510,2526,2526,طيب كول هوا و هدي اللعب يا ابو بدر خليك بالصواريخ الي نازله على رأسك مجاري ألي تلفحك انت و اهلك,1
4309,5722,5722,نكتك سمجة متلك يا ريت شفنا منك شي يوم انو عملت شي انجاز للبنان كل اقوالك وافعالك متل بوالين الصابون ,2
960,2004,2004,الوزير جبران باسيل يطالب بالثلث الضامن ليس لحزبه فقط بل لاربع مكونات الا وهي التيار الوطني الحر وحزب الطاشناق وكتلة…,2
2901,4793,4793,اللي بالسيارة المفخخة هم من جحاش الثوار والصاروخ اللي فات فين من القوات حماية الشعب يا فهيم,0
2791,839,839,فيديو وزير الخارجية اللبناني جبران باسيل أمير قطر كسر حصار قطر في بادرة لكسر الحصار على القمة العربية الاقتصادي…,2
4076,1208,1208,اول واحد بلبنان بتكون انت تريد حكيم نفساني يا معتوه ارحل وروح لا معلمك على سوريا… ,1
690,3307,3307,يا ريت تخرس وتسد نيعك الوسخ,1
4111,1742,1742,التيار العوني كتير وزرا من عندهن عمبيغلطوا واهمهن الوزير جبران باسيل يتصرف وكان كل لبنان تحت امر جماعة الممانعة والمنا…,2
3842,3189,3189,هذا هو مستوى فهمك وهو دليل على انك حمار,1
582,5141,5141,بصراحه معنا حق اسألت البنات بنص الماتش مستفزي و غبية,0
1282,1224,1224,انت مش قد الوزير جبران باسيل لا بالوطنية ولا بالسياسة الخارجية,2
4650,2657,2657,و انت وين لزم تكون ,2
1009,2450,2450,كل زق يا باطني ,0
1541,4421,4421,باسيل ل  سي أن أن علينا أن نعلّم واشنطن ولندن كيف تديران بلداً بلا ميزانية,2
3236,2281,2281,قلتلك من مبارح احتياط خراس يا ادرعي لبنان,1
3774,5062,5062,سعودي عالنوم يا طشم بيكفي هبل لليوم ما بدك تخلي شي لبكرا,0
88,5238,5238,يا ريت حركة أمل وبري بردوا عا كلاب المستقبل أمثال القرد علوش وغيره اد ربع ربع ما بردوا عا جميل السيد,0
2647,4183,4183,ليش غيرانه يا ام ركبه سودا,0
3042,4698,4698,سد بوزك يا كلب انت واحد بلا كرامي واطي,1
4073,5632,5632,قمه بيروت نكتة صدقها جبران باسيل ورأى فيها نفسه مسؤولا عن لبنان فيما هو لا يكبر ولا يمثّل,2
1627,2517,2517,نعم قطر مجرمه ولكن المجرم الأكبر عندكم والمدعو حسن نصر الشيطان ومعه ملالي إيران والعثماني اردوغان اتحدو  ,0
3324,1748,1748,يلعن قطر وحكام قطر لان من لعنهم لعن اسرائيل ,0
1569,5560,5560,زنجي حقير يحسب نظام العصابات ينطبق على كل شيء,0
3059,1464,1464,جبران منافق و ما في داعي تعملولو تجميل و تضلو تدافعو عنو لان بالاخر رح تاكلو الخازوق,1
2191,4377,4377,طز بهيك وطن وطز باللي بده يرجعله,0
3810,3040,3040,فرنجيه وبرّي وكرامي الى مزابل التاريخ الوراثه السياسيه يجب أن تنتهي وبرّي أمير ومجرم حرب قذر ,1
661,1740,1740,يجعل آخرتنا على ايد مبرمج ابن حلال و بخاف الله,2
3722,5337,5337,تفضلوا هاي عيّنة من الظلم يلي خلفوا جبران باسيل والتيار البرتقالي ها نتيجة سكوتنا,2
2359,3575,3575,ابوهادي نعتز بك حضرة الرئيس ,2
2815,1829,1829,هل تعرف مامعنى أن تدفع دولة نص مليار دولار لدولة أخرى مترنحة إقتصادياً وكانت تستطيع أن تس… ,2
704,245,245,تشتهي تشوف صرماية مقطّعة من شحاحيط السلطان يرد على كلامك؛الشحاحيط حافظين الكلمتين الخرا تبع عرب الشمال و اللاجئين المشردين و بس تتكلم أي كلمة ما تعجبهم لازم يطقعوها من زلاعيمهم مثل الجواميس تفه على شرفك اذا عندك جنس الشرف,1
3049,4645,4645,يا خي مارادونا مدمن مخدرات ويساري عفن والله بيستاهلوا خسروا معه,0
4439,2682,2682,يجب على هؤلاك المجرمون الارهابيون وكل من دس فتنة انا يتحاسبو حساب مؤلم لكن سؤال من سيحاسبهن ,2
3128,5076,5076,هي تركيا العاهرة ذات الشعب القذر والقومية القذرة ويلي عملتو منها انتو الاخونجية كعبة للمسلمين اللهم دمر تركيا ارضا وشعبا,0
155,263,263,كول هوا ماخدا ارهابي غيركن,1
4163,5302,5302,جبران باسيل ساجعل المسيحيين في يوم ما ينسون زعامة كميل شمعون و تجربة بشير جميل  ,2
2152,4550,4550,السوري علوي كلب هدفه احتلال مكة و المدينة,0
3314,779,779,هذهي ثورات شعوب خرجت للمطالبة بلحرية لا تنسبها لهذا الشخص او لتلك الدولة ,2
4133,3081,3081,انتو العونية ضيعان الحكي  معكون  ارطيط كلاب  كيف الله بلى لبنان فيكون,0
272,4080,4080,جماعة سعد الحريري كالحروف كبعض يحترف النصب والبقية يستحقون الكسر البعض  ليعمل سيلفي يستحق الرفع وكلهم كلاب سلمان الذي تحت شحاطته يضمهم,0
575,2644,2644,أحلى شي لما دولة طفرانة بدّا تشلّح شعب مفلس,2
3788,4103,4103,هههههاي والله مابومات الا البنات الي دوم دايم وهن هبلات,0
1464,96,96,وانت وبيك شو حقك فرنك فرنسي يعني ولادولار ,1
4573,215,215,أمّا علاقتنا مع جبران باسيل فهناك صداقة بيننا وإ…,2
768,2432,2432,صدقتي حالك ملبك الكل,2
2465,4724,4724,لعنة الله على روحو الطاهرة ناصعة البياض,1
1853,4063,4063,لعنة الله عليك وعلى كل درزى خبيث تمارسون لعبة تبادل الأدوار في لبنان درزى مع ودرزى ضد يهاجم وهذا دأب أقليات الحقد الد ,0
1028,734,734,سد حلقك و خراس    ,1
2816,3910,3910,أقرت القمة العربية التنموية الاقتصادية والاجتماعية اقتراحا لبنانيا مهما في شأن أزمة النازحين واللاجئين,2
789,5189,5189,الملك جبران باسيل بوزع شرف و صدق و أخلاق ع كل اللي متلك,2
655,29,29,علاء الخواجة هوي الي شترى البلد و ضمير بعض سياسي البلد ,2
3773,2684,2684,مع كل احترام لكل المتابعين ما بدنا شهادة كرامة وصدق من حدا ميشال عون موزع كرامة على الكل و جبران باسيل صادق ومنعرف ,2
641,2146,2146,من آخر ما تفتق به ذكاء جبران باسيل ودهاؤه السياسي اقتراح تشكيل حكومة من وزيرا بلا علوي يكون فيها وزراء سنة يعطى واحد م…,2
4483,4935,4935,كل ما تشوفوا قوتجي حمار عم يجرب يلطش التيار بالنسبة لإنتخاب بري فرجوه مرشحهم الحمار شو قال علاقتهم استراتيجية مع بري مع عدم انتخابه,0
1488,3574,3574,عصابة الفساد والقتل سيأتيكم يوم ,2
4386,3329,3329,تعرف تقول لنا جدك منين وأصلك منين  قبل ما تتكلم انت وتسأل عن التاريخ وانت مجرد كلب نابح نازح لا أصل لك,1
4093,5500,5500,رئيس روحي؟ تروح روحك انت وكل مين شد عمشدك مش تنعترف بدار خلدة وأميرها الصغير بالأول يا حبيب قلبه,1
1355,5278,5278,العاهره متلك بتدعي العفه والحرامي بيحلف بالبراءه ,1
489,3094,3094,وقح واطي بلا أدب عاطل يهودي محنك لئيم ومع هيدا أوسكار احلى منك انت روح خلي ايران وإسرائيل يلعبوا معك وفيك,1
1829,3365,3365,أنا ما قهرني إلّا اللبنانيون الذّين يغردون شكرا قطر وغادر القمة دغري بعد الافتتاحية ,2
1314,833,833,يا اسيد انت ,2
4119,5809,5809,خراس ولا جاهل حشرة,1
2872,3940,3940,انتي مين لكشك يا صرماية,1
2146,4366,4366,نعم معاليك ستظل دمشق المدينة التي تغنى بها الشعراء وهذه الكلمات خير شاهد فرشت فوق ثراك الطاهرالهدبا ,2
2983,2438,2438,انتي و وئام وهاب والصرامي سوى متعودين ع لغة الصرماية السورية يا لحيسة ,0
