,Unnamed: 0,text,label
4306,2288,@RvrsApacheMastr Braucht dieses Pack jetzt noch jemanden zum Arsch abputzen?,0
1808,1414,"@nrwmensch @krippmarie @CDU @CSU @spdde @Die_Gruenen @dieLinke @fdp @katholisch_de @EKD Deutschland ein Irrenhaus....ich will nach Miami, ob mir wohl jemand ein Strandhaus schenkt..?",2
2996,1062,"Wir sollten alle Produkte boykottieren die mit Kopftücher, Burkas und ähnliches Werbung machen. Momentan tut dies die Firma #Braun für Frauen Rasierer.",0
1874,1732,"@SchaarSevi @Ofenschlampe Ich nenne solche Kaliber Bessermenschen. Die bezeichnen dich als Mörder,  wenn du eine Fruchtfliege killst, haben aber selbst x-fach abgetrieben. |LBR| #Doppelmoral |LBR| #Narzissmus",1
1518,1867,"@KokoLores20 @Heinrich_Krug Wir werden auf Jahre hin verseucht.....dieses Unkraut, auch dieses in den eigenen Reihen, kriegen wir nie wieder los...!!",0
4322,4020,@LovingAwarenes_ Es wird doch jetzt ein eigenes Dezernat in Düsseldorf geben?,2
4839,2032,"@RegSprecher @iaamesse Merkel hat soviel Ahnung vom Auto, wie die ""berühmte"" Kuh vom Sonntag!",1
2806,1795,"@SJW_MadBunny @petpanther0 @machtjanix23 @Steffmann45 @troll_putin @mastermikeg @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Die 20 sec. sind die Angaben der Polizisten vor Ort. Übrigens Zeugen sagten Knall , Polizisten auch, im Bericht wurden Schüsse draus gemacht. Knall ist nicht Schuss.",2
3018,3227,"@H4BQQQ @sternde Kann es sein das ihre Schaukel, als Kind zu nahe an der Wand gestanden hat??",1
1415,3700,"@pinselpoetin Keine Unterhaltung, liebe Poetin, eher billige Wahlwerbung, weich klopfen der Wahlschafshirne 😜",1
4888,2475,@Gauinator @KotzenderStern Weil es kleine fotzen.sind Kamerad!!,1
1381,4444,@welt Wo ist der LKW wenn Merkel mal auf dem Weihnachtsmarkt ist.,0
4932,2208,Ein spannender Besuch! Auf bald! @KaiDiekmann @chstenzel @antjeschippmann @hansvehlewald @Jugendpresse @Adi_Farjon #ILpo16,2
198,3549,"@zeitonline Ich bin 13 Prozent und toleriere es wenn 87 Prozent in den VOLKSTOD gehen, den sie so populistisch propagieren ☠️🤬☠️,,,👍👍🇩🇪👍👍",0
2712,4629,"@NSU_Leaks Urheberrechtliche Gründe - schöne Ausrede, so löchrig wie ein Sieb.",2
4443,2016,"@SPORT1_PR @SPORT1 @fckoeln @VfLBochum1848eV @Rote_Teufel @tipico Bei den Vereinen versagt ,dann hat er dass richtige Profil für die Medien !",1
195,2519,@Identitaere_B @krippmarie Früher...schon viel früher... |LBR| Schade das die Verantwortlichen bis dahin schon abgekratzt sind....früher wäre besser,1
4639,3547,"@BlondJedi Einerseits:einen Scheiß MÜSSEN wir. |LBR| Andererseits:ausser permanent darauf hinweisen, nerven, die Öffentlichkeit immer wieder mit der Nase in die Wunde stoßen-was bleibt uns?",1
949,854,"@Rivanov5 @KorruptPolitik @cducsubt Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂",1
3553,2106,@chrisjuko die Quotenmusel in der Sharia Partei D. für was das auch immer steht der Blonde ist aber auch nicht ganz hell auf der Platte,0
140,2290,"@motikat @Korallenherz @ARDde Aber den Bericht sehe ich dort nicht. Er hieß: Ein Warlord als Türsteher zur Hölle. Wenn ihr den zufällig findet, bitte an uns.",2
3508,783,Das aussehen von Andre Teilzeit triggert mich am meisten,2
1633,1325,@Lexie_M_ @MiriamOzen Abnehmen hat sich nicht gelohnt...fett weg Hirn weg...!,0
2411,4453,"Dem Himmel sei Dank, vorerst ist die Vernichtung Deutschlands und der Genozid am DEUTSCHEN VOLK verhindert! Wer die Statements der CDU, der CSU und der Grünen mitbekommen hat, wie sie sich bei der STASI-Trulla bedanken, der weiß wie nahe wir am Untergang waren!",0
2074,526,Die Lösung ist einfach: immer eine Axtlänge Abstand halten!,2
409,1903,"@strop_peter 😂😂 in Ihrem Link wird doch auf genau die gleiche Studie zur Familienzusammensetzung Bezug genommen &amp; auch im Übrigen werden dort, wenn es nicht nur um Vermutungen, sondern wirkliche Schätzungen geht, genau die Zahlen aus unserem Ursprungstweet genannt. Besser lesen, Herr Strop.",2
987,1044,"@focusonline Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.",1
1395,4349,"Den Terror können wir nur abschaffen, wenn wir alle Islamisten in |LBR| Sippenhaft nehmen und dorthin jagen, wo sie herkommen. |LBR| Ohne Ausnahmen.",0
1302,4118,"Mit wem will die @spdbt bei einer #KoKo eigentlich die @cducsu überstimmen? Es reichte nur für #r2g + @FDP oder #r2g + @AfD. Die Wirklichkeit ist real, Genossen! @Die_Gruenen @dieLinke",2
2903,3223,"@HolgerEwald1 @FfFrauki Es gibt schon Gründe warum alles hinter verschlossenen Türen geschieht...abgesehen davon, uns ist doch egal ob SPDler anderen SPDler zum Abschied eine erfundene Trophäe schenken...😂😂",2
2829,4477,Der für DEUTSCHLAND gefährlichste POLITIKER ???? Definitiv H. MAAS!!!!!,0
2848,1334,"""Nur weil Rechte etwas fordern, muss es ja nicht falsch sein."" Beamter der @polizeiberlin übt sich mit dem einzigen Protestierenden im Dialog übers Grundgesetz.",2
2322,3164,"Das Junge Forum der Deutsch-Israelischen Gesellschaft auf Twitter: |LBR| Bundes-JuFo: @JuFoDIG |LBR| Berlin: @JuFoDIGBerlin |LBR| Augsburg: @dighgaugsburg |LBR| Ruhr: @JuFoRuhr |LBR| Und ganz neu, Passau: @JuFo_DIG_Passau",2
857,4958,@Samsara_00_ @krippmarie @ZDFheute @destatis ...sie wird diese 4jahre noch absitzen und den befällt sie der Alzheimer.... |LBR| Und wenn doch nicht dann auch egal...wir sind trotzdem am Arsch,1
3108,913,@HugoMuellerVogg Ich hab ein Herz für die Bad Boys.,2
3815,4511,Der eliminatorische #Antisemitismus wird immer stärker. Aber die #Christen könnten für uns #Juden &amp; #Israel die wohl größte Hoffnung sein. Viele christliche Organisationen halten zum #Judentum &amp; zum einzigen jüdischen Staat der Welt (ohne uns missionieren zu wollen). Pray to G’d!,2
473,2974,Ich glaube in Deutschland gibt es mittlerweile mehr Volksverräter als Patrioten.,0
4725,4720,"Um es mal deutlich zu sagen, MERKEL IST FÜR MICH DEFINITIV EIN IS-UNTERSTÜTZER UND FEIND DES DEUTSCHEN VOLKES !!!!",0
3369,3334,@ibikus31 Der Islam in seiner jetztigen Form ist mehr eine Rassistische Ideologie als eine Religion. Wäre er eine Religion würde die Welt ihn anerkennen. Solange die Sharia als Gottes Gesetzt über dem GG steht ist der Islam kein Teil irgend eines Europäischen Landes.,0
3776,4807,@Beatrix_vStorch @krippmarie Seehofer ist eine bayrische Oberpfeife....er hatte nur kurz seine Momente wurde aber schleunigst zurechtgestutzt...😃 |LBR| Als Beweis dafür trägt er sein Haar jetzt auch kürzer ....😃,1
2883,872,@AthinaMala @Kreuzritter1099 Das recht auf Körperliche Unversehrtheit ist ein Grundrecht das von Juden und Moslems mit Füßen getreten wird. Genau wie das Schächten.,0
1163,3905,Türkische Doppelstaatsbürger können wir nicht brauchen. Sultanat |LBR| wählen und in Österreich die Demokratie nutzen. Ab dafür in das |LBR| Sultanat.,0
228,3562,"@thomasreifert 👍 |LBR| ich frage mich echt, wie verdorben man sein muss, um diesen verlogenen Politikern zu folgen...",0
2826,3452,"@heinzegly Ich schätze, es werden noch einige Lacher 2017 dazukommen 😜",2
2071,1183,"@mopo Netanyahu als durchgeknallter ""Führer"" &amp; Israel ""brutale Unterdrückung"" vorwerfen. Wie konnte das passieren? Wer ist verantwortlich?",2
3120,3038,@zeitonline Ich fordere die Inhaftierung von der Volksverräterin Merkel!!,0
3920,4570,Klar. Aber warum fragen sie nach Schutz?Was haben sie vor ?,2
3390,4865,"In nächster Zeit wird die #Meinungsfreiheit im #Internet weiter beschnitten. |LBR| Google, Facebook und Twitter machen mit. |LBR| Darum zu VK.",2
1995,3130,Umweltschutz &amp; Klimaschutz werden enorm an Bedeutung gewinnen. Wir können beides: Wirtschaft &amp; Umwelt!,2
432,3430,@dieLinke Deutschland ist auch nicht sicher.,2
4463,4860,Der IS eroberte in 100ten Städten auch die Ämter mit Mio Pässen u. verblödete Beamte wundern sich über Zig Identitäten von Krimigranten 😂😂😂,0
2042,4320,Kommunisten sind für die Zerschlagung des Kapitalismus parallel dazu rennen sie zu McDonald's und kaufen sich die neuesten Handys,2
3992,517,"Ich empfinde es geradezu als beleidigend, wenn son ein dreckiges Stück SED-STASI-Erbe, wie A.Ferkel den Zusammenhalt der Gesellschaft predigt!!Merkel muß weg ! Neuwahlen müßen ran !UND SO EINE ELENDSFIGUR wie Schulz darf hier nichts zu bestellen haben !",0
12,364,Beim #integrationsforum im #dbbforum wird von Menschen aus der Praxis das @BAMF_Dialog als das inkompetenteste Bundesamt bezeichnet.,2
1146,2289,"@SPIEGELONLINE 2-Klassen-""#Justiz"" ... oder einfach ""#Bewährungsstrafe #Asylbewerber"" googlen",0
2469,568,Ditib Imame = Stasi der Türkei! |LBR| Neue Beweise von 2016 liegen den Medien und der Politik vor. |LBR| Was passiert? NIX! |LBR| Sofort RAUS aus D! 👇😠,0
3616,142,Die EU dient zur Aushebelung der Selbstbestimmung der europ. Völker |LBR| Die Migranten sollen eine Wählermehrheit für die EU Wahl schaffen |LBR| Dann wird alles als freier Wille der Nationalstaaten dargestellt. |LBR| Ziel: Zentralregierung in Brüssel 👎👎👎,0
2968,297,@BILD Die meisten Deutschen misstrauen Merkel! |LBR| Warum schreibt dieses Vasallenpack der deutschen Lügenpresse nicht mal darüber!!!!,0
4894,2381,"@jutta_ditfurth großes maul und nichts zu sagen, dummes labern, ohne fragen.",1
3461,1170,@focusonline Der Mann hat doch einfach nur die Wahrheit gesagt. Juden und Christen werden im Koran als Schweine und Affen tituliert.,0
1485,3939,"#LandderVollidioten #geisteskrank - ""Kampf gg #Trump"" (gg #Putin sowieso) Deutsches #Regime im Größenwahn ....",0
2103,144,"Juhu, der Bayer ohne Eier will wieder einmal alles nach der Wahl richten 😂😂😂 ich pinkel mir vor Lachen gleich ein 😂😂😂",1
3328,3660,@Heinrich_Krug @krippmarie Sorry aber das ist schon gruselig wie Merkel aussieht....irgendwie passt die optisch besser zu den Afghanen oder Syrern 😡😡,0
1096,2215,"@DuHugonotte @RegSprecher Genau wie bei den Moslems, können nicht lesen und schreiben aber glauben alles was der Imam predikt!",0
2079,1742,"@SpadeCarrier @machtjanix23 @AthinaMala @_macmike @magna_est @petpanther0 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz An alle: nehmt mich bitte aus dem verschissenen Thread mit Ao raus, ich ertrage deren geistige Insolvenz nicht.",1
276,2456,"@Fraulein_Antje @BlondJedi Wer den spektakulär dummen Böhmermann für voll nimmt, der soll das doch tun ! Ich habe noch Hoffnung für Deutschland, da kann so ein dummer Bengel nichts dran ändern nur weil er zu beschränkt im Schädel ist !",1
462,942,"Welcher SPD soll ich glauben,etwa der,die Begriffe wie sozial u. demokr. seit Jahren verraten hat,die mich üb. Gabriel als Pack bezeichnet?",2
1357,4854,@__Loewenherz__ @FfFrauki Ich möchte nicht wissen wieviel solche abartigen Kreaturen wir hier noch beherbergen...und verbergen |LBR| Schade das unser Oberhäuptling nicht weiß was es bedeutet ein Familienmitglied zu verlieren.,0
813,23,Diese Woche hatten wir die Gelegenheit uns mit 4 kurdischen Bürgermeister*innen der HDP zu vernetzen! @LeylaImret @coban95,2
1614,2075,"@SteiblBarbara @FfFrauki Es reicht wenn sie lächelt, wirkt zwar nicht intelligenter ist aber angenehmen für die drumrum ....!",1
4341,2453,Der Wechsel auf neue Modelle lässt die alten Diesel nicht |LBR| verschwinden. Das ist ein saudummer Vorschlag. Die Schiffe |LBR| versauen die Luft mehr,1
2472,847,"#Heidenau &amp;heute wieder Mail an uns:""Keine Gnade mit euch Landesverrätern"" Was wird unternommen gegen Rechtsextremisten?!Wo ist die Politik?",2
4528,2914,#maaslos wird zum Synonym für Meinungsunterdrückung und Zensur in Deutschland und FB,0
2401,4668,@darksideoftheeg Das darf man bei den Grünen Kinderfi....n nicht so eng sehen! 😎,0
1993,544,Die BRD ist eine einzige Schande,0
1161,866,"@anna_IIna So sieht es in einem Land aus welches vor der Verblödung steht...ich hasse dumme Menschen, erst recht wenn es meine eigenen Landsleute sind...furchtbar",0
4000,4237,"@Vancullo Fischer war ein Bolschewik, ein Infiltrator der Khasarischen Mafia",1
2925,2487,spannender Wahlabend in Ägypten. Erste Hochrechnungen: |LBR| al-Sisi: 93% |LBR| Hamdeen Sabahi: 3% |LBR| ungültige Stimmen: 4%,2
1691,3286,"@welt Regt euch nicht auf, sondern freut euch mit mir zusammen darauf das unser NetzDG-MAASmänneken(Verflucht sei er) dann doch wieder in den BT einzieht !! D a s  w i r d   u n s e r  U N T E R G A N G !!!",0
3901,3236,Antiquarische Politiker wie #Merkel und co leben recht gut von unseren Steuergeldern. Obwohl sie dieses Land schaden gegen Gesetze verstoßen und die deutsche Bevölkerung in den Untergang führen. Wir bezahlen Sie fürstlich weiter.,2
1794,1572,@Martin_Sellner @BejuBinich Facebook ist nur für Bilder und Urlaubsvideos geeignet....es hatte nie andere Absichten ..!,2
2212,4259,@happyhaidrich3 Lel immer wieder amüsant diese linken,2
1276,4403,@map89 @RegSprecher Weil er Dinge Fotografieret hat die keiner sehen sollte ä! Wie man Merkel auslacht und verhöhnt!!!,0
3031,2629,"Reagan sah einst ""The day after"", schiss sich in d. Hose u. beendete Provokationen ( die u.a. zum Abschuss d. korean. PassagierJets führten)",1
4864,1856,Die SPD ist heute so überflüssig wie die Haare an meinen Arsch. |LBR| Die neue Volkspartei ist die AFD. |LBR| #illner,1
3494,1998,@wochenblickat @SoniaMikich Frisch dynamisch unkonventionell....der Pimpf wird seine Arbeit richtig gut machen... |LBR| ...eine weitere politische Schmach für unsere Wichtigtuer...😃😃,1
2780,1520,"Also N24 kann man nur zum ""BELOGEN WERDEN"" anschauen!Erst Merkels Auftritte Spießrutenl.! 2min. später 78% der Deutschen sind GLÜCKLICH !",0
3017,2000,@KrahMax @MartinSchulz ..du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!,1
189,4340,"@Heinrich_Krug Von 1945-1990 war die BRD eine Treuhandverwaltung der Alliierten und niemals ein Staat, dann erfolgte die sog. Wiedervereinigung die aber juristisch nie erfolg ist da die Ehemalige DDR keinem Art.23 beitreten konnte da der schon vorher gestrichen und aufgehoben wurde.",2
2620,3533,ABSCHIEBESTOPP nach SYRIEN bis ENDE 2018 ??? SIND DIE DENN VÖLLIG BESCHEUERT ?????,2
153,394,@AfDFraktionAGH @DuHugonotte Hier sieht man wie die Polizei in DE angesehen ist,2
1010,1147,"@YigidoYosi58 @Mesut__A @ntvde @ntv In der Türkei, das Maul nicht riskieren und hier frech werden! Typisch Türke!",0
4197,4257,"@OwslanderUfo Alltag dort mittlerweile.  Aber Schuld sind natürlich immer die bösen Weißen, die dort ackern,  damit überhaupt etwas funktioniert.",0
1496,973,"@Amygdala712 @HolgerEwald1 Bei wem haben die die Umfrage gemacht, euch kann man jeden Scheiß erzählen ihr glaubt einfach alles was die Systemmedien euch weiß machen",1
463,3468,Wo bleibt denn hier das Image? Ein Schulabbrecher und 2 x sitzen gebliebener |LBR| ist ia nun wirklich nicht als Kanzler geeignet.,2
17,642,@AfD_Support Das fällt nicht unter die Zuständigkeit der Rauten-Merkel!🤷‍♀️,2
3516,667,"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂",0
608,179,Es geht also doch. Österreich macht es uns vor.,2
4576,2950,"@DrDavidBerger Wer noch nicht gesehen hat ,so ein Abschaum darf bleiben!",0
386,4600,@ClaudiaHeber Auch Jobwechsel sind nicht verboten. Aber das ist wieder ein anderes Thema.,2
2660,220,"@Indiesoph @Beatrix_vStorch @le_seb_ Dümmer geht immer,paßt Stalinisten besser ? Geh besser Grammatikfehler jagen, ist ein rein rotgrünes Ding, bevor Argumente am Geist kratzen!",1
1229,2010,"Ich bin immer wieder ""begeistert"", wie Murksel sich ihren Sauladen schön redet. 1,6 Mio Kinder leben im Schland von HarzIV 🤢",1
1071,1972,"Egal wo ich in PL für öffentl. AG u Kommunalpolitiker dolmetschte,Deutsche Spitzenpolitiker sind bei ihnen zu (wörtl.) LACHNUMMERN geworden😜",1
3112,3003,"@IngoFunke @VeroniqueBantau @AndreZeven Weil wir, wie einfach herauszufinden ist, eine Organisation sind, die sich f. die Rechte von Flüchtlingen und Migranten in Deutschland &amp; Europa einsetzt. Und da unsere Unterstützer*innen dafür spenden, geben wir unsere Mittel satzungsgemäß auch dafür aus. Eigentlich ganz einfach.",2
1165,4753,"Und der FETTE Gabriel verkauft Waffen an die Urheber der ganzen Scheiße, nämlich die Saudies. Möchte mal wissen was er von Lobby bekam !!",0
4803,3369,@manfredheck1 @tagesschau noch ein Vasall Merkels meldet sich zu Wort!!!,1
346,904,@KrahMax @GiKi56534206 An alle Pferde Hunde Katzen Kühe usw....ihr seid voll im Arsch...!,1
1810,2423,@IchBinKalle7 @genderkrise hast du maas alte tweets grind etwa verpasst,2
1442,518,"@China_Welt_News Unterkunft, normales Essen und Trinken! Schluß! Sie sind keine Sozialtouristen auf unsere Kosten!",0
1917,3552,"@FroehlichKaiT Meine Schwester arbeitet dort bei einer FreiKirche. Seit die schwarze Regierung da ist,  gibt es 0 Sozialsysteme und Krankenversicherung... Weiße Christen kümmern sich, werden zum Dank überfallen,  vergewaltigt,  ermordet. Täglich.",0
1857,1117,@krippmarie @DrDavidBerger Es bedeutet das bei der groko auch die selben Minister im Amt bleiben und Schulz Vizekanzler..?,2
1930,3838,"Glückwunsch, lieber Herr Schäuble, zum 75. Geburtstag! Sie waren MdB, als ich Schüler war und Minister, als ich studierte! Ad multos annos!",2
4206,628,"@OliverFabian1 @ZDFheute @morgenmagazin Eine Partei in der #AfD-Mitglieder SS-Verbrecher verherrlichen (#Magdeburg), #Holocaust-Leugner relativieren (#Höcke über #Havermann), oder lupenreinen #Antisemitismus verbreiten (#Gedeon ist weiter Mitglied) kann keine Partei für uns #Juden sein. Die #LuegenAfD ist abzulehnen!",1
1937,2796,"@PittivomDorf Gewollt und nicht gekonnt ! Der Designer des Kleides wird wohl seinen Schädel gegen die Wand knallen, weil auch die Wanderwarze sich für seinen Entwurf entschieden hat und aussieht wie ein Modegag oder was man nicht tragen darf !",1
3267,1660,@anna_IIna @DuHugonotte Die Grünen sollten auch ein Kopftuch tragen damit man ihre dummen Fressen nicht sehen muss!,0
4002,1657,"Beifall, Ihr Niederländer, schon im 17.Jahrhundert haben die Österreicher |LBR| die türkischen Invasoren davongejagt. Weiter so.",0
2867,3855,@Lexie_M_ @IngoFunke Merkel ein Nazi..? |LBR| AfD ist im Bundestag ..das beste was passieren konnte...und das war erst der Anfang..! |LBR| Allerdings bezweifle ich das das verseuchte Deutschland jemals wieder bereinigt werden kann.,0
1472,3172,"Es kotzt mich an und bringt mich selbst zum kotzen, wenn Özdemir, oder wie immer der geschrieben wird, von PATRIOTISMUS redet oder sich über DEMOKRATIE ausläßt!",0
675,79,@FroehlichKaiT So früh waren die schon auf?! Was haben die vor?  Sorgen!!!,2
2234,779,"@NoHerrman Ich, ein Selfi mit Murksel???!!! Eher würde ich mich zu `ner Klapperschlange ins Terrarium legen.",1
751,1909,@LC180666 @RealAppell Eine die Ihren Hals aus der Schlinge ziehen will in dem sie Bürgerkrieg in Europa anzettelt und einen Kontinent dem Islam opfert,0
1239,4744,@hdBerretz Die ganze Bande muss weg!,0
1038,1880,@KokoLores100 Dummheit hat einen Namen! SEEHOFER!!!!,1
735,1636,"@tagesschau Da diese Meldung von den Vasallen Merkels kommt, würde ich sagen das diese Meldung der Tagesschau gelogen ist!! Lügenpresse und Lügen Medien",0
1056,398,"Moin, Hat schon einer gemerkt das die ganzen Syrer wieder gehen können ??? Auch die hyperpigmentierten Schwarzafrikanischen ""SYRER"" können auch wieder nach Hause ! Da die Politik das nicht propagiert kann man wohl von gewollten Austausch reden !",0
178,2571,"@machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Na, noch Fragen - kannst das BKA fragen - am besten den Gutachter. Der ist bestimmt auch ein Fake, das BKA auch ?",2
2509,3388,Nach der Sparerenteignung mit Null Zinsen kommt jetzt noch die Inflation für Alle dazu |LBR| DE die Melkkuh Europas/Welt |LBR| #schäuble der Weltökonom,2
325,4746,@tankred45 @AlexM7117 @AfDimBundestag Hatte Yücel am Ende doch recht..?...ich bleibe bei meiner Aussage: 80% der deutsche sind verblödete Schwachsinnige.. |LBR| Ihnen ist 🇩🇪egal...!!,0
616,2201,"@rocknproll Grundsätzlich schon, beide Parteien haben aber eigene Anträge - und glaubt man der Union, möchte man dort nicht auf die Stimmen der AfD angewiesen sein.",2
2656,2224,Seehofer garantiert nach der Wahl eine Flüchtlingsobergrenze 😂😂😂😂😂 Steht der Bayer ohne Eier etwa trocken? 😂😂😂😂😂,1
485,4739,"Mittlerweile haben unsere Medien das Niveau des ""ND"" und TV vor 1989 in d. DDR. Kein Wunder bei der Lehrmeisterin, als ehem. AgitProperin 😜",0
3089,308,@emrich_5933 @DuHugonotte @CDU Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!,2
1772,1617,"@MiriamOzen Sehe mir den Film an da ich ein dickes Fell habe. Aber eines ist Fakt. Wäre der Deutsche Islamisten, mein Kind würde ich ihn eigenhändig erschlagen.",0
2926,2593,"@kld_schulz @Feindpresse @Mirlangtes Asyl ist hier so eine Sache, hier kann erstmal prinzipiell jeder kommen, der nachweisen kann, von was er lebt und eine Krankenversicherung, sowie Wohnraum. Letzteres ist das Schwerste, da Mieten eher selten vorkommt, 90% Wohneigentum. Asyl hat hier harte Maßstäbe.",2
2644,641,"@xxbertixxneu @GertWalterWolf1 @focusonline Genau wie fast alle Türkei-Gefangenen mit deutschen Pass (Sind für mich keine Deutschen), sind Türken und unterstehen türkischer Justiz!",2
1033,1703,"@AfDimBundestag Eine demokratische Partei ,gewählt in den Bundestag,wird an der Gedenkfeier am Breitscheidplatz ausgegrenzt.Schande über Merkel!",2
1753,806,"@swobodzinski2 @ThomasOppermann Naja, dein Name sagt schon alles! Dumm und dümmer!!!",1
606,1356,@anna_IIna @krippmarie Nicht ihr soll er helfen...sondern uns allen..!!,2
4856,3285,"@Riedegost Für mich gibt es Straftaten, da fehlt mir jedes Verständnis, diese sind mit NICHTS zu entschuldigen.",2
943,4819,Jetzt auch mit blauem Häkchen hinterm Namen: Folgt unserer Pressesprecherin @Adi_Farjon! #Israel,2
2636,713,Die Französische Nationalmannschaft besteht aus Schwarzen und Arabern und 1 Ethnischen Franzosen schlimmer als bei uns,0
2067,4022,@EmreCan88179995 @BILD_Sport @MiriamOzen Ist ja gut....die Nationalmannschaft war gemeint...mit lauter Türken |LBR| Und die können es einfach nicht...!,0
2858,1677,@zeitonline @zeitonline ...ihr seit elende Schmierfinke...ihr gehört mit eurer gefakter Berichterstattung tatsächlich auf den Müll..!!,0
3740,2656,@China_Welt_News Quatsch! Es gibt keine Fachktäfte aus dem Ausland! Außer in Kriminellen und Vergewaltiger-Bereich! Grüne Dummheit!,0
1604,3909,"@Germanbub @AdolfGlunz @Tomsch24 @Georg_Pazderski Dieses Bildnis hinkt. Dieses Haus gehört nicht Ihnen und auch nicht uns, sondern uns allen.",2
2205,2386,"ICH BIN METALLER ! Die IGM, das sind keine Metaller! Mich haben schon die Arschkriecherischen Betriebversammlungen, Ende der 70er angekotzt ! Alles was ROT,SPD,LINKS und besonders GRÜN ist, ist ein DORN im Fleisch der ARBEITNEHMERSCHAFT !",1
1890,4616,@dunjahayali Dunja macht jetzt auf Sport...mal sehen ob das funktioniert. Das mit der Politik war ja wohl nicht so ihr Ding...ist auch nicht jederfrau etwas...😃😃,1
3793,109,"Der einzige, der sich noch darüber freut, dass Merkel auf ihrem Stuhl klebt |LBR| ist der beginnende |LBR| Dekubitus.",1
2328,151,"@schweizerguy @DuHugonotte In diesem Kiez sollten besser 1000 Wahre Deutsche leben ,als dieses Pack von linken Anarchisten!",0
655,2349,@Sepiroth1986 Naja vllt bei den alteingesessenen linken aber die neuen zu 95% Antideutsche leleks,0
452,2858,Hallo Twitter. Darf man Herrn #Gabriel eigentlich auch Kriegsminister nennen oder verstößt das gegen das #Netzdg ? #Afrin #Türkei #Panzer,2
2216,2246,"@welt Konfuzius sagte schon: Ein Glas, das bereits voll ist, kann nicht mehr befüllt werden. Iss ne Denksport Aufgabe.",2
852,1384,"@eurogegner Habe einige Male für ihn dolmetschen müssen - frag` mich besser nicht. Und wenn er Merkel sieht, kriegt er `nen Stän*** 😜",1
456,4275,@Waldoknalldo @SteveMotley Trump sendet Militärpolizei in Regimentsstärke nach GITMO,2
2523,709,"@Steffmann45 @petpanther0 @mastermikeg @troll_putin @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Gott sind Sie bescheuert, darf ich Sie an meinen Follower Herrn Dr.Alessandro Meluzzi weitergeben, er ist Psychater und Kriminalist und schreibt zum Thema Ur-Logen und kann Ihnen auch den NSU Tatort analysieren.",1
3052,572,"@jutta_ditfurth Im Grunde hätte Dir Bosbach eine schallende Ohrfeige |LBR| geben müssen, dass Dir der Fächer davongeflogen wäre.",0
1245,3224,"Der Weg zum Erfolg führt in der CDU durch Merkels Ar***, Hirn braucht man nicht, Bsp. Altmaiers letzte ""Wahl-Äußerung"" &gt; dieser Vollpfosten😜",1
3063,2362,"Thema Krim: Offensichtl. werden dumm geborene,die nichts dazulernten u. davon noch d. Hälfte vergaßen POLITIKER Schwarzmeerflotte bleibt RU😜",2
2291,4637,"Martin Schulz ist nichts, kann nichts und taugt nichts.Ein totaler |LBR| Versager, schon in der Schulzeit. Und trockener Alkoholiker.",1
3005,2192,@FilmElf_yt @Goreminister Anständige Löhne würden die sache regeln,2
945,616,Younower zu werden ist der finale schritt um ein Hurensohn zu werden,1
2250,1685,"@SPIEGELONLINE Das die Hamas in Deutschland eine Plattform bekommt ist mehr als beschämend, da wir alle wissen das es ein Terroristen Verein ist.",2
4182,746,@SteinbachErika Diese Jugendlichen sind die Politiker der islamischen Parteien von morgen. |LBR| Das Gedankengut wurd seine Früchte tragen. |LBR| Steht auf Leute!!!,0
3290,4127,@karlheppner @Kreuzritter1099 Luther würde heute wohl als Rassist bezeichnet werden. Was das Merkel wohl nicht weiß. Luther war der größte Gegner des Islam.,2
2999,2726,Jetzt werden erst mal wieder die angeblichen Opfer aus der Versenkung hervor kommen um sich zu profilieren. |LBR| #metoo,0
