,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tweet,label,number_votes,num_label,contain_bad
2140,266,16517,23228,23228,RT @La21Savage: How you gonna let a nigga with no car drive you crazy &#129300;&#129300;,hateful,4,0,1
2141,4366,11287,61954,61954,"RT @dubs416: @softprince_ @literallyroos @curlyhairvegan no, it's not. tofu chicken wings &amp; macaroni n fake cheese are vegan food. fruit is…",abusive,3,1,0
2142,38750,64960,4118,4118,"I hate clingy ass people. Don't text me 100 times, don't be all over me, just no.",hateful,3,0,1
2143,18227,58192,76872,76872,"Fun #Fallout fact, the white glove society did eat people but under a different name. Ps. Before the courier.#Bethesda #oblivian",normal,3,2,1
2144,38682,10609,50957,50957,@vbernero Y don't U run 4 office n Mexico U anti US lawless democrat piece of sh!t ? U care nothing 4 the idiots wh… https://t.co/ncdEQkYba6,hateful,4,0,1
2145,6692,43891,63362,63362,@Harry_Styles Fir ever and always for you love you so much❤❤❤❤❤&#128525;&#128525;&#128525;&#128525;&#128525;❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤… https://t.co/SvfnLUs7v9,normal,5,2,1
2146,17371,59497,65095,65095,"When you eat her pokes&#128069;, Lick her crack... And she still wants to give you attitude&#129318;&#127998;‍♂️ https://t.co/3sI39MfkZv",abusive,3,1,1
2147,29308,71237,66074,66074,Horny Couple Loves Fucking https://t.co/h5LyEHdSPx,abusive,3,1,1
2148,13018,39801,99795,99795,RT @Taylor902100: Gonna get FUCKED up tonight &#128520;&#127870; https://t.co/hnHZ3hkA0H,abusive,4,1,1
2149,23824,59148,40770,40770,RT @FunnyPicsDepot: this fucked up bruh https://t.co/T6Wh9fWque,abusive,3,1,1
2150,16692,59394,83363,83363,FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !! FUGLY !!,hateful,3,0,1
2151,22889,50585,24261,24261,Yan una pa sabe el mujer kaysa kombo cuz some band of gay holes said it first than you. Hombres or marengs? Or better deads,hateful,3,0,1
2152,23960,20206,98659,98659,im going to slap a bitch if another trick ass bitch talks abt jackson and whatever the crap happened. https://t.co/GMy0lR0kZj,hateful,3,0,1
2153,18028,33830,78983,78983,Look At The Sails Pavilion NOW!! San Diego Convention Center Renovations Underway - Photo Gallery Of Sails... https://t.co/GsjeZEWS4l,normal,3,2,0
2154,14499,19681,71484,71484,Short game area @TeignmouthGolfC all ready for fine tuning #1stmedal #seasonstarts https://t.co/5PE2qfjybl,normal,3,2,0
2155,37770,78461,91960,91960,You're seriously so fucking annoying. Idk why tf I trusted you,abusive,5,1,1
2156,31307,46296,93543,93543,RT @terminaIIychilI: you got me fucked up if you think these skechers are coming off during sex,abusive,4,1,1
2157,26355,20338,81561,81561,"I got time for you pineapple on pizza motherfuckers today, disgusting pricks",abusive,3,1,1
2158,10585,7823,11389,11389,RT @mckinlay_liz: Dear @GuyVerhofstadt please help. We're stuck with a bunch of idiots &amp; fascists governing our country. We need urgent ass…,abusive,5,1,1
2159,31175,1092,39456,39456,Wow! I did not know this. I learn so much on #Twitter. It really is one of the best places to learn. TY @AHA_Vida… https://t.co/lZmACPz5Su,normal,5,2,1
2160,16794,41303,33007,33007,RT @SMOKEMYBEEF: DIRTY DIKE AND SAMMY B-SIDE ARE IN FRANCE TONIGHT. NANCY GET YOUR MEAT HOOKS OUT. https://t.co/GOZhE1Xfzg https://t.co/goc…,normal,3,2,1
2161,1222,71452,47573,47573,RT @EconomicTimes: #ISIS calls @realDonaldTrump 'stupid idiot' in 1st remarks on @POTUS https://t.co/T3gDjFw69w,hateful,3,0,1
2162,23180,39997,85685,85685,RT @UweBollocks: Cold War 1987: Russia may nuke us Cold War 2017: Russia made bot Twitter accounts to tweet pics of a pig shitting on its b…,hateful,3,0,1
2163,13957,62083,29244,29244,I felt bad... Can't just be out here fucking niggas girlfriends like a heathen with no self control lls,hateful,4,0,1
2164,9914,57914,23975,23975,"RT @King_TooColdd: ""the reason why us niggas hate yall females &#127919;thread",hateful,4,0,1
2165,16542,800,29365,29365,"Students are the forefront of this University, so we must elect someone that will keep their Voice strong! Xanté Wa… https://t.co/cyTzHrp32e",normal,5,2,1
2166,17776,5386,90393,90393,@BULLETMAN529 And I miss you. likе the desеrts miss thе rain!!&#128571;&#128171; @StageWasHere @APdanny @official_harrym @The360man1,normal,5,2,0
2167,22391,22476,21509,21509,@Icy2x Hype but don't go to over board wit it cause niggas gon start thinking u retarded,hateful,3,0,1
2168,18137,61148,24585,24585,A group of people just got in a full blown fist fight and I heard the fist connect with the guys face,normal,3,2,1
2169,5877,14579,52529,52529,#pray El Shaddai revoke/cancel/nullify curses on/wished for good children &amp; partners of cruel fathers in/of Red Hills St Andrew #Jamaica IJN,normal,3,2,0
2170,3443,70924,70914,70914,RT @iamwilliewill: This what happens when you separate yo self from niggas who don't eat they food cold. You FLOURISH... https://t.co/FzTIA…,hateful,4,0,1
2171,12194,23017,86413,86413,@daaku_chambal @HarshaVasishta @duffyhair @MissFurioso Since when is China a developed country? &#128566; Last time i check… https://t.co/9fjlOPBHWP,hateful,3,0,0
2172,35521,71982,35089,35089,"A guy in line told me he was buying steak to surprise his wife with a dinner since she got a new job.""I can't help it, I love her too much""&#128525;",normal,5,2,0
2173,40368,55351,65245,65245,RT @stoneratlaw: What a fucking joke https://t.co/omU9PgFjEC,abusive,3,1,1
2174,12676,15482,93731,93731,they're gonna get attacked so bad and i cant defend them. nor can i just say educate them. its 2017.,normal,4,2,1
2175,26053,6919,1563,1563,RT @carterreynolds: NORTH CAROLINA WON!!! FUCK YEAH!!! #NationalChampionship,abusive,5,1,1
2176,31051,23348,87870,87870,Busty shemale Julieta de Roberto getting fucked anally https://t.co/aWZJArGlJw,abusive,2,1,1
2177,10244,60305,64121,64121,RT @rrfxagb: me fucking it up for my seargant so I won't have to go on duty https://t.co/0p0LF3PhcJ,abusive,4,1,1
2178,49230,83757,46256,46256,"BBC News - Paedophiles, 101 and 96, lose sentence appeals https://t.co/VJzsXe8vY2 only the good die young, keep them jailed the sicko's &#128545;",hateful,3,0,1
2179,16036,22270,76050,76050,RT @BACKWOODBHRIS: this nigga Jah gained 50k+ followers yesterday I'm sick &#129314;,hateful,3,0,1
2180,24922,38327,58478,58478,RT @aneekaahh: hold up ....... since fucking whennnnn ?? https://t.co/cFjdhZcrXF,abusive,4,1,1
2181,33926,61168,94003,94003,"Trump Job Approval – Disapprove 58%, Approve 42% (Rasmussen Reports 3/29-4/2) https://t.co/XpGBAstm3Q",normal,4,2,0
2182,3002,60762,55360,55360,"@CBSNews This might be one of the few times a picture of that Mrs. Tramp Trump is actually wearing some clothes, sh… https://t.co/iJurFwdSeF",normal,3,2,1
2183,50725,81206,46461,46461,"Bad Bunny Ft Arcangel, Bryant Myers, Almighty, Noriel, Brytiago Y Baby Rasta &amp; Gringo – Me Mata (Video Oficial) https://t.co/8iaihQtWnR",normal,4,2,1
2184,46591,32502,17737,17737,RT @adamadaniels: I ASKED FOR A FUCKING PLAYSTATION 4 AND GOT 4 FUCKING PLAYSTATION ONES http://t.co/jQrx382HQ2,abusive,4,1,1
2185,32715,81020,30035,30035,@Kenstaaa @Footy_Tipsters Accas for ya mate always 1 fucking team!,abusive,5,1,1
2186,32119,18124,54838,54838,Birdseye Design clads Vermont dwelling in salvaged wooden boards https://t.co/EZ1f6VXxZk https://t.co/BK0px0Du3a,normal,2,2,0
2187,38570,7936,60963,60963,@MarALagoAntifa Isn't that oppressing your right to sweat and be stinky? Sounds like it to me. Your Moms a fascist.,hateful,2,0,0
2188,11194,85897,29537,29537,#BlackMonday SA'n mxm.... when ppl lose the plot. Ask wat u can do 4 ur country &amp; not wat ur country can do 4 u. Fuck u guys r tiring!!!!,hateful,2,0,1
2189,3004,11483,97576,97576,"Boring People, Fucking Grays SiM #なうプレ #NowPlaying",abusive,2,1,1
2190,41361,73271,41678,41678,"@madipup haha hey, i just realized something. . .Did you ever get the finished version of the fanart i drew you?",normal,5,2,0
2191,7180,1520,98534,98534,@jesssicarico if for no other reason than no commercials but the content is much better imo Hulu just has Seinfeld,normal,5,2,0
2192,29077,26161,17270,17270,America’s gangland: How Chicago became a cultural capital of crime - The A.V. Club https://t.co/Cl2Y8roQxJ,normal,3,2,1
2193,29635,85111,77507,77507,RT @Iosernigga: if ya girl suck on your fingers when y'all fucking then wife that demon,abusive,3,1,1
2194,41983,75140,46044,46044,New post: Sources: Adrian Peterson leaves Patriots visit on Monday with no deal – ESPN https://t.co/orKmS63Bh5,normal,3,2,0
2195,30085,84775,18899,18899,@puckeruptab Me either &amp; true 2 drinks doesn't mean you're intoxicated. But nobody knows how much alcohol it truly takes- so why risk it?,normal,3,2,1
2196,47288,22747,54918,54918,@MysticxLipstick Is this retrograde affecting Caps in any particular way? Or Taurus for that matter? Just had the most bizarre interactns &#128580;,hateful,2,0,0
2197,14137,8386,74004,74004,At least @Arielrocks5's negative ROGUE ONE review didn't paint critics as an oppressed minority while alluding to Black Lives Matter.,normal,4,2,1
2198,33501,23825,44103,44103,"CDL-A Team Truck Drivers - Panama City Beach, FL, , USA #jobs #Panama City Beach pls RT: Are You Professional… https://t.co/Xy09iqp8du",normal,5,2,0
2199,14103,64643,80407,80407,@Jay_brooo Human rights. Something I'm sure you advocate for. This isn't a military issue or a work policing. It's basic human rights.,normal,4,2,0
2200,33321,15084,84487,84487,The racism in Vancouver is palpable - I work mainly with children so most of my day is usually dealt with adora... https://t.co/tX1dRKFU3P,hateful,3,0,1
2201,12915,70980,82818,82818,"TODAY IS MY QUEEN'S BIRTHDAY, WHAT A DAY IN HUMAN HISTORY, HAPPY BIRTHDAY MY LOVE, I LOVE YOU @ivannaabonillaa ❤️&#128141;",normal,3,2,0
2202,13765,67476,56606,56606,@fraudrieux @booker711 @katyashot @hale4jesus @SheepleResist @emuaw245 @HandicapperBill @DanScavino… https://t.co/XN1pKXrsFr,normal,2,2,0
2203,5632,85671,51741,51741,RT @rosiemudie: A hate lassies that think they're intimidating fuck off creep,hateful,3,0,1
2204,20933,35457,64084,64084,"#WhiteSupremacyNationalism will be held accountable to attacks on anti Trump protesters at Louisville, KY @POTUS https://t.co/enZV4Bdcxm",normal,3,2,1
2205,47768,12722,3895,3895,"""On Tuesday, Assad launched a chemical attack on his people. This evening we fucked him up."" - POTUS",abusive,3,1,1
2206,43567,77208,81222,81222,"@20committee if the IC is that petty and political, we are already so beyond fuckedsville. No faith in the IC after a comment like that.",hateful,3,0,1
2207,37891,64404,25838,25838,Jesus. You know the situation is well and truly fucked when Trevor Sinclair is talking sense about your club's insa… https://t.co/pRO1iE8jjh,abusive,3,1,1
2208,23970,3382,19280,19280,@NameFieldmt Agree with pence here cos men should refrain from having dinner with another woman unless they're getting the dessert,abusive,2,1,0
2209,1181,47253,36815,36815,"I'm over this bitch coming at everyone for not ""doing anything"" but let's a computer do the schedules because she's too lazy to. FOH",abusive,5,1,1
2210,4565,64469,67873,67873,9 Sales Email Templates to Inspire Urgency in Your Prospects https://t.co/cZ2yVejg4D https://t.co/ardUttOttq,hateful,2,0,0
2211,21804,52027,17871,17871,i'm watching Sky High and y'all... Gwen was a senior and Will was a freshman... she was 4 years older than him what!!!,hateful,2,0,0
2212,8726,65820,29152,29152,"""Our|challenge &amp; opportunity is to turn atmospheric carbon into water-holding, fertility-enhancing soil organic mattel!""",normal,5,2,0
2213,15543,77109,31997,31997,I accidentally (not kidding) punched a wall yesterday and my fucking knuckles are killing me,hateful,3,0,1
2214,37896,82482,36281,36281,RT @Flamingeos: Almost fucking die... never forgetting this day :(,abusive,4,1,1
2215,27552,47863,18484,18484,Christianity has it's retards as well: https://t.co/XOetHwZb9b,normal,2,2,1
2216,14196,37171,71596,71596,"RT @MVRSS: Bitch caught an attitude w/ me cause I almost ran her over, like bitch you almost got my car dirty with your blood, self-centere…",hateful,3,0,1
2217,41860,47105,67139,67139,John Oliver criticises Devin Nunes and Donald Trump over ‘Stupid Watergate’ https://t.co/VFHpBKWsFm https://t.co/iwXG0ygGXZ,normal,3,2,1
2218,51209,67772,36113,36113,"@Sillybillhilly That either wasn't on the curriculum at school (possible, it was all boys) or I must have fallen asleep in that class.",normal,3,2,0
2219,45820,6014,19779,19779,I saw a crackhead on a bike singing the ice melts chorus no headphones nothing pedaling dique woah woah woah woaaahhh,normal,2,2,0
2220,31894,69288,32402,32402,Babies make you lose a waistline &#128514;&#128514;&#128514; you don't know if it's just below your boobs or below the tummy itself &#128514;&#128514;&#128514;,abusive,3,1,1
2221,50373,188,89200,89200,"RT @shutuplayla: And you idiots are tweeting Obama for help......the man who dropped 50,000 missiles &amp; bombs on Iraq and Syria every 20 min…",hateful,3,0,1
2222,33314,78391,17067,17067,I saw this and thought it was super cute! Had to post! Happy April Fools Day! #lularoe… https://t.co/Xn3x0BDJBS,normal,5,2,0
2223,20744,63516,15767,15767,BREAKING: In-law of missing Wilmington women kills self in S.C.; unidentified bodies found in burning shed https://t.co/j8ONgINxn6,hateful,2,0,1
2224,32073,69757,51956,51956,@theyeezusx maybe because everone is fucking retarded?,abusive,3,1,1
2225,44907,11012,93139,93139,RT @loveesuave: SPITTING ON SOMEBODY IS SO FUCKING DISGUSTING‼️‼️‼️,hateful,2,0,1
2226,15841,59844,18619,18619,Exhausting is okay. It means you're in the game. You're on the way up and you're not on the way down. - Lee Rosen #quote,normal,5,2,0
2227,21145,11832,36721,36721,@akshaykumar। The role of rustom played by akshaykumar is very natural. He give good judgement to that role. Result is infront of you.,normal,5,2,0
2228,11636,72040,12214,12214,Plastic Addiction: Games Workshop and Me https://t.co/NBkZtZJeFJ #weeklyrecap https://t.co/JDFcmIT7w1,normal,4,2,1
2229,17352,71985,2256,2256,"fire them, deport them.. America is not a Sharia law &amp; never will be.. go back to their country. https://t.co/UAtAcOYHHk",hateful,4,0,1
2230,34329,18892,49715,49715,my fucking uni's library service went through some fucked up changes and i lost all access to all of my sources for my essay!!!! N I C E,abusive,4,1,1
2231,43494,54932,63840,63840,RT @ahlbecke: @FemaleTexts @mariianartuuz YESSSS I FUCKING KNOW IT,abusive,2,1,1
2232,437,18726,90287,90287,RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face &#128557;&#128557;&#128557;&#128557; https://t…,abusive,5,1,1
2233,15155,33968,41863,41863,RT @undeveIoped: Me: i'm getting sick Mom: cuz u be on that damn phone https://t.co/BPbmAWNrF0,abusive,2,1,1
2234,1379,33590,43861,43861,Pimples fucc u ur ugly I'm kidding ho I'm talking to myself https://t.co/m5t8TgUADQ,hateful,1,0,1
2235,31915,52607,60387,60387,"RT @3galyssa: i hate a girl thats always sippin somebody elses tea, skrt your nosey ass somewhere else.",hateful,3,0,1
2236,21306,25967,25318,25318,"Miles raps energetically about his relationship with jesus christ, and it's a fucking horrible track",normal,2,2,1
2237,18998,25086,12780,12780,Selena Quintanilla 21st Death Anniversary: 21 Things You Didn't Know About #SelenaQuintanilla #SelenaQuintanilla https://t.co/cDO96OTjSV,normal,4,2,1
2238,51470,35553,29915,29915,"Black people low budget cookouts have quarter legs for the old heads and bullshit hotdogs for the ""kids"" &#128557;&#128557;&#128557;&#128557;&#128557;",hateful,14,0,1
2239,3580,65118,75400,75400,RT @herecomesbeef: Am i in the fucking twilight zone ? https://t.co/sWBVuU9z3Q,abusive,3,1,1
2240,27539,62706,64853,64853,https://t.co/S9XbPwVMah This aint a 10-4 either... Im sick n tired of u battle rap fags smfh,abusive,2,1,1
2241,48340,66571,48157,48157,"If you build yourself a myth, know just what to give. @ Westchester, Los Angeles https://t.co/ZEGSA9k79c",normal,4,2,0
2242,29522,28332,28264,28264,Well done to the children who have won the KS2 Lunchtime Behaviour awards this week! https://t.co/t0QeNoHLmK,normal,4,2,0
2243,14134,82535,49783,49783,Does @PressSec always look this much like an overworked funeral director…or someone already embalmed by one? #caring,hateful,2,0,1
2244,6557,83730,38374,38374,"RT @eb0nyporn: Nigga makes violent ass music, has videos all over the internet of him fighting ppl brutally but y'all can't believe he beat…",hateful,3,0,1
2245,37723,76170,65931,65931,Doused vehicle fire cleared in #ParkwayWest on I-376 Inbound after PA-121 #traffic https://t.co/SL0Oqn0Vyr,hateful,3,0,1
2246,28259,78526,51424,51424,#Top1 at The Wireless is ♫ Culture Club - Do You Really Want to Hurt Me ♫ #bestof #music https://t.co/9PWMlupUp3,normal,5,2,0
2247,20859,25768,31554,31554,https://t.co/HRT7jRKX1t What repeal of protections means for you - Sarasota Herald-Tribune https://t.co/7qi9XjBnuD #sharethis #KcAashik,normal,3,2,0
2248,32863,6522,38736,38736,RT @imwilliamsbitch: When her nigga wanna hit cuz you fucked his hoe but that nigga 5ft. https://t.co/7Q2RTe4E86,hateful,3,0,1
2249,31458,71612,95164,95164,"RT @NawRob: Damn.. all my mama say is ""you not too sick to be on that damn phone"" https://t.co/mutiLIlvgB",abusive,1,1,1
2250,15847,45377,38922,38922,RT @NiggaVideos: I'M LIKE GAWD DAMN YOU DIRTY BITCH https://t.co/GlHBoLmX2I,hateful,4,0,1
2251,4183,70895,44339,44339,RT @13ReasonsFans: this fucked me up https://t.co/58gm0yEn6Y,abusive,4,1,1
2252,32873,35875,42590,42590,"For #Africa's agriculture to become a source of food security, it must also become a source of economic security:… https://t.co/LKxBJXmUbZ",normal,4,2,1
2253,21638,4050,50333,50333,"""cum drinking Dick banging ass"" i'm disgusted https://t.co/diaFsCPutJ",abusive,4,1,1
2254,40183,43649,7744,7744,I'll try to sleep. Night. But I'm sure my dog will wake me up like that in few hours⬇ it's no kidding my dog really… https://t.co/NhiphDCrBj,normal,5,2,1
2255,35937,70439,95447,95447,Dangerous Woman isn't a flop. It outsold confident and revival in 7 months. Just bc it isn't her most successful era doesn't mean it flopped,normal,5,2,0
2256,19598,344,54986,54986,I ABSOLUTELY HATE NIGGAS ! like it's ridiculous how bad motherfuckers get under my skin !,hateful,3,0,1
2257,6108,20237,12400,12400,i hate when girls refer to me as so n so's girl or so n so's friend. u know my instagram name/ twitter name/ snapchat name. girl u know me &#128580;,hateful,4,0,1
2258,16168,48767,20408,20408,@kidd_culi @ShannonSharpe Blind cripple or crazy idc its for my bracket soooo!!,normal,2,2,1
2259,46425,14022,19621,19621,"@kagirapoo People voted for Jacob fucking Zuma, that's how!",abusive,5,1,1
2260,16445,31380,89224,89224,@Changa @RedReserve if it's not for April fools Imma fucking kill you,hateful,3,0,1
2261,12442,55373,92805,92805,"@narendramodi Why give them a huge scholarship why give them job first why ???? Help only Poor's sir not in SC ,ST.. manner",normal,4,2,0
2262,42996,18341,48763,48763,Have you ever cried so much &amp; so hard to the point where you actually get really dehydrated and you can't get air into your lungs it's scary,normal,5,2,1
2263,47181,21955,71228,71228,RT @shamanabeats: room mate jus railed a fucking gram of addy in front of me and drew this w his non dominant foot https://t.co/RZ4n4wm4zk,abusive,4,1,1
2264,47420,69873,78215,78215,35 cats available for adoption at Midlands Humane Society - The Daily Nonpareil: The Daily Nonpareil 35 cats… https://t.co/HerFSMEEbI,normal,4,2,0
2265,40971,19493,52426,52426,the one thing i hate about working at uss is tHE DAMN SHUTTLE BUS TO WORK,hateful,4,0,1
2266,21370,26106,27180,27180,RT @THICKBELLYBELLA: There are grown ass women that get mad over their partner liking another person's picture on an app created for lik…,hateful,2,0,1
2267,11601,82086,75644,75644,"Niggas smoke in front of cops, niggas speed in front of cops. Try doin that shit out in SB, niggas would CDC you asap",hateful,4,0,1
2268,36531,83747,12227,12227,Bad Ass Jam from @Akeemlomoyen #GbemilekeByAkeemAdisa https://t.co/A1hQS99bVz of @LRRTeam,abusive,2,1,1
2269,20182,73038,33120,33120,RT @ThomasEvansGB: This Iraqi soldier is a bloody legend! &#128522;&#128522; The cowardly little shits who put the boy in it can go to Hell! &#128533;&#128533;…,abusive,5,1,1
2270,15846,51659,83301,83301,"We are the only ones who can save our children. We can't wait, we must love enough to care. #repost the video.... https://t.co/tVNJFJLM2Z",normal,4,2,0
2271,13904,40175,10419,10419,I love living a 6-minute drive from all this cuteness. ❤ #Portland #portlandmaine #Maine… https://t.co/9OLoD2l8Av,normal,5,2,0
2272,43634,16297,72444,72444,Then when Kendall and her team read the script even they didn't raise an eyebrow? Lmfao like alll the black people they be around,hateful,3,0,1
2273,17245,37181,23122,23122,"Gloom: Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink.",normal,3,2,0
2274,14382,57368,31280,31280,This boy is everything I've ever dreamed of #doglife #myboy #lovehim #dogsofinsta https://t.co/G5DGYzFalA,normal,5,2,0
2275,15770,67939,62546,62546,@Oahu_Raider808 JFC you're just making it hard on yourself. i hate the school you root for &amp; enjoyed them sucking… https://t.co/qitsq91p18,hateful,3,0,0
2276,751,61167,70372,70372,If by some miracle of shitlibbery Trump turned out to be the deep Russian agent these dolts want him to be–I probably wouldn't give a shit.,hateful,2,0,1
2277,18290,37334,72981,72981,#NHL #GaryBettman WTF is wrong with you! No #OG2018 for NHL players is like Ice hockey without puck! U greedy douchebag&#128169;&#128074;,hateful,3,0,1
2278,14905,76723,85021,85021,Napa Valley Tesla This Barclay's Analyst Thinks Tesla Bulls Are Living In 'The Matrix' - Fortune… https://t.co/qpHOOUToLB,normal,3,2,0
2279,9788,20803,22757,22757,RT @tellesmith: That match was fucking insane... All the pedigrees! @WWERollins @TripleH you guys are warriors &#129304;&#127996; I need to go to @Wrest…,abusive,2,1,1
2280,46808,34092,35425,35425,IM FUCKING SICK OF THESE PORN BOTS LIKING MY TWEETS. TWITTER GET YOUR SHIT TOGETHER!!!!!!!!!!!!!!!!!!,abusive,3,1,1
2281,20901,51652,56766,56766,"The irony here is that $twtr may be the most disfunctional public co in the US, which is also a major accomplishmen… https://t.co/QRf6QFQtj0",normal,4,2,0
2282,18916,20667,71330,71330,RT @PleighboiRick: You retarded if you think pineapple on pizza trash,hateful,4,0,1
2283,15065,85758,52097,52097,It don't take a gun to show That I ain't fucking with y'all,abusive,4,1,1
2284,48501,81972,94630,94630,@helena123xd fucking snapchat. i dont wanna use it T_T,abusive,4,1,1
2285,94,17635,42478,42478,"Zarina #Diyas will play 25K ITF event in #Nanning, China. Should be 6th seeded according to the entry list.",normal,4,2,0
2286,33610,52859,58376,58376,RT @PeanutLlVE_215: I Keep A Bad Bitch All Around Me &#128527; https://t.co/BIbRAdirQR,abusive,5,1,1
2287,17289,47290,21758,21758,"@egapnala65 Companies that refuse, to be subject to social boycott and legal action from said foreign labourers #GreatRepealBill",normal,5,2,0
2288,27042,60876,50673,50673,"Forget unfollowers, I believe in growing. 339 new followers in the last week! Stats via https://t.co/Kmus1FXpmt",normal,2,2,0
2289,12984,44057,35702,35702,@overplaydns hey I'm interested in watching the nationals through https://t.co/2xwORcRdNT I live in NC so I only get braves games,normal,3,2,1
2290,8690,16398,20362,20362,This butterfly is half male and half female c @ScienceAlert https://t.co/9wPQcCG1Z4 #nature #photography #travel https://t.co/uPfM4Ds9Wq,normal,5,2,0
2291,51398,20759,40258,40258,"Why are so many news organisations trying to defame youtubers recently? Like WSJ and all the others, you're irrelevant, fuck off",abusive,3,1,1
2292,46474,84618,52368,52368,"RT @Sofia_P_018: this season is fucking art, pls 2017 never end &#128557;&#128557;&#128557;",abusive,2,1,1
2293,2720,46805,68830,68830,Nice to see Damian Lillard getting some shine on a national stage seeing that hes seldum mentioned among MVP candidates. #Rockets #Blazers,normal,5,2,0
2294,43282,42335,28105,28105,"If that's his pointy little head photo shopped in, then the glasses mean he is genetically inferior https://t.co/lTsOuxrcur",hateful,3,0,0
2295,27522,1187,76306,76306,"@iamjtune I'm not saying what she did was bool whatsoever, But if a nigga was playing two females and we showed up to his job we'd be crazy?",hateful,5,0,1
2296,11054,44720,14050,14050,"RT @akosiRyanJ: PART 2 - Sucking, rimming, and fucking session with Long-haired Twinkboy ng Parañaque. Retweet and follow me for m…",abusive,3,1,1
2297,38516,44127,18070,18070,"Supposed ""Anti-fascist"" favors murderous communism instead, doesn't like capitalism so he buys a crate of juice at… https://t.co/tDQuve9Jfk",hateful,2,0,1
2298,42601,63604,68088,68088,&#128483;IF ANY NIGGA EVER THINKS HE CAN TALK CRAZY TO BE IMA BEAT TF OUT OF HIS MOMMA &amp; I PUT THAT ON MY MOMMA,abusive,2,1,1
2299,49890,77087,16377,16377,RT @9OsQueen: I like hood niggas wit a bad attitude &#129335;&#127997;‍♀️,hateful,5,0,1
2300,51102,73229,4297,4297,RT @iamwilliewill: This what happens when you separate yo self from niggas who don't eat they food cold. You FLOURISH... https://t.co/FzTIA…,hateful,5,0,1
2301,27807,20393,41206,41206,#CALLOUT Tyler- making her court accountable for not knowing the score! She held everyone to the… https://t.co/pszbyWX12u,normal,4,2,0
2302,33877,60239,76000,76000,"@Muhamma51739832 @MrAbuSidiq To hell with ur almajri, illiterate, religious way of life. Ur emir sanusi has touched… https://t.co/JXHY43YA8S",abusive,2,1,1
2303,37353,52837,1423,1423,For anyone who has been... Through it. Going through it. And got through it. Please please remember to... Stay positive. And never give up!,normal,5,2,0
2304,30940,82193,94836,94836,Ignorant poor white folks get fooled yet again falling for a cheap sales pitch https://t.co/GBRuQtkIdl,hateful,2,0,1
2305,17329,41638,39241,39241,The more chaos and confusion the better. Now Liberal media outlets writing about how #SusanRice story isn't true to save face.,normal,4,2,1
2306,16724,59411,34136,34136,"I went in without any expectations regarding original source material, and that's the best if you want to watch it",normal,4,2,0
2307,18725,431,69378,69378,"I don’t understand this/any of the ICP stuff, but the photos coming out sure are visually interesting! https://t.co/F8br1SLcJg",normal,4,2,0
2308,30693,42454,71779,71779,@ROCKONDUDE2 Hope this happens to your liberal ass family because I will let it happen because of your stupid beliefs Assholes &#128121;&#128121;&#128121;,abusive,5,1,1
2309,47469,7901,32274,32274,RT @lovingmyzjm: fuck this stupid bitch and why does she know me so well im em- https://t.co/as5bqJSb5O,abusive,3,1,1
2310,46756,54963,43680,43680,#HelpJUSTICESEEKERSAMERICA EXPOSE THE TERRORIST CAMPS IN AMERICA! BARACK HUSSEIN OBAMA SOERBARKA INDONESIAN CULT! GEORGE SOROS NAZI,hateful,4,0,1
2311,39673,24275,53959,53959,RT @Stormzy1: #GSAP TOUR - DUBLIN - FUCKING HELL!!!! &#127470;&#127466;❤️&#128170;&#127999; https://t.co/b6uzw8c3Ze,abusive,3,1,1
2312,46376,62076,54517,54517,"RT @Chicomaki1: Putin: ""XI, heard you are seeing Trump this week"" XI: "" Don't fucking remind me"" @TheRickWilson https://t.co/wrDCgxedxp",hateful,3,0,1
2313,19109,40672,98260,98260,"RT @jolene__x: A get so fucking raging on my period a hate everyone , just want hunners ae scran",abusive,3,1,1
2314,11415,137,42977,42977,Look Haters Look &#128071;&#128071;&#128071; And after that You don't understand it then You all are Mindless and Sick &#128078;&#128074;&#128074; #HatersSucks &#128078; https://t.co/JeexUctN5o,hateful,2,0,1
2315,31128,76783,9550,9550,.@HillaryClinton @TheDemocrats the chickens are coming home to roost. Is there anything dems do that ISNT corrupt?… https://t.co/ryZmy28KRl,hateful,2,0,1
2316,206,10172,71825,71825,"@azeliah_mrtnz's tweet: grammar checkers: @ariannevntrna28, @ysblsngc_, and the Great Conquerer, the Shah and the One with Power....me.",normal,4,2,0
2317,42411,56158,22816,22816,Them Z6NE niggas are evil &#128514;&#128514;&#128553; they cause nothing but heartache and headaches &#128514;&#128514;&#128514;&#128514;,hateful,5,0,1
