,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,label,tweet
6375,14672,3,0,3,0,1,RT @ Bdarnon : This is for the <SWEAR-NN> who played me ... What up <SWEAR-NN> ?
6376,8487,3,0,3,0,1,But she can shade the <SWEAR-VBD> out a <SWEAR-NN> RT @ axolROSE : # YourWifeCantRead
6377,14208,3,0,3,0,1,"Plot twist , <SWEAR-NN>"
6378,4747,3,0,3,0,1,@ SPIFFY_VUITTON I got ta start treatin these ugly <SWEAR-NN> like dimes.. Before they get fine on my <SWEAR-NN>
6379,3792,3,0,3,0,1,@ JonJanke @ Deadspin @ jtrimbl3 You sound like you 're <SWEAR-NN> whooped . # freelikeabird
6380,8787,3,0,3,0,1,"Cruisin round the street in my 64 ' , jockin the <SWEAR-NN> , slappin the <SWEAR-NN>"
6381,14834,3,0,3,0,1,RT @ Brittanny188 : Pull up on my ex make that <SWEAR-NN> <SWEAR-JJ> & # 128514 ; & # 128514 ; & # 128128 ; & # 128128 ;
6382,20964,9,0,8,1,1,"Reminiscin on my swinger days , when I drove a Caddy and my <SWEAR-NN> sported a finger wave"
6383,7770,3,0,0,3,2,"Alfredo , Linguini , Pasta ... . Just fancily prepared trash"
6384,24600,3,2,0,1,0,"it means that im following orders and being subordinate . sue me , ya <SWEAR-NN>"
6385,15615,3,0,3,0,1,RT @ FriendlyAssh0le : i dont give a <SWEAR-NN> what my ex is doing ... <SWEAR-NN> is n't my problem anymore
6386,20906,3,0,3,0,1,Rack city <SWEAR-NN> !
6387,8540,3,0,3,0,1,Can I have a bad <SWEAR-NN> without no flawwssss
6388,5238,3,0,2,1,1,@ VeronicaLewis You just ca n't give <SWEAR-NN> an audience . They 'll squander it every time .
6389,9283,3,0,3,0,1,Extra hard for these <SWEAR-NN> .
6390,7589,3,1,2,0,1,@ yurista4life @ PaulMoon8 are you for real right now ! ! @ justinmiculka01 this <SWEAR-NN> haha where you at <SWEAR-NN>
6391,24454,3,0,3,0,1,http : //t.co/bPU86qzYFt Crystal Star & # 8211 ; Leggy and playful <SWEAR-NN> Crystal Star spreads her <SWEAR-NN> for & # 160 ; you http : //t.co/lFKqRC0zXn
6392,12205,3,0,2,1,1,It prolli seem like I flirt but iont want none of y'all <SWEAR-NN> & # 128514 ;
6393,17917,3,0,1,2,2,RT @ TEL1967 : Darn trash man he beat me to the good stuff again . http : //t.co/vdDJQ4l0mg
6394,15115,3,0,1,2,2,RT @ Comp10Tx : Rihanna really is trash
6395,20812,9,0,9,0,1,RT @ xNikiaaa_ : @ 1stBlocJeremiah <SWEAR-NN> where you on house arrest at ? & amp ; yup in tht <SWEAR-NN> like & # 128080 ; & # 128131 ; & # 128527 ;
6396,13262,3,0,3,0,1,My Lil cousin been locked up for 2 years for beating a <SWEAR-NN> with . Metal bucket
6397,16846,3,0,2,1,1,RT @ MilesM_05 : How ghetto <SWEAR-NN> start their <SWEAR-VBD> & # 128514 ; https : //t.co/WyKh16PLek
6398,13272,3,0,2,1,1,My aunt said I 'm handsome <SWEAR-NN> you <SWEAR-NN>
6399,8278,3,1,2,0,1,<SWEAR-NN> shutcho got <SWEAR-NN> mouf <SWEAR-NN> RT @ HURRICANESENSEI : Mallett ai n't gon help yo funky <SWEAR-NN> texans
6400,5736,3,0,3,0,1,@ baaaabyshaaaay_ <SWEAR-NN> sprite on you ? <SWEAR-JJ> with yo smart <SWEAR-NN> mouth you deserved it . & amp ; well stfu ! lol
6401,14943,3,0,3,0,1,RT @ CapitalT____ : How you put ya <SWEAR-NN> before ya girlfriend .. & # 128564 ;
6402,14563,3,0,3,0,1,RT @ AsaAkira : A bird just flew into my hotel room . I 'd rather get <SWEAR-NN> by 10 Mandingos for 2 days straight than experience that again & # 8230 ;
6403,3101,3,0,3,0,1,@ DiggyRoZay she the only <SWEAR-NN> that stayed loyal & # 128554 ; she a keeper bro
6404,20724,3,0,3,0,1,RT @ versaceezy : i aint gon na text first cus pride <SWEAR-NN>
6405,17220,3,0,3,0,1,RT @ PABLO_BAAIH : `` Good <SWEAR-NN> is <SWEAR-NN> that makes you really think bout making her breakfast <SWEAR-NN> that makes you think about being a father ''
6406,10416,4,1,1,2,2,I ca n't wait to watch the saints put their weiner right in the cowboys <SWEAR-NN> . Dallas is trash
6407,2965,3,0,3,0,1,@ CoreyRoyalty_ *hoes
6408,11795,3,0,3,0,1,"If I hold the door open for you , <SWEAR-NN> you BETTA say thank you or imma slam the door in ya back ."
6409,24566,3,0,3,0,1,ik I look good and all but dam <SWEAR-NN> stop making it obv your staring at me loll
6410,12913,3,0,3,0,1,Lol dat <SWEAR-NN> petty
6411,17568,6,4,2,0,0,RT @ SUCKEDOFF : 3 MOST COMMON <SWEAR-JJ> PEOPLE ACTIVITIES : 1 . Wearing Tapout 2 . <SWEAR-NN> up schools 3 . Calling you a <SWEAR-JJR> on Xbox
6412,6664,3,0,3,0,1,@ kieffer_jason umm you sure the <SWEAR-NN> I talk to are n't ugly
6413,2295,3,0,3,0,1,"300 <SWEAR-NN> we hot , we done took flight !"
6414,24712,3,0,3,0,1,maybe <SWEAR-NN> will stop talking about this dude omari one day
6415,23171,3,1,2,0,1,"When did gum get <SWEAR-RB> soft , you sons of <SWEAR-NN> ."
6416,19139,3,0,3,0,1,RT @ caseytu88662466 : Play <SWEAR-NN> get <SWEAR-NN>
6417,11660,3,0,2,1,1,I 'm <SWEAR-JJ> hungover and all we had were beers . A lot of beers .
6418,15373,3,0,0,3,2,RT @ DogeTheDog : Wow Such banana <SWEAR-RB> potassium Much yellow http : //t.co/xINHDwyTqS
6419,13226,6,1,5,0,1,Most <SWEAR-JJ> send hate thru the <SWEAR-NN>
6420,5748,3,0,3,0,1,"@ bayjackson3 lol it 's a crew , not actual <SWEAR-NN>"
6421,20023,3,0,3,0,1,"RT @ lovexlilyy : do n't play games with a <SWEAR-NN> who can play better , <SWEAR-NN> ."
6422,24757,4,0,3,1,1,never had I had a problem with a <SWEAR-NN> in my years of being in school but this otter looking <SWEAR-NN> better quit giving me looks
6423,21301,3,0,3,0,1,Simply cani deal with a confrontation <SWEAR-RB> I just back away when <SWEAR-NN> get aw <SWEAR-NN> towards me.. Changed a lot in the past few years tbh
6424,17244,3,0,3,0,1,RT @ Pachino__ : y'all be <SWEAR-NN> riding and praising these <SWEAR-NN> that 's why half of Miami feel like they celebs off this social media <SWEAR-VBD>
6425,13408,3,0,2,1,1,"My name is Bryanna you can find me at @ 1bree_bree , I 'm the baddest <SWEAR-NN> you 'll meet , because everybody wants to be me & # 128514 ; & # 128514 ; & # 128514 ; & # 9996 ; & # 65039 ; & # 9996 ; & # 65039 ;"
6426,24869,3,0,3,0,1,<SWEAR-NN>
6427,18082,3,0,3,0,1,RT @ TheLittleFella_ : S/O to @ thereal_EMandM for his <SWEAR-JJ> fuzzy hat . Made sure he was n't getting <SWEAR-VBD> lmfao
6428,16657,3,0,3,0,1,RT @ LoveMe_AshMarie : I wish it was appropriate to go around slapping <SWEAR-NN> when they say <SWEAR-JJ> <SWEAR-VBD>
6429,13437,3,0,3,0,1,My <SWEAR-JJ> was drinking Gatorade like it 's not Dumass hot lol <SWEAR-NN> drink water
6430,16794,3,3,0,0,0,RT @ MelechT : Apartheid . & # 8220 ; @ No_Cut_Card : pedestrian check = show me your freedom papers you darkies. & # 8221 ;
6431,14274,3,2,1,0,0,Punk <SWEAR-NN> broke <SWEAR-JJ> .
6432,14920,3,0,3,0,1,RT @ CaNdY_n_VoDkA : -You <SWEAR-NN> ai n't leaving a ai n't <SWEAR-VBD> <SWEAR-JJ> bc he 's YO ai n't <SWEAR-VBD> <SWEAR-JJ> n you do n't want the other <SWEAR-NN> to win .
6433,9695,6,1,5,0,1,"<SWEAR-NN> be tripping with that `` you got <SWEAR-NN> '' <SWEAR-VBD> , I do know other <SWEAR-NN> that are my friends !"
6434,24130,3,1,2,0,1,<SWEAR-NN> <SWEAR-JJ> owe me money
6435,9636,3,0,2,1,1,Gansitos are ATG <SWEAR-NN> candy
6436,13482,3,1,2,0,1,My two main wiggas and I @ chloetarantino http : //t.co/oAyBFEJh54
6437,144,3,0,3,0,1,`` @ HornyFacts : Being single is n't an excuse to be a <SWEAR-NN> . '' @ TheOneMiss_Luu
6438,16414,6,0,6,0,1,RT @ KingLekan90210 : I forgive all u hoes/girls
6439,8874,3,0,3,0,1,<SWEAR-NN> this <SWEAR-NN> <SWEAR-NN> lol
6440,24257,3,2,1,0,0,do you think all the rice <SWEAR-NN> are at McDonald 's ?
6441,17412,3,2,1,0,0,RT @ RakwonOGOD : U <SWEAR-NN> going to <SWEAR-NN> this morning like y'all was n't busting it wide open for <SWEAR-JJ> about 4 hours ago
6442,4552,3,0,3,0,1,@ Pnolia_jay shut up <SWEAR-NN> <SWEAR-JJ>
6443,17822,3,0,3,0,1,"RT @ StevStiffler : Ca n't trust a <SWEAR-NN> who lets the microwave hit 0 , she does n't care about her life ... she probably jumps on the lava part o & # 8230 ;"
6444,15531,3,0,3,0,1,RT @ FeeelGreatness : You do n't know where your boyfriend is at on a Saturday night ? LOL He <SWEAR-NN> other <SWEAR-NN> that 's where he 's at
6445,17977,6,1,5,0,1,"RT @ TeGustaaa : If you suppose to be a man , don & # 8217 ; t be a <SWEAR-NN> ."
6446,5216,3,0,3,0,1,@ Tylar____ ion sneak diss on broke <SWEAR-NN> & # 128530 ; & # 128079 ;
6447,9177,3,0,3,0,1,Eat the <SWEAR-NN> like http : //t.co/x0JDphNW53
6448,6678,3,0,3,0,1,@ kincade00 @ DaUnfuqwitable1 @ Stoopid_lu103 @ mistaturk5 @ _PlayCrazy @ GF_Dalifestyle <SWEAR-NN> you <SWEAR-NN>
6449,25183,3,0,3,0,1,when <SWEAR-NN> change and start acting like the <SWEAR-JJ> they with & lt ; & lt ; & lt ; & lt ; & lt ; & lt ;
6450,14724,3,0,3,0,1,RT @ BigSean : <SWEAR-VBD> my <SWEAR-NN> <SWEAR-NN> RT @ MaizeNBlue23 : @ bigsean not only are you terrible . You are why hip hop is <SWEAR-JJ>
6451,1125,3,0,3,0,1,& # 8220 ; @ AmandaBynes : I Want You To Be <SWEAR-NN> Whipped & # 8221 ; I 'm yours
6452,8354,6,0,6,0,1,Boney <SWEAR-NN> <SWEAR-NN> <SWEAR-NN> out mini basketballs & # 128514 ;
6453,6304,3,0,3,0,1,@ iLLmak3Ufamous oh <SWEAR-NN> ! ... I just saw your instagram post and I SCREAMED
6454,9985,6,1,5,0,1,"He could be right ... any <SWEAR-NN> they had in the 11wd , <SWEAR-JJ> from the hood RAN thru em ... ."
6455,20386,3,0,0,3,2,RT @ russnelligan : Final debate clean-up : journalists sure know how to trash a lobby ... # wcvbpoli # wcvb http : //t.co/LMerSj8sTi
6456,19410,3,0,0,3,2,RT @ fabulousanimals : A monkey with a mustache by Thomas Kienzle http : //t.co/J5PA2BoU23
6457,13090,3,0,3,0,1,Married a skinny <SWEAR-NN> but trickin wit a thick bitch.. She got sum big hips I call that boa a hypocrite
6458,24343,3,3,0,0,0,<SWEAR-VBP> <SWEAR-NN> <SWEAR-NN> http : //t.co/eqn4gvW42V
6459,4711,3,1,2,0,1,@ Rosie @ politicususa only 3 1/2 yrs till next pres . <SWEAR-NN> bout what o-dumb-a left her/him
6460,24782,3,1,2,0,1,no flex zone ... . <SWEAR-NN>
6461,15543,3,3,0,0,0,RT @ FemsHaveBallz : You can no longer run a business n America unless it 's deemed acceptable by 1 political group of <SWEAR-JJ> known as democr & # 8230 ;
6462,1712,3,0,3,0,1,& # 8220 ; @ _getMEAUXmoney : Nobody cares about KIRK Bosley no & # 8221 ; I care bout my cousin <SWEAR-NN>
6463,8468,3,0,3,0,1,Bust in dat <SWEAR-NN> face I do n't want sons ! -- @ Icewear_Vezzo
6464,7365,3,0,3,0,1,@ thereal_EMandM ai n't like I have anything to do <SWEAR-NN> boy lol .
6465,24899,3,0,3,0,1,retweeting ah <SWEAR-NN> tweet is flirting nowadays
6466,9395,3,0,2,1,1,Fluffy is a <SWEAR-JJ> homeboy is calling a <SWEAR-NN> rattlesnake friend and kissing him ! <SWEAR-NN> rattlers will <SWEAR-NN> you man ! ! & # 128563 ; http : //t.co/pWFO8JHaOA
6467,3391,3,0,3,0,1,@ GregyBalls <SWEAR-JJ> <SWEAR-NN> ?
6468,12065,3,0,3,0,1,Im trying to come back as a fine <SWEAR-NN> <SWEAR-NN> next lifetime ... .
6469,17820,6,0,5,1,1,RT @ StephenGoetz2 : These <SWEAR-NN> ai n't loyal
6470,19408,3,0,3,0,1,RT @ fLEXing_ : & # 8220 ; @ vivalaleexx : Sitting pretty makes <SWEAR-NN> <SWEAR-JJ> & # 128129 ; & # 128081 ; & # 8221 ; pretty much
6471,24146,3,2,1,0,0,<SWEAR-NN> you 're <SWEAR-JJ> stfu with your <SWEAR-JJ> Spanish
6472,5225,3,0,3,0,1,@ UnicornCowboy @ Lvl_7_Eevee @ hisorraya mutha fuckahs better bring me all the brownies ever !
6473,20630,3,0,2,1,1,RT @ tiaramescudi : I hate when bitter <SWEAR-NN> try to take away someone 's happiness .
6474,3259,3,0,3,0,1,@ FlawlesS_Dv @ AboutStrafe @ NexSmitsky I also like how I 'M called the <SWEAR-NN> when I 've been saying stop .
6475,18822,3,0,3,0,1,RT @ __prvncesssss : `` @ lilnas_ : <SWEAR-JJ> <SWEAR-NN> getting exposed & # 128514 ; & # 128514 ; & # 128514 ; & # 128553 ; '' & # 128555 ; & # 128555 ; & # 128555 ; & # 128555 ; & # 128555 ;
6476,21403,3,0,3,0,1,"<SWEAR-RB> if I had dreads , tattoos AND a beard Id get all the <SWEAR-NN> ? ?"
6477,22544,3,0,3,0,1,This is no excuse to call me <SWEAR-NN> ? You got caught . Stop .
6478,21607,3,1,2,0,1,Stephen the threat about your brother does n't scare me . Quit runnin your <SWEAR-JJ> mouth & amp ; you wo n't have to hide behind your brother <SWEAR-NN> boy
6479,15412,3,2,0,1,0,RT @ Drizz_LakerKing : Horrible RT @ YeIIowbang : Invader Zim was trash
6480,19491,3,0,3,0,1,RT @ greyyygoose : @ marsvalo @ Cheesus85 shut up <SWEAR-NN> lol
6481,17215,6,0,6,0,1,RT @ OxDictionary : I got <SWEAR-NN> '' Definition : I 'm with some female friends who do n't know that I 'm referring to them as <SWEAR-NN> .
6482,301,3,0,3,0,1,`` @ __youreWelcome : Im a boss <SWEAR-NN> <SWEAR-NN> '' ... that needs to sit in a corner
6483,1753,3,0,3,0,1,& # 8220 ; @ chloeonvine : im just a sarcastic lil <SWEAR-NN> who loves to sleep and eat & # 8221 ;
6484,5498,3,0,3,0,1,@ _RenaissanceJay do n't send me those boxes we droided up on da mile my <SWEAR-JJ> . Got da dro droid na drum fo a <SWEAR-NN> boy yeer me ?
6485,21699,3,1,2,0,1,Swag <SWEAR-NN> who gags lml nd y'all <SWEAR-JJ> wan na ce swagged up foh I 'm Gxxd I 'll stay g 'd up http : //t.co/G8NRVdmXQh
6486,20136,3,0,0,3,2,RT @ mitrebox : At this point every voter in Florida has voted both for and against Charlie Crist .
6487,10326,3,0,3,0,1,I be teaching <SWEAR-NN> how to clear the <SWEAR-JJ> mon
6488,15211,3,1,2,0,1,RT @ DETROITSWEETS_ : U got ta be <SWEAR-JJ> to skip class in college
6489,24790,3,0,3,0,1,no youre a <SWEAR-NN> <SWEAR-JJ> thats gon na get <SWEAR-NN> date <SWEAR-NN> at a frat tonight . have fun with those repressed memories
6490,8368,3,0,3,0,1,Bought these <SWEAR-NN> breakfast and now getting kissed on my cheeks non stop ... lol . Check out is literally in 5 mins tho
6491,12275,3,0,2,1,1,It 's pretty much been confirmed that I have the BEST <SWEAR-NN> face on the planet .
6492,6520,3,0,3,0,1,@ karlamorenoo aha your welcome <SWEAR-JJ> & # 128520 ;
6493,24312,6,2,4,0,1,<SWEAR-NN> <SWEAR-NN> <SWEAR-NN>
6494,24758,3,0,0,3,2,never have I seen a toddler chug a water bottle <SWEAR-RB> fast lol
6495,5321,3,0,3,0,1,@ WyattNuckels @ grizzboadams <SWEAR-NN> I want it all
6496,23357,3,2,1,0,0,"Why does this <SWEAR-JJ> in front of me have to get two dozen doughnuts right now , get the <SWEAR-NN> on"
6497,24755,6,2,4,0,1,neva been a <SWEAR-NN> <SWEAR-JJ> you do n't want them problems bro ! !
6498,24487,3,0,3,0,1,i like chillin ' with yo <SWEAR-NN> I like <SWEAR-JJ> ' her
6499,16641,3,0,3,0,1,RT @ LosBeOnIt : Lmaoooo RT @ cqminaj : When you break up with your bf and you got ta pull out your old <SWEAR-NN> moves like http : //t.co/w9ctZKcXCJ
6500,17583,3,1,2,0,1,RT @ SammyLightning_ : @ TNasty4Teen we find turtle ; we find the <SWEAR-NN> !
6501,13833,3,0,3,0,1,Nyomi Banxxx and Skin Diamond the last of the good ebony <SWEAR-NN> <SWEAR-NN> .
6502,12892,3,0,3,0,1,Lol I see what you did there RT @ JayWiz614 : @ ItsNotHarold <SWEAR-NN> yeah <SWEAR-NN> hate that <SWEAR-VBD>
6503,21310,3,0,3,0,1,Since you <SWEAR-NN> wan na be childish & # 128514 ; & # 128514 ; & # 128514 ; http : //t.co/P6v3xPXnrZ
6504,22026,3,1,2,0,1,The guys at LA fitness are such <SWEAR-NN> & # 128514 ; & # 128557 ;
6505,7588,3,0,0,3,2,@ yungdipIo @ Iemonaids like I really want a rafter monkey
6506,21427,3,0,3,0,1,<SWEAR-RB> now he wan na <SWEAR-VBP> ! ? & # 128514 ; & # 128557 ; he 's a <SWEAR-NN> joke & # 9995 ; & # 128564 ; ajay got ta whole <SWEAR-NN> but oml trynna argue wit me & amp ; <SWEAR-VBD> like FIR WHAT BOI ! ?
6507,14699,3,1,2,0,1,RT @ BestVineFights : `` When you finally see the <SWEAR-JJ> <SWEAR-NN> that called you <SWEAR-JJR> on Call Of Duty '' & # 128514 ; & # 128557 ; & # 128514 ; https : //t.co/X59D4kMY7P
6508,12487,3,0,3,0,1,Just yelled out `` <SWEAR-NN> it reeks of weed in there . `` ( really did ) after this stoner <SWEAR-NN> did n't tip me while a cop was walking by . HAHA <SWEAR-NN> .
6509,11287,3,0,0,3,2,"I used to get GRs a lot , tho . maybe that 's why my soles <SWEAR-VBP> <SWEAR-RB> much ... http : //t.co/lRCb0vabiG"
6510,4619,3,1,2,0,1,@ Rasheed_Sheen everything but im outside come get this <SWEAR-NN>
6511,23582,3,0,0,3,2,<SWEAR-JJ> great Joe DiMaggio reportedly used to beat wife Marilyn Monroe . Here she is in 1954 announcing divorce http : //t.co/blS7dalMiF
6512,15918,3,0,3,0,1,"RT @ IAMNICKlMINAJ : I 'm not saying she 's a <SWEAR-NN> , but she 's been on more wieners than Heinz Ketchup ."
6513,2933,3,0,3,0,1,@ ClicquotSuave I would <SWEAR-JJ> upper cut that <SWEAR-NN>
6514,12119,3,0,3,0,1,"Indirect <SWEAR-NN> little <SWEAR-NN> , like you know my <SWEAR-NN> number and where I live ."
6515,601,3,0,3,0,1,`` Why would you wan na be the Green Ranger ? He 's evil ! '' Duh <SWEAR-NN>
6516,14152,3,1,2,0,1,Peyton Manning is a goon <SWEAR-NN> Eli 's <SWEAR-NN> <SWEAR-NN>
6517,3665,3,0,3,0,1,@ JStac825 @ ThatAngryNigga these <SWEAR-JJ> must be deaf . When 's the last time you heard a Roots song on the radio ? Quest do n't get <SWEAR-NN> !
6518,22520,6,1,5,0,1,This <SWEAR-NN> got 10 seconds to get the <SWEAR-NN> up outta my face before i set that weave on fire..
6519,22326,3,0,0,3,2,They come to you out of the blue . They make others see red and green with envy . They are n't always <SWEAR-JJ> or <SWEAR-JJ> . You 're not yellow luckily
6520,7974,3,2,1,0,0,And the <SWEAR-VBP> @ Deuterostomes favorited my tweet though . Lol . Do n't have anymore time for this trash .
6521,1087,3,0,2,1,1,& # 128588 ; RT @ Nay_btw It amazes me how <SWEAR-JJ> can <SWEAR-NN> w/ EVERY <SWEAR-NN> but when a <SWEAR-JJ> try to talk to his <SWEAR-NN> he wan na cry about it & # 128533 ; I need answers
6522,25168,3,1,2,0,1,well i want to be Victoria 's Secret <SWEAR-NN> angel & # 128124 ; & # 128149 ;
6523,22861,3,0,3,0,1,"Unfortunately , I love her the most tho RT @ KingHorseDick : @ viaNAWF thats ur <SWEAR-NN> too ?"
6524,6466,3,0,1,2,2,@ josephljenkins Have heard some <SWEAR-NN> grumblings that bugs worse in recent years because of MIC shutdown .
6525,11536,3,0,3,0,1,"I 'm cold as a <SWEAR-NN> and do n't even need a fleece , and if she a bad <SWEAR-NN> tell her drop to yo knees ."
6526,7620,3,0,3,0,1,A bf and gf & # 128107 ; are suppose to laugh & # 128514 ; at these <SWEAR-NN> & # 128111 ; together & # 128145 ; . A guy should never have these <SWEAR-NN> & # 128111 ; laughing & # 128514 ; at his <SWEAR-NN> & # 128134 ;
6527,13325,3,0,3,0,1,"My cat just rolled on me and said `` lets go run a game of 21 , <SWEAR-NN> '' http : //t.co/6kjgd0z1x2"
6528,14631,3,2,1,0,0,RT @ BadNewsAli : Look at ya boy @ Quanb24 RT @ DrydenNeal : <SWEAR-JJ> a <SWEAR-JJ> RT @ So_Leaux : Bruh RT @ worstrapIyrics : Chance The Rapper http : //t.co & # 8230 ;
6529,11477,3,0,3,0,1,I 'm HUNGRY I wo n't give a <SWEAR-NN> a time or day . I 'm trying take care business & # 128129 ;
6530,14321,3,0,3,0,1,RT @ 05proFESSOR : @ idontbekaren @ kelseysocrazy ... . this is what all of my <SWEAR-NN> say hahaha http : //t.co/dHK7eU97Dc
6531,32,3,0,3,0,1,`` if you aint bout that <SWEAR-NN> Game <SWEAR-NN> <SWEAR-JJ> shut up ``
6532,2354,3,0,0,3,2,@ 1Corinthians126 # <SWEAR-NN> Genesis 2:19 Out of the ground the LORD <SWEAR-NN> formed every <SWEAR-NN> of the field and every # bird of the sky # Initiating
6533,10622,3,1,2,0,1,"I got a Spanish <SWEAR-NN> , her name Nina # paranoid"
6534,2133,3,1,2,0,1,"' Ok ma Texas <SWEAR-NN> keep textin me , callin cryin stressin me & # 1041190 ; Bout where I been but I been with another <SWEAR-NN> allegedly & # 1043351 ; & # 1043360 ; ."
6535,19634,3,1,2,0,1,RT @ i__pooteD : I wan na watch a <SWEAR-JJR> made before Christmas
6536,14691,3,0,0,3,2,RT @ BenTateRB : This is crazy no RB picked yet . A RB won ROY ! 2yrs ago RB was MVP . Ppl 4get how important our position is . This is insane <SWEAR-NN> & # 8230 ;
6537,9279,3,0,3,0,1,"Exes swear they can do better , then you see their next <SWEAR-NN> ... .. & # 128514 ; & # 128514 ; & # 128514 ; & # 128553 ; & # 128553 ; & # 128553 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128553 ;"
6538,3076,3,0,3,0,1,@ Deeiiggee hey <SWEAR-NN> if your gon na talk <SWEAR-VBD> tag me and quit being such a <SWEAR-NN> how did I <SWEAR-NN> up the car ? Cause it wo n't hold air <SWEAR-NN>
6539,6083,3,0,0,3,2,"@ elchavaloko @ Buckm00se yeah sorry monkey team just keeps kicking ppl , waiting for muh pizza"
6540,4606,6,1,5,0,1,@ RHook220 @ ohwait_itsKate @ EjPeruski5634 <SWEAR-NN> x3
6541,20795,3,0,0,3,2,RT @ wwwobert_ : New avi thanks to b Oreo
6542,20201,3,1,2,0,1,RT @ noblockheads : CEO tells Daily Show & # 8216 ; mentally <SWEAR-JJ> & # 8217 ; could work for $ 2 : & # 8216 ; You & # 8217 ; re worth what you & # 8217 ; re worth & # 8217 ; http : //t.co/IdivWBjqPA
6543,23581,3,0,0,3,2,<SWEAR-JJ> getting <SWEAR-NN>
6544,14525,3,0,3,0,1,RT @ Andrew_Jordan54 : @ WeilAnthony <SWEAR-NN> .
6545,2666,3,0,3,0,1,@ BitchImaStunna @ VeshaaCouture lmao <SWEAR-NN> shut up
6546,1250,3,0,3,0,1,& # 8220 ; @ DevJayAintShit : these <SWEAR-NN> ai n't loyal & # 128557 ; https : //t.co/hiMKk7fYxB & # 8221 ; & # 128557 ;
6547,5749,3,0,3,0,1,@ bbhairs when you get famous I 'm buyin yo art <SWEAR-RB> me and my <SWEAR-NN> can have dat <SWEAR-VBD> all in da crib
6548,1166,3,0,3,0,1,& # 8220 ; @ BillieBoyMitch : @ VSamone man I was bouta text all the <SWEAR-NN> that ever told me that & # 128514 ; & # 8221 ; lmao you should
6549,24250,3,0,2,1,1,"digging a <SWEAR-VBP> is very satisfying , it 's climbing out that 's a <SWEAR-NN> ."
6550,17536,6,0,6,0,1,RT @ RushAmeezy : I find it hilarious how Austin says `` swag witch '' instead of `` swag <SWEAR-NN> '' lmfao
6551,9984,3,0,3,0,1,He called me just to say he was deleting my number ... . <SWEAR-NN> please .
6552,22504,3,0,3,0,1,This foo came to the club wit his <SWEAR-NN> on a leash & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; & # 128514 ; https : //t.co/wC4ub0UN6b
6553,1496,3,0,3,0,1,& # 8220 ; @ PoeticallyLucky : It 's like when a <SWEAR-NN> got ta pretty <SWEAR-NN> but it 's loose . & # 8221 ; # witchcraft
6554,22523,3,0,3,0,1,This <SWEAR-NN> loud ...
6555,24015,3,0,3,0,1,Zhou Mi was just layin on his bed and SM just busted into his room and was like `` You gettin a song <SWEAR-NN> ''
6556,24292,3,0,3,0,1,even tho i <SWEAR-NN> a <SWEAR-NN> <SWEAR-JJ> i hope he go to heaven -Young Thug & # 128519 ;
6557,7759,3,0,3,0,1,Aint no <SWEAR-NN> better then perk <SWEAR-NN>
6558,9782,3,0,3,0,1,Got a badass <SWEAR-NN> just bouncin on my <SWEAR-NN> @ JordyxRivera
6559,6341,3,0,1,2,2,@ imdevincarlson trash*
6560,21334,3,0,3,0,1,Slide in your <SWEAR-NN> Dms like & # 128166 ; & # 127940 ; https : //t.co/W7QbM72Oyo
6561,15392,3,0,2,1,1,RT @ Douchekevin : Mustard is yellow . *if my avi was big tits- this would be an epic tweet .
6562,7581,3,0,3,0,1,@ youknowmaxwell these <SWEAR-NN> do n't want no help but they want all the help
6563,24854,3,1,2,0,1,"please tell this <SWEAR-NN> I 'm subbin her , ik one of you faggs on here <SWEAR-NN> with those lames , <SWEAR-VBD> I 'm blocked or I would lol"
6564,20585,3,0,3,0,1,RT @ the_thrillx3 : Sarah burkes <SWEAR-NN> b like http : //t.co/HpXUDcuNEq
6565,3449,3,2,1,0,0,"@ HeilSidious Sion is a <SWEAR-JJ> . Very meh ganks pre-6 and post-6 his ganks are still pretty meh he 's just a tank , nothing special imo Mao +"
6566,6666,3,1,2,0,1,@ kieffer_jason <SWEAR-NN> u think u ole <SWEAR-NN> <SWEAR-NN> <SWEAR-JJ>
6567,24592,3,2,1,0,0,ion speak on how flaw <SWEAR-JJ> and thirsty <SWEAR-NN> be on I.g but boyyyyyy look at here & # 128586 ; & # 128586 ;
6568,14575,3,2,1,0,0,RT @ AssholeOfDaYear : Rudy <SWEAR-VBP> a <SWEAR-JJ> for not changing his last name once he got money .
6569,538,3,0,3,0,1,`` My twitter was hacked '' = I 'm too <SWEAR-NN> to admit that I said it and now I want to act like I never said it .
6570,9622,3,0,3,0,1,GTFOH u <SWEAR-NN> <SWEAR-NN> ref
6571,8295,3,0,3,0,1,<SWEAR-NN> be <SWEAR-JJ> they mane <SWEAR-JJ> gettin <SWEAR-NN> up by all these <SWEAR-RB> yah <SWEAR-NN> prolli wack ctfu
